Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,RErasures,SErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
1,75,9,50,250,1101111101101111111110110111111101011110111111111111111111101111011011111111111111111101111010111111011111111011110111111111111101111111111111111110010101111111111001111111011111111111101111111111101011110011111111111111111110111111111110111111111111,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111110110111111111111111111111011111111111111111111111101111111011111111111111111111111111111110111111111111,,,0,0,25,10.0,218,0,0,32,25,78
2,80,34,50,250,1000000000000011110010000010100011000000000000010000010110001010101000001111111101100000000111010000100000000000011110000100101010000110010000010000100100001100000001000001100000011000100100000000000000000001000101000011110100001111100000100001101000,1111101101101111110110110110101111110110110110110000110110111110101110011111111101101101101111010110101101101101111111011110111010110111010110111101101111011111011011011001111011011011110110110110110110010011100111011011110101101111111110110111111100,,,0,0,105,42.0,73,0,0,177,105,59
3,93,47,50,250,0110000100000100010100000110111100011000110100100101011011100000100000110010110100000011110100011011101111100000001101100111000001100110010010101110100001100100101100100001001111010010001110001001111100000000001000100100001000010001010001001000000110,1111111111011110111101101110111101111101110110100111111011101101101011110110111110111111110101111111111111110110111101110111101111101110111110111111110111101110101101111011011111010110111111011011111110110101111101101101101011011111111011011110101111,,,0,0,97,38.8,99,0,0,151,97,64
6,54,48,50,250,0000100010101000001011010011000000011001011000011000000000111001101101011011000010000100101010010001111001000000010000001001000001001001100010000001000000101010000001101110000100011101000000000010000000010100100100100100101000011100101010010001000010,1010111110111010111111010111100101011011111101011110101101111101111101011111101011011110111010111101111011101101111011011111011011011111101010110111101101101010101101111111011110111111101101101111010110110101101110110101111110111110101111011011010110,,,0,0,102,40.8,80,0,0,170,102,60
7,40,22,50,250,0001100101000000010000001000000000000000100000100000000000100101001000000000000000000000000101000010000000000001100011010100100101000000000100110100100001000010000100000100100000000000010000000010100000001000100000000100010000000000001000100000010011,1111111111011011011011011111110100110110110110110110110110110111101110110110110110110110110111110111101101101101111011111111111111110110110110111111111011010111110110110110101101110110110110110111110110111110110110110101111101101101101101111011011111,,,0,0,140,56.0,46,0,0,204,140,68
8,68,39,50,250,1011101111101111111011111011001111011100110101111110110011111101011100101000101101101110101001110001000011111101010111010110011110110111010101100101001110011101111100011101011100000101101111111001000110101111011111011101110110001011100011111000100111,1111111111111111111011111011011111111101111101111111111111111111011110111010101111111110101011110111011011111101111111111110111111111111011111111111011110111101111101111111011111011111111111111101010111101111011111111111111110101011111011111110110111,,,0,0,56,22.4,158,0,0,92,56,60
9,66,38,50,250,0111001110011111111111110111111111010111111111111010111101110111101111011101111101110111101111100011101110110011111011011101101101111101011011101111011111111101100100111101111111111111101111111111111001111110111001111100101111111001111111111111010111,1111111111111111111111110111111111111111111111111010111111111111111111111111111111111111111111101111101111111011111111111111111101111111111111111111111111111111110110111101111111111111111111111111111011111110111101111101111111111111111111111111110111,,,0,0,39,15.6,196,0,0,54,39,72
10,92,72,50,250,0000000000000000000000100000000000000100001000000001000000000001000000010000000000000100000000000000000000000001000000000000100000000000100000000000000110010000100000000000000010000000000000000000000000011000000000000000000001000000000010000010000000,1111111011110100110101101011011111011110101101011011101011011011010110111010011011010110110101101101101101101101011011010111111011111010110101101101101110110110110110101001101111011011010110110110110101111011011011011011010101011011010110101111010110,,,0,0,146,58.4,20,0,0,230,146,63
11,89,3,50,250,1110111101101110110101001101111011111001101011001111101111110110000110010111001111001111010001011111110111011010101110011101110000111111011110110001001111110111010111011111110010111111101000110111110011101110000111001010011010110011111100110101101100,1111111101101111111101011111111011111011111011011111111111110110110111111111101111011111110111111111111111111111111110111111111101111111111111111011011111110111010111111111111011111111111110110111111111111110110111101010111110110111111110110111111110,,,0,0,54,21.6,162,0,0,88,54,61
12,45,10,50,250,1000100010110111111011011011111100111110010100011111001101011001001101011011000011111111111001111010010010100111111111100001100111110111111111100101111101111111100110011110101110111010100111101110101010110011101000001011101001011111101100110111111111,1101111111111111111011111111111111111110110100111111101111011111111111011111101111111111111101111110110110110111111111101011110111111111111111101111111111111111110110111111101111111110111111111110111110111011111110111111111011111111111100110111111111,,,0,0,57,22.8,162,0,0,88,57,64
13,76,74,50,250,1111111111111111111111011111111111110111111111111111111111111111011111101001111111111111111111100001111111110111111111111101011011111111110111111111111111011111011101111111111111111011111111111111111110111111110111111111111111111111111111101111111111,1111111111111111111111011111111111110111111111111111111111111111111111111111111111111111111111101101111111111111111111111111111111111111111111111111111111011111111111111111111111111011111111111111111110111111111111111111111111111111111111101111111111,,,0,0,14,5.6,228,0,0,22,14,63
14,94,44,50,250,0000000000000000000000000000000000000100000000000000000000100000000000000000000011000000000010000000000001000000100000000000110000000100100000000000000000010000000001000100100000000000000010000000000000000000000000000100000000000000000000100010000000,1101101111101111111101111111111111101101111011011111011111111111111011011011011011011111011011011011011111011111111011011011110011100111101111101101111101111011111011011111111111011011111011011011010011011111011011011110110111010011011111110110110111,,,0,0,175,70.0,19,0,0,231,175,75
15,79,58,50,250,1011111100111010011110011111010111001111111001011111110010011011111101010111011101111010011110111011110111101111110111111010001101111001110111111011100101000111111111111111011011100111111010111010001110101100111101010101110011011100111001011100111111,1111111110111011011110111111111111011111111111111111111111111111111111110111111101111110011110111111111111111111110111111111101101111011110111111011110111110111111111111111111111101111111010111110101111101101111111011111111011111110111101111111111111,,,0,0,47,18.8,174,0,0,76,47,61
16,63,23,50,250,0000010011000100000101001101100001101010111010000000001101000101110011111010111000011011000000010000000110000100100010000000101110010011110110000000100100101100100000100011100000000010000001000110000010100000000100100000100100010010101010010010100101,1111111111001110110111111101101101101110111111101101111101100101111111111110111110111111111010110111110110111110110110110110101111111011110110101101101101101100101010111111110011101110101011011111011010101011010110110101101110110111101010110110101101,,,0,0,97,38.8,85,0,0,165,97,58
17,53,52,50,250,1110010001001100011000110000010011001101000010010010101011101000000011001100011111010110100000010001011100001100100101111000001011110101101011101100010000001000100000110010010101010010100001110100101001010101000100010100100111011110100100001101101000,1110110111001110111011111101111011011101011010110011111111101011010111001101111111010110101101111011011110111101100101111010011011111111111111101101110101101010101011110111011111010110101101110101101011010101010101010101110111011110101110011101101001,,,0,1,67,26.8,106,0,0,144,67,46
18,78,61,50,250,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,,,0,0,0,0.0,250,0,0,0,0,-
19,65,17,50,250,0111111110100011001111101101111111111110101101100111110011011111111101111111111111111111111110111111111111101110101101010111101111111101111110111100111110100011101011111110101111100111011011111111111111111010111111101101011110111111011110111111111111,0111111110101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111110111101111111111111110111110111111101111101011111111101111111111111111111111111111111111111111111101111110111111111111111111111111,,,0,0,36,14.4,200,0,0,50,36,72
20,64,1,50,250,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,,,0,0,0,0.0,250,0,0,0,0,-
25,67,31,50,250,1111111111111111111111011111111111110111111111111111111111111111011111101001111111111111111111100001111111110111111111111101011011111111110111111111111111011111011101111111111111111011111111111111111110111111110111111111111111111111111111101111111111,1111111111111111111111111111111111111111111111111111111111111111011111101011111111111111111111111111111111111111111111111111111111111111110111111111111111111111111101111111111111111111111111111111111111111111110111111111111111111111111111111111111111,,,0,0,16,6.4,228,0,0,22,16,72
