GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-14-52-18,1,18,b85996ef-6bc1-4913-bdcb-9b964f879eb2,2020-09-22 21:53:57,56a2f0c7-57b9-4f0e-97a8-6e8cbda4ce27,2020-09-22 21:52:58,3,18,18,18,out/09-22-14-52/log,out/09-22-14-52/base_samples18,,out/09-22-14-52/bit1_samples18,out/09-22-14-52/bit0_samples18,0,,0.275142163304199,52:FA:02:AE:EA:83,No
09-22-14-52-83,1,83,fd560b49-3658-4a1b-a061-aa1f3439ec35,2020-09-22 21:53:57,b2f4dd12-3eec-4c69-b093-c8b8fbb8e590,2020-09-22 21:52:58,3,83,83,83,out/09-22-14-52/log,out/09-22-14-52/base_samples83,,out/09-22-14-52/bit1_samples83,out/09-22-14-52/bit0_samples83,0,,0.266762909715725,E2:D3:AA:E9:F0:2C,No
09-22-14-52-52,1,52,b533d46c-59ca-44bd-a24d-3b4778aa2e89,2020-09-22 21:53:57,64b35ede-d45e-4ba1-b5c2-cc3ccdcb6292,2020-09-22 21:52:58,3,52,52,52,out/09-22-14-52/log,out/09-22-14-52/base_samples52,,out/09-22-14-52/bit1_samples52,out/09-22-14-52/bit0_samples52,0,,0.30275691007674,D2:1A:87:E7:7B:5E,No
09-22-14-52-73,1,73,76df4e7b-03cb-49a7-b6c2-1c83a2b5fa42,2020-09-22 21:53:57,27cac066-d212-499b-a28a-fa1a2cdb0fd5,2020-09-22 21:52:58,3,73,73,73,out/09-22-14-52/log,out/09-22-14-52/base_samples73,,out/09-22-14-52/bit1_samples73,out/09-22-14-52/bit0_samples73,0,,0.154586579408944,9E:15:57:64:9A:0C,No
09-22-14-52-28,1,28,9ca851ca-3b3f-474e-83d2-abac92f39cf1,2020-09-22 21:53:57,b91b1bd4-6697-4234-b43f-340d1cc6aa16,2020-09-22 21:52:58,3,89,89,89,out/09-22-14-52/log,out/09-22-14-52/base_samples28,,out/09-22-14-52/bit1_samples28,out/09-22-14-52/bit0_samples28,6.3985807956823,,0.302783341840399,A2:89:CC:13:70:7B,No
09-22-14-52-16,1,16,1d1d6721-4357-48dd-adeb-c685571fce90,2020-09-22 21:53:57,df347060-0554-449f-8e62-75ca3e689942,2020-09-22 21:52:58,3,16,16,16,out/09-22-14-52/log,out/09-22-14-52/base_samples16,,out/09-22-14-52/bit1_samples16,out/09-22-14-52/bit0_samples16,0,,0.141014696418072,96:14:3E:EE:68:9B,No
09-22-14-52-29,1,29,63f293c3-c83c-46dd-9731-61a86e56e38b,2020-09-22 21:53:57,f2581166-34f6-45df-9461-fc7d7c6ee7f2,2020-09-22 21:52:58,3,29,29,29,out/09-22-14-52/log,out/09-22-14-52/base_samples29,,out/09-22-14-52/bit1_samples29,out/09-22-14-52/bit0_samples29,0,,0.209817727350223,EE:9F:89:C2:F1:EB,No
09-22-14-52-81,1,81,76cd5f26-9940-46ab-8a65-65979dbdd318,2020-09-22 21:53:57,7de9da5b-421f-40d3-8710-7fb099966ab3,2020-09-22 21:52:58,3,81,81,81,out/09-22-14-52/log,out/09-22-14-52/base_samples81,,out/09-22-14-52/bit1_samples81,out/09-22-14-52/bit0_samples81,0,,0.223674768068173,AE:E9:0C:8B:D3:6D,No
09-22-14-52-9,1,9,43106b9a-2a00-4409-984a-54c3df0c00e4,2020-09-22 21:53:57,66196f18-76cc-4f98-ae86-88219bf1285c,2020-09-22 21:52:58,3,9,9,9,out/09-22-14-52/log,out/09-22-14-52/base_samples9,,out/09-22-14-52/bit1_samples9,out/09-22-14-52/bit0_samples9,0,,0.46092863851054,82:AC:A8:3B:3D:38,No
09-22-14-52-49,1,49,85e7b7f5-2b03-49d0-a22e-65aebee7ed0c,2020-09-22 21:53:57,f429ac29-79c5-41bc-a8a3-d179b9cc5930,2020-09-22 21:52:58,3,49,49,49,out/09-22-14-52/log,out/09-22-14-52/base_samples49,,out/09-22-14-52/bit1_samples49,out/09-22-14-52/bit0_samples49,0,,0.299838552140789,C6:4C:DA:74:AE:72,No
