GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-14-59-72,1,72,0b5c35c0-16b6-4368-9069-e20a783258e5,2020-09-22 22:00:19,090140e8-1079-4e34-b56a-2d8d3cf08fe1,2020-09-22 21:59:20,3,72,72,72,out/09-22-14-59/log,out/09-22-14-59/base_samples72,,out/09-22-14-59/bit1_samples72,out/09-22-14-59/bit0_samples72,0,,0.212093636901396,B2:F1:63:AD:C0:D3,No
09-22-14-59-24,1,24,9e6ca661-86de-4b6a-a40c-09ddef826a28,2020-09-22 22:00:19,175e87a6-7e49-42c2-b235-b4af78b247cc,2020-09-22 21:59:20,3,91,91,91,out/09-22-14-59/log,out/09-22-14-59/base_samples24,,out/09-22-14-59/bit1_samples24,out/09-22-14-59/bit0_samples24,5.9437904893078,,0.116477232638278,1E:20:AB:AF:13:3A,No
09-22-14-59-7,1,7,c1b1ea7f-1bff-4387-b59b-6c16ed6524b7,2020-09-22 22:00:19,473c2f43-0732-41df-95fa-70489e03f9ee,2020-09-22 21:59:20,3,7,7,7,out/09-22-14-59/log,out/09-22-14-59/base_samples7,,out/09-22-14-59/bit1_samples7,out/09-22-14-59/bit0_samples7,0,,0.179312305689366,C2:80:12:F9:C6:BF,No
09-22-14-59-56,1,56,fa6d2422-6ec5-4831-91d3-d427164e2ba6,2020-09-22 22:00:19,98fb405f-d02f-4946-8147-80b019479cb8,2020-09-22 21:59:20,3,56,56,56,out/09-22-14-59/log,out/09-22-14-59/base_samples56,,out/09-22-14-59/bit1_samples56,out/09-22-14-59/bit0_samples56,0,,0.18739367685437,72:09:D1:3A:17:BA,No
09-22-14-59-80,1,80,10148492-11f6-46a6-a687-20ba65a21cc2,2020-09-22 22:00:19,cdea18dd-397b-447c-aa5a-06e691975e00,2020-09-22 21:59:20,3,80,80,80,out/09-22-14-59/log,out/09-22-14-59/base_samples80,,out/09-22-14-59/bit1_samples80,out/09-22-14-59/bit0_samples80,0,,0.296042365945674,0E:B6:35:3D:03:2C,No
09-22-14-59-65,1,65,837bc6c5-68a6-451a-a6bd-ebf200f63de6,2020-09-22 22:00:19,974b593f-08cb-4614-bea2-2839f7c1b200,2020-09-22 21:59:20,3,65,65,65,out/09-22-14-59/log,out/09-22-14-59/base_samples65,,out/09-22-14-59/bit1_samples65,out/09-22-14-59/bit0_samples65,0,,0.329424808847724,5A:0C:F8:62:40:0A,No
09-22-14-59-17,1,17,68770e73-6cac-4376-8701-1c0613867643,2020-09-22 22:00:19,28bc75de-2b22-457b-b172-ac2e451f4fe2,2020-09-22 21:59:20,3,17,17,17,out/09-22-14-59/log,out/09-22-14-59/base_samples17,,out/09-22-14-59/bit1_samples17,out/09-22-14-59/bit0_samples17,0,,0.30069422673705,4A:B1:02:44:B5:D1,No
09-22-14-59-3,1,3,a6596534-f5a1-4fe7-b20d-452f53a0d7f8,2020-09-22 22:00:19,0b796eb0-fbc7-45e8-8898-58bfc9cbe8e2,2020-09-22 21:59:20,3,71,71,71,out/09-22-14-59/log,out/09-22-14-59/base_samples3,,out/09-22-14-59/bit1_samples3,out/09-22-14-59/bit0_samples3,5.79176265226097,,0.254820834278841,EA:A8:40:D7:7B:69,No
09-22-14-59-67,1,67,facc349b-5d42-4e2a-be27-f3c16d111e10,2020-09-22 22:00:19,84fc9f91-e37e-432f-b91b-eedfcbccb9b7,2020-09-22 21:59:20,3,67,67,67,out/09-22-14-59/log,out/09-22-14-59/base_samples67,,out/09-22-14-59/bit1_samples67,out/09-22-14-59/bit0_samples67,0,,0.254492897134332,82:11:30:45:27:34,No
09-22-14-59-6,1,6,34fa2d5c-a895-4630-b0b2-ac22251c76ae,2020-09-22 22:00:19,28fc011b-6fe1-4b51-8234-1e5b41756560,2020-09-22 21:59:20,3,91,91,91,out/09-22-14-59/log,out/09-22-14-59/base_samples6,,out/09-22-14-59/bit1_samples6,out/09-22-14-59/bit0_samples6,6.43286453539525,,0.140720376841956,26:D3:42:26:EE:3D,No
