Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,SErasures,RErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
1,30,14,400,2000,00000000000100100000000110000000001010000000000000100000000000000000000000010000000000010100110000000000000000100010000000000011000000000000010000000000000000001000000000000010010000001000000000000010000000000000100000000010000000001000000000100100000000000000110100000000010010001000000000000000000000000000000010000001100000100000001000000000000000001011010000101100000000001010001001100000000000000000100000000000000000000010000000000110001000100100000000000000000010000000000001000000000011001011000100000000001000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000010010000000000000001010000000000000000000000000000000000100000000010100001000000001000100000000000000000000000000000000000000000000000000000101000000000000000000000010100000000000000101000000000000000000001000000000000000000110000001000000000000000000000110001001000000000000000000000000001000110001000010000000100000100001001010000000000110000000001010000100001000000000000010000000000000000010010001000000000000000000000000000000000000001000000000000000000000000100100100010000000000000000000000000000110011000000000000000000000100000000000000000000000000000000000001000000000000000010000000000000001000000000000000000000000000000110000000000000010000000000001000000001000000000001000100001000011000000100000000000010000000000010000000100000000000000000000000000000000000000010000010000101010000000000000000000000000000000000110000000000100000000000000000000100000000010101000001000001100000000000000001000001000000000000000001000000001000000000000000000010100000000000000000000100000000000000001000001000000000000100010000000100000000000000000100000000000000010000010000000000010000000000000000000000000000000010000001001010000110000010000100000000000001000000000000010000000000000000000100010000000000000000000000000000000001000000001000100000000000000010000000000000000100001010010000011000001011001000000000000000000100000000000010001010100000000000000010000000001000000010101000001,11011010111110100000000111111000101110001111110110111000111100011110000011110000111111111110110111100000001000101011010010111111011101011111110010111111111111001111110000001110101000001111110011011110110111001110100010110010100110011101011000111110101101101001110110111011101110100001010010111110101110001101101111111111001011111010001010101000000100011111110000111100111001111110001001000100111111101001111011100000000000001011000010111110001000101000000000000000101110111101010001100000111111111011100100011100101111110000010110100000100000010001011110111110000011111110011010100000000101001111100010000010100010011100000010000101110000000000000110000000100001000000110111111110101001011110001010110000000101101100011110100000000000001001000011000011111000001110000000000000100100001010110111111000101000000000000010010010100000001100111011001000111100100000000010110001011000001100000001000000110001001010001001010001100100001110001010110000101000111111100010010000110001101110000011111000010000001011110011001000100000001111000011000000011100000111000011100000100000001011101111111010000000001001000010000001010110011011000010110000000000101010000001000000100000001110000001001000110101001001011001000000110101000000000010000000110100000101110010110000111010000000000000010100011100001101001010110001010011001011111011010100010110001101010000000100111111101010011000000000110000001100110010011111111111000000000010010000010000000000011111100000010111111000100011000001101100000110111011111100101100000000000010001000101100001100000011011100010001001111001001110001101111101011000000000000101111111111000011000001100100000100100011000010111100000000000011100000000000101011100010110000000010001001000011000000000100001111010010101001010000111000010001100011101100001010000000000010100000001011101001110010110000000000000010000000101000001111000010000110111110001111011011101100001100101111010010010011000001011011000011110000100000101010000010010001010110101101100011110000100001001111010110001101,,,21,28,667,33.35,207,15,7,1793,652,36
2,92,16,400,2000,01001001111111000001001110000111010111011000100111001101000010011111111011111101010100101100101101010101111000001011001111110000111110001001101101101111110100110101101001101111111000010010000010111011111110011011111110100100101100001111001111111101111001001011110000110001010110001100110011010001000010111101111100101000101101001001110111111001010110101111001010111111000010100111110100000111001101001100110001100110111010000100000110111111010011001100101011110100111101000001110000100000110100111100000111010000010111011100011101101010100101111100001110011110000000111101110010110011111011001100111110100101110011100110011101111110001111110111111101111110010111101000111101110011111111111111101001011011100001010101001011111011100101011110011011110011000101001011110100111010010011101011101110011010111010011111001101111101110110110001010111010110100111101100010000101010001000110111101101101000000110101101010001111110000101001110110101100100110101111111101011100101011111101111001001110111001010111000011100101011101111100001001100010110110111001011000101011101101111101001101011101100011101011010010111001011100110101011101010111101000110000110100011001110101111110011011110101100100111101111010011101010000101011000110000101110100011011111110011101101111011111111101110001111111010101100110100010111111010011110010101010000000111010000011000001101001011111101011110111111011000100101011011110111111011011011010001110111101010101110100010011010111101111010011000011101100011100010100011010110101001110111100100010011101110010111110101011011011110011111110111100111111101111111011111110101011110100010001101000011101111011100101010111011111010100111111101001110110011101001011110011111011001110011111111110101100010011110001111100011110110010111111100111000110101101110011000111010111011011011111011110011011010001111110111011010001101010111110111010011110001101010101110110101100111001111101000100011010010100111101110100111000010001010100101110011011110110110111001010011000001110011000101011101,11111001111111000010001110000111011011010000100111111101001110011111111001101101010100101110111100100111111000000010001100110000101110001011101101111111010100110110101001101111011000010110000000101011011110010010111100100100001000000011001111111101011001001011110000100011010110001110110001100001000010111110111100101000101011000011110111111001011010100111001010101111010010100110010100000111001001000110110001000110001010000110000100111111010011000011101010110100001101101011110000100000111001110100000111000010011011110100011101101010101101111100001100101110000000111110110010110011001011001100111100100101110011101010011101111110001011110111111001111110011011100000111101100011111111110010101011011011001001110111101001100011100101010110011011100100111101001111110100101010110011101011101100011010001111011000011100111101111110110011010101010110101011100000010000111010001000110111101101111000000110100110011001111110000101001111110100100110110101110110101011100101011011101111001001100111001010110010011100101011101011100001001100101110000111001000000100011101110011100001111011101100011101011110011101111011101110100010101010111101001010000110100011111110001011110011011100111100101111100111010011111010000101011011111010101110101001010111000010001111011011110110101110001111010111101101110100100111111010110110010101010000001011110000011000101101001011100100011110111111011000100111011011110111010111110011010101100100001110100110000010011010010001111010011000101111000010100011110001110110001001111110001100010011101111010010110101111011011010111111110101100111111101111111011100100101011110100010011100000011101011000100101010111011001111100111111100111110110011101011011100111111011001110010111111010101100010010010011111100011010110010111111100111000001001101110111000111110111011010010111000110011011111001111110111011010001001110111110111100000110001100011101110100101000111001110001000100011011011100111101110100111001010001011110101110011000010110110111001110011000001110010000100011101,,,273,81,323,16.15,1165,191,16,835,132,15
3,87,85,400,2000,11111010011010011001010111000011001000101001101110000100000110001001010000110000100001000100100000010000001000000010001110110101001001111000101101011001010011111000010101011000001011011010011101001001100100111000001101100100101011010100100101001010010100011111011010100000101000010100011000010101110000011000101000101000101100010010100000001101001111100010101011100011010110110001000010100000000000000001111100100100110001000011100001110010000100101101111000010110001010101000010111000000100101100011100110100001100011000110010100010101110100010011001111100010000110010000111101001011101110001000000100110100000000111001100000110100000000011001010000100010001010011101111000010111111010011101010100000001110000101100000100000010000101000101010100011000110010000011001111110110011100000011101001111000010101101101001101011010011000100000111000011101010010000000011011111101101000001000110010000000101000010001010001010010000001110100101000011110011000011101010000011000111100100011100010001010000000010111000011010011000000010011111010110100011101001011100000100101000110100110001100100101000000100010110000000101001100000001101101010111100111101011001001111010011100000010000110000000011100100100100011010011011001000000101101000010001000000010100001011010111110000101100001001100100011100000000010111111001001010001010010101111010100110110000100000011111001010011000100000110000001110000001000010010011101101101100001111000000100010001001100000001000010000000110010010000001110001010001101000001001110000110011101011110011100100000100101100111001100101101110100110100000110000110011101110011100110001011001001100001001100010000100111010000110000000111110000001110100100100100101010000011111100000011111000000000001100000011010011100001110000000011100101100100001111100011011100010010001110100000010011001010001111001110011001101011001001011100100010111001100101001000000001111011101100000010010010101011001000100011101101010110000010010010100110000001100000000101001010100010001101010111101010101000,11111011011010011001010111100001001000101001100110101100000110001010010000100000100001100100110000100000001000000010000010100101001001111010100001101001010011111010010101101001001011111010011101101001100100011010001101100100101011010101100101101010001000011111010010100000101000010101010000101101110000011010101000101000101100010010100000101111001110100010101011100001011010110001000010100000001000100001111100101110111001000011100001110010010100100010111100010100001010101010010101100000100101100010000110100001001011000110010100010101111000010011000011100010001110010000110101111011101110000010000100010100010000011010100000110100001000011010010000100010001010011101110000100111111010011111110100100000110000101100000100100010000101000101010100101000110010000010000111100110011100000010101001111000011101101101001101101010011000100010111000011101011010000000011011111101101000001000110000100000101100010001000001110010000001110110101000011110011000001111010000011000111100100011100010001000001000010110000011011000000000000011101010110100011001001010100000100101000110100110001100100100000000100010110000100101001100000011101101010111101111001010001001111000001000000010100110000001011011100110111011010011111011101011101101001110101000010010110001011000111110000110110001101100101011000000000010101101001001010001010000101111100100011110000100100011111001010011000100100110000001010010001000110010011101001110100001111000000100010011001100100001000010000010111010010000001010001000011101100001001110000110011101111110011100100011100101100111001100001101110100110100000110000110010101100011100110001011000000110001001000010100000000101000000000000111110000101110000100100111100010100011111100000010111000100000001100000011010011100001011100000011100101100100101111100011010100110010001110000011010011001001001111001110011001101001001001011110100010110001100101001010000001111111101100000010010010101111001000000011101101010000001010010010100110000000101000010101000110100010001001010111100010101000,,,155,39,235,11.75,815,107,13,1185,128,10
4,52,29,400,2000,11011100011010110101110011100001110101110100100001110011011000010011100010101001101000100100101010110110110011010011111100110010101000001001101010100000111111011011010010001011101111110110011010001001100011111100011101110111011111001101001111101110011010001101011000100011010101010110010011110000110100100100111011111010101111100010100110000001111010000110111101001000101101110000010110110101001110000110010110100010110101000000000000111001001101010110011011101011001011111000011000010010100001000101001011010111000111101110110101011110111000000000111110101010100001010011001001001101110111001111011101001100100110110101101100000010110010100100011011101111100000110101011001111011011101100100110110101010011011100100010000110000111101111101000010001101111101001101100011111100110101011111111010000001101011110000110001111100110101111011100100011001101011000111000001110000110010000111001110001001000001011111101010100010110010110111000010100001101110100110001001011001011110001100011000111110001001110010001100001110001011011011000000100100001000110011101000001000010010101100111011001111011110111111001000011110011111100001010000110110111001111110011001100001010011100100011100010110000011110101010000110010111100011000010110110100110101010111011111001010110100010100001000001010110110101011010101111011101101100010111010010101010100100010100111110000100111010101111100011011000110100101000111000110111000101100111101101100010110100110011011100101110010010101000001000011110010100011000101010000101100000100100100110000100100011100010000101001011110111101010101101111111010001101001110011100011111100011011010010001111010111010101000010011001000010001011110010111000000010000001010011110110111110001110110001010011100110111100000101101101000110010000001101100011000100101001100001011101100111010010001001001000101100110101011100100011011110110001010011010100001000101100110110010011111110000110011001101110000001001101100111010000100010100011011101101111101111111001111110001000000010100001111101010,11101100011010110101000011100001110101110100100001100011011000010010100010101011101000100110101010100110110001010010111100100010101000001010001010101000111001011010010010101011101011110110011010010011100011111101011101110111011011001101001111101110011010001110011000110011010111010110010011100000111000100100111011100010101011100110100110010001111010000110111101001000101001110000110110110101001010000111010110101010110101000000000000100001011001010111011011101111001011111000011000010010100001000100001011100111000011101110010101001110111000000010111110100010100001010010001001001101111011101110011101001000100010110101101100100010110010100100111011111111100010110110011001101011011001100110110110101010011011100110010000100000111101111101000010001101111001001110000011101100111001011110111010100001101011110001110001111100110101111011100100100011111011000111101001100000110100000110001110011001001001011110101010100110111010110111000010100001101110100110001001011001011110011100111000101111001001110010001100100110001011011011100010100100001110110011101000101000010010101100111011100111011010111110001000100110011011100000010000101110111001111110111001100101010010100100111100010110000111110100110000100010111000111000010110100100110001010010011111001010110100010110001000001010111010101010110101111011101001100010011010010101010000100011000111110000101001010100111100100011000010100100100111010110100010101100101101101111010110100110011011100101111010010100000001100011110010100010000101000000101000100100101100100000100100011101110000101001011110111100010101101111111010001110001110001100011011100110011010000001111010111010001000000011001000010010011110000111001000010001101010001110110111110010110110001010011000110110111111101101101000110010000001100100011000100110001100101011101000111010010001001001001001100110101011100100011011110110001010101010100001000110000110100010011001110000110011001101111000001000101101101010000100010110011011100101111011111110001111111001001000010100001111100010,,,145,124,228,11.4,1001,124,12,999,104,10
5,6,5,400,2000,01010111000000100111010100010010110000011011101101000000101100000101110001110000111101011110111111101101110101101101001110100101011001111001000110010111100010100001110100101100101101111101010011110101011101110110001111000100011010011001101110100110010101101110100011011111001111100011101001101100010101001010110110001011011101100010101000111000011111010001010011001011000101000111010000000000110111000000100110101101001101100110110101110011000000000011111000011100100001111101110010100001000100001001000110010111100101010000101010110101010001000101101110000110101101100010101111001001000101111011000101101010001011111101001000110100010100011010100100001101110100010101000101110100010100111010010111010100000010010110110111101010101110000001011100100110110011110001001000010011101111101000111000010100001011001111010011111011011000010001011011000000111000101100111111101001001011000010001010101001111110110000000011111001000110001011110000101100111001000011001111010101111111111101101100000000110001110011101110010100111011010110010101111001000010111010101110110100011011100111001000110001010001010110101101111010011101001110011010100100111111011111111000001110100101010000111010100100101000011111010100110001001011100000010101111101011001101000000001110011110011100000100111111110010011101101100101101010001001001110010011010110100111101101000111001100011000111100110011011111011101110011101001111100100011001110010110011111000100110101001010001111110000001001101111101001011100100110111001011100010011110011101100011001100010001100110101010100101001101111011111001111100101101110000001100110010011100010110001000100010110110111000010001101011101111000011011101101110001100001000100100111001010100010101001101000001010010111000001101000001001011110111111011100010000001101000100111001010100100100010100001101110101010010101111100111101011010101001010000010100011111001000011111001011111111111001011110101011000111000101110100000111100100010001011010001111001111101110001100011010001111111010101100100,11000111010010110111111111011011110110011100101101111011111110111111110011101001111101111111101111001111111110111110011111101001011110111001100111011011110010110111101110111110110010011111010011001001111110111111101111000110011010011101101111100110010010111111100011111001000011100011101001001000010101101101100110001011011101100011101010111110011110111101111111111011100111111111101000001001111111100000100110101011101101100101100101110011000010000011101100001110100010111101110010101001100100101101100110011001100101111000101011111001110001100101101110001010110001110011111111101011100110011000000101111010001010111100001000110100110010010011100111001101110110110101101111000100010110111010011111001000000010010100111111101010100010110001101100001011111011110001001000011001110011101000011100011000001011111111100111111001111100011001001011000010110010101100111111001101100010000010101010001001111110110100000011111001100110111000111000101011110010010011001111011001111111111100101100000010110010110011101110001000111011110100100111111001000010111011101111111110011010100101001000111011010000000110101101111010011110001110011110001000111110011100111000001011100101111000101010100110100010011111010110111001101010100110011101111001110001101100100101111011110111110010100111101010010010111110111111101011010001001110100000000110100110101111001111001000011010111110111011011011011101110011101001111100100010001100100110010111100110010101001010001111110000001001101111111111011110110110111001111000011011110000101100011011100010001100111101011000100010111111011111001001110001101110000011111010010011100010110001101000010110110100100110001111010000111100011011101101110010110001100100000111101010001000111101101000001010010111100011101000000010011110100011001100010010011110000100111001011100110100100100001001110101110010101111100111110010011101101010000010100010111000000011111001011111111100101011110101010000111100101110101000110100110000101111010001110010111101100001110011010010111101010101101000,,,153,144,433,21.65,1012,164,16,988,269,27
7,31,21,400,2000,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,11111111100101111111110111100000100111111001111111011111101111111111111110111111110111111001111110111111111111111011111110011111101111111111111110011111111111111011111111011111101111101101111110011111110111111001111111011111100111111111111111011111101111111001111111011111101111111111111110011111110111111001110111011011111111111011111111111111110100000001110011111111100011111001111111111111100111100001111111111111101111111001110011101111101111111101111110111111100111111111111110111111111111111011111110111111100011001001111111011111101111111110111110011111111111111001111110111111111111111001111111100111110011111011111110011111111111111011111110111111111111111001111110001111110111111001111111111111100111111111111110011111100011111101111110111011100110111111111110111111111111111101111111111111100101111111111110111111101111111000111111111111101111111111111110111111101111111111111110011111111111111011111110001101111111111000000000111111111011111000111111111111100001001111111111111111110110011110111111100101111011111111111110011111101101111110011110111111111111111011111010111111111111111011111111011111100111111111111110111111110001011011111011100111100111111111111110000111111100111101111110011111111111111101100111111111111001111011111111111111101100111100111111111111101111111101111110111111111111101011111111111111101111111110001110111111110111101001111111111111101111111001111111011111101111111111110110111111111111111000110111011111100111111110011110001111100011110001111110111111110011111000001111100000111110000001111110011111111111111101111110111111100011111111111110111111101111111011011111111111100111111111111110111111111111111011111111111111101111111111111110011101110111100001111110011111111111111011111111011111101111111101111111111111100111111111111110011111011011111000111111111111100111111111111110111111110011111011111110011111111111111001111110111111110111111011111111101111100011011110000111011111111111111111111110111111110111111001111111001100111000011011111110111111,,,435,209,362,18.1,2000,362,18,0,0,-
8,64,32,400,2000,00101001110111010110111100010001001000100010100011001101110001001000110110110000000101010011101111101111111000000110000001000011000001010101110010111010001000101110101101111000011001101110001000011110001001011011100001000001001001011110100010110000000000010101100010001011100110101000001101011101100101100111010100101000001101010000000010001010000110111011000111010000011001000101010101000101100011000011111011110001010000101001011100000000111001100001001010010001111111001111001000001100111100100101110001010110000100000000011010001010101000011000100100010111001000100100000110001001100100100110010000101100101101000100110100001100101011101100100100100000100111001100011010101011001001001110000101011000010010000111000011101110100001000110111010101000100010100000100010100001000100110000000111110000110101100000110011000011011101010001000000001101011001001011011000000011001110011001000111110001001101001000100010010001010000001000100010000101110101010100001011000001111100000111000100000001100010110000100010000110101001100101011000111000101000011011010010011100011101011110001000000011100001100010100111101010110100110000100000100110110000010111001000100000111101010000100001100111111101000001100000100100101011000000100000101010000010101000000100001000001100000001100001111001000000100000000100000111100001000010000011101010000001011000000000010100110000000111010000001000000111100110100010101001100011001010100000000001111010010011101000011111001001000000111010001011101001001100000100101010110110000000011101110101000101000010101010101000001111010010001100111000110010000010101100000110010000011001101010010000001001000000010001110101100001010001100000110010110101111010100100001000010111000001100100011011101101000010011000010110000011000110110100011101100000000000010010100100100000010010010101000000110011001111010001011011101010010111000110011100100001100110111110111110100010101110000001101010101010100010000110100000100100101000101010001011011010010100011101011011011001110001110110000110,11100011111111011111111100111011011111111111000111000111110111111001111111110111101111110011111111100111111111001111110011000111000111110111010110110111011111111111111101111000011111111110011011110110011111111011100001010011001101111110000111111000000110110111100110010111101101111101011111111111100101101111010111111000011101010001110110001110101111111111100111110100111111011101011101000111100101000111011011110111110101111001011100011101111111100001011110010111111101011111011000010101111100100101110111011110001100000001111110010111101000011001101100101111011001100101111110010011101100101111110101111101101101001101111100010101111001101101111100100001101101011101111111111111001011011111001111100000111000001111111111111111100001000111111111110100100001100001101110100011001111110001010111111011111111100001010111000111111101110011000000011111111101011111011000010111011111111011001111110011011001011001100110110111110111011000000110011111111111110100001111011011111101001111101110111111100111110001100010010111101111100101011000110101111100111111010110100100111111111110011000010111100111100010000111110110111101110000000001110111110101110111011000110101111111110010000011111111111111000011010011111101101000000001000001111110001000111001011100010000001110000010010001111011000100100000000100011111100111000010000011110010000111011000000000011101110100001111010000011000001011101110000011111011100101001010000000010011111100110011001010111111011101000000011110011111101101011100101100111111110101000000111101101111001101000111111010111000011101110110011111110101110111000010111100010110110101111111011110111000011111000000010001100111100111110011000001111111111111111110001100010100011111000011000100111111111101000111011000111110000001000111111100010111110100000001110110111101100010110011111111010101110001011111110001010011101000011111001110100101100011100111011111111111100000101111000011110111101001100111001110111111101101111001011110011111011000111101111101111111111001110001111110011110,,,108,11,569,28.45,812,74,9,1188,495,41
9,83,17,400,2000,00111111100000000010000001101011100100010011100110100001001110011101110110101010000010010110001010111100000001100111101000011111000100110100110111111010011010110100110100110100001001000001011101110111001101101111010010010100000111000110101110011000100100111000010000001010000110000001101000100001011100111100010000010110100100101011011100101011010011100101011111100001010011111000000011100110000110011000110011010100000010000011011111101001100110010101101010011100100000111000010000011010011100000011101000001011001110001110110101010010110110000111001110000000011110111001011001101001100110011111000010111001110000001010111111000011011011101110011101001010110100011100001000110111011110010100100001100000101010100101111101110000100111001101111001100010100101111010011101001001110101110100000101000101001101100110111110110011011000100011101010010010010110001000010001000100001011110110110000000010010110101000111110000010100101011010110010011010011010110101100010101101110111100100111011100101011100001110010000110111100000100010000001011010100101000010100010110111110000100100100110000010101101001011000001110011010101110100001110000011000001010001100111010101111001001110010110010011110101001001110101000010001100011000010111010000101101110000010010111100001111110101000000111101010110011000001010111101001111001010101000000011100000000100000110100100111110101101001111101100010010101001111010111001101101101000111001110101010111010000000101011110111101000100001000100000100001010001101011010100111011010010001001110011001011011010101101101101001111111001110011111010101111001110111010001101010001000110100001110011001010010101001100111101010011101110100101010001010100001101001111101100101001011111011010110001001111000101110001111011001011111000001100011010110011001100011100011101101001111101001001101101000110101011101101000110101011111011101000111000110101010111010010010010100111010100010001101000010011100111000010000001000101010010111000101101011011011000101001100000110001100000101110101011,10111111100000010010000101101011100100010011100110100001001110010111110110101011000010010110001010111101000001110111101000011111000100110111110111111011011010110100110000110101011001001001011101110111001101101111010100010100000111000110101100011001001100101000010100001011000111100001101100100001011100111100010100010110100100110011011000101011011011100101011101100001010011110000000101101110000110010000110111010100000110010011011011101001000110010111101100111100100100110000010100110000011100010011101000001011001110001110110101010011010110000111001101100000011110110111011001101001001110001111000100111001110000010010111011000011011011101111111100001111001100011100011100110111011110010100100001100001001110110101000101110101000111000101111101100010100101110010011001001001010101110000010101000101001101110110111010110011011000100011101000010011001110001000010101000101001011110110110100000011011110101000111100100010100111010010110100111100011010110111100000100101010111010101110011101101001100010010010010110110100000100000000010011010100101010010100100110110110000110101000011000011001101001011000101110010010101110100001100000010000001010001100101110101111001010001010110010011010101001001110101000010001100010000010101110000101101110000010110111100001111110011000000111011010110010000001010111101001111010010101101111111111100010100000101100101100000001101001101101101010010110011111100111001101101110011111001110101000111010010010001011111001101001100001100100001000001000001101101010100111000001010001100110010001111010110101101111111001111110011110101111010000111001111111100001110010001010110100100100010001010010111001100110101110111110110100101110001000000001101001101101101001001011111011100110001001111010111110001111011001111101000011101011111011111001100011100011100101001110001001111101000000110110011010101000111001011101011110010111000110101010000010110110110000111110101010100000001110010000111000100000111001101010111001110001101011011001000101001100000111001110101111011111111,,,178,195,322,16.1,961,143,14,1039,179,17
10,72,34,400,2000,11111101101101111111111111111001110111111111111011111111101001111111111001111001111010111110001011111111111111011110111110111011111111011101110110101111111110111111011111011110110111010111110111011101110011110111111111011110101111111100111111111110111111111111111011011110010101100011111101011111010110011011111111011101111111110111111110101111110100111110111011111111101101100110111110101100111111110111110101111001011111101111100011001111111111111011111111111111111111101011111010110110111001110101110111110111100111011111101111010111110111111111010101011111111111111101111011111111011111111111111111000001111110111001111101101101111101111111111111110100011110111110101011110110101101111101001110111111110111111011101111011110111111111100111111011010111111111100101001011111111011011101011111111011111011110111111101101111111110111111111111111011111011111000101111111101111100111111110111111011101111111101010111111010101111110111111111110011110111011101111101011011110111101101111011110110011111100001111101111111001011000111011011111111101111111111011111010111011001001101111110011110111111111111111111011101101011001111011110011111111011100001001111111111111111101101111111111110101110111110010111101110011111111111111110101110100110111110111110111100111110110111111110100101111111101101111111110010100111111111011111111100111111111101111111111110111111111111111111111101110111111111011111111101111111110111101101101101110111101101111111110011100110011111111111110111111111111111110111011111101110111111101111011010111011111011111100111101101101111111111011011011111111101111110111000101111101101101011111111110101110000100111111111001101111011011111111011111100100011101100101111111110110111111110111111101111110111101111111100110111110011101110111011110011001011111101111111111111111111110001101101110110111111111111111111110110111111111111101011111100111111111111111111100111111001011001111011111011111001111101111111011111111111011111101110111111101110111111111111011111001111011111110111011,11111101111111111101111111111001110011111111100011111111111100011101111011111001111111111100000111111111110111011111111111011011111111011101110110111111110110011111011111011010110111010111100111111101110110110100111111011110101110011101111111111111111110011101111011111010010011100011101101011111010110011011111111011001111111110111111110011001110100111111111111001111101100100101111110111101110010010111110111111001011111101001100001011111111111111011111101001111111110001011111011010000111001111101100111011111110111011111101111011111110110011111110101011011011111111101100111011111011111111111100111000001110110111001111000010001110101111111101111000100011110011111101011010110101101111100011111111001110111111011100111011110111111111101111111011010111111111101001001011111110110011101011111011000011011110101111111111111111110111101100111111011111111011101111111011001111100111101111111111011101111111101011111011011101110110111101111110010110111011101101101011011110111111111111001010110111110100001110001000110001001101111010010111000101100101111101111010011011001101101111111011110110111111111011100011100011100000101110000011111010111100001011111111111110010101111111111111111101111111010000111111110010010111111111110111000110111111110111111011100111110110111111110001100111111101101111111110010101101111111001111111100110001100101111111111110000001111100001111111101111111111111111111111001111111110101101101101000010111101101111111010111101110011111111111000111111110011111110111001001011110111111101111011010111011111101101100111101110100111111111011111011111110001101110011000101110101101101111111001000101110000100101111000001101111011011100111011111100100011101100100111111110100111011111111111100101110111111111111001110111110011101111111011110011001011100001111011110111100000010001101000111111100000110000111001110010111111011011101011111100111100100011110000100111010100000011111111111110001001111101111111001111111111011100101110001111111110101100000100011110001111011100101011000,,,289,132,355,17.75,1582,263,16,418,92,22
12,45,9,400,2000,11111110111111111111111111111011111111111101110010111111110111011111111101111001111001111111111111111111111111111101011111111111110111111001101110111101111011111111111111111111111111111111000111111111101111011111110111111101111011111111111111111111111011111111111111110111111100111101111111100111111111001111111111111111111111111111101111111111111111111111111111111111111111111111111111011111110111111111101111111111111111111111111111110101111111111111111111111011111111111111111111111111111111010111111111111111111111111101011110111111111111111111110111101101010111011011111111111101111111111111111111111101111111111111101011111111111111111111111111111111111111111111111110101110111111111111111111011111101011110111111111101111111101011111111110011011101111111111110101111111101011110110111011111111111111111111111111111111111011111111101011110111111001111111101111111111111111111111101111111111110111111001111101011111111111111111011110111111011111111110111110101111100001111101111111111111111101111111111111101111111110111111101111101101111110111111111111111101111101111111111111101111111101111111111100111101110111111111101111111111111001111111111101111111111111111111110111011111111111111101111111111011111110011110111111101011111111111111101111110111011111110111010111111111111111111111111101111011111111111110111111101111111111011111111111111111111111111111101111111111110111111111111111111111111111011111111111111011111101111111111111111110111001111111111111111111111110110111111111011111011110111111111101101111111101110110110111111111111111111011111111111111111011010111100111101111111111111111111111111111111111110111111111111110110111101101111101111111111011101111110111101010111111111011111011111111111110101110111111101111111111110101111111111101110101111111111110111101111111111111110011111111111111111111111111101010110111110111101111011011011111101111101111111111110111111111100011111101111111101011101111101110111111111111111011110111111101111101011111111010111111111111111111110111,11111110110111111111111111111010110111101101110011011111110111011111111001111001111001111101111011010111111111111101011111011110110111111111101011011101111011100101111111111110010111111111000111011111101111011100110111111100110011111111111111011110111011111101111111110111110100101101111111000110111111011111111011001101110010110110110111011001111000111111111111011111101111111111111101011110110111111111101011011111111111111101111111110101111111101111111111011010011111111111111111101111110111010111111111011111111111101111001110111111110111111111110011001101010111011101111001111101110111111111111011100101110001000011101011011111111111110101111111111110010111111111111111101110110111111111111001111111111011110101111011101111111101000101111110011011110111111111110101011110000000110100111011001111111111101101111111111111111110011101101011110111111001101101101111111110011111011111101111111011111111100101111101111100111110011001011110111111010111111110111000101111110001111000011111111111111101111111111000001111110010111001101111001101110110111111111001011101111101111100111111001111111101100111111100111101111111111111101011011111111001101101100001111110110111111111110111111110011111011111111111111011110110011110111111101110111111111101111111110111010111110111010011011111111111100101111101111011111111100100111111101101110111011111111111011111111111100101101111111110000111111101111110111111111111011101111111101100111101111101111011111110111001101111111111111111110110100101111111011111011110100111111101101110111101110110110111111110111111111101111011111111110011000101100111101111110111100111111111111110110111110111111111111110010111101101111101011110011011101111110011101010111111101101111011111110011110101110101111101111110111110101111011011101110101111101111111011101111111111101100011111111111111001111111111001010110111100011111111111011010111101111111111011110110111111101100011111100110111101011101001001110110011111111111011010111111101111111011011000010111111111101111011110111,,,384,111,277,13.85,1772,247,13,228,30,13
