Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-19-19-52/log,cbc4211d-5a3c-41fa-b9fb-d6a625cb8d1b,6A:EB:8A:7F:AA:39,-1,-1,-1,0,2020-08-20 02:51:55,-1,2020-08-20 02:52:55,5,a445f1f4-f3ee-4cbd-9bd1-5217a4ca609e,1,,-,-
out/08-19-19-52/log,b551d07c-27c7-4435-8c4d-1f833aab6e9a,AA:DF:F0:ED:4D:64,-1,-1,-1,0,2020-08-20 02:51:55,-1,2020-08-20 02:52:55,2,53d40e83-69b3-4de0-96d0-ae33de0dc030,1,,-,-
out/08-19-19-52/log,e15e7da5-ee99-4529-b32a-c311a497ff4a,B6:E6:E1:94:8F:7C,-1,-1,-1,0,2020-08-20 02:51:55,-1,2020-08-20 02:52:55,3,38c0a77a-9fe7-46b8-9d6b-fb11034c2a0a,1,,-,-
out/08-19-19-52/log,905a6290-c19b-4116-8e94-e833b41b8368,02:DD:21:77:44:A7,-1,-1,-1,0,2020-08-20 02:51:55,-1,2020-08-20 02:52:55,1,b50be86a-f556-4416-b0d0-e857d8298b20,1,,-,-
out/08-19-19-52/log,fc1eab25-20f1-4603-b12a-caa85b9f3023,7E:3E:CA:5A:A2:CB,-1,-1,-1,0,2020-08-20 02:51:54,-1,2020-08-20 02:52:54,4,370e19f0-6902-4ae3-82be-57d87e6f8e67,1,,-,-
