In,Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
2300,1575671296465,2300.016,62:1d:45:f4:fd:a7,90.00B,90.00B,23.07365107536316,17.06669783592224
2300,1575671296500,2300.014,82:a8:5e:69:81:b6,90.00B,90.00B,23.254517555236816,17.24767565727234
2300,1575671296474,2300.014,86:9c:37:e1:f1:dc,90.00B,90.00B,23.296221017837524,17.289195775985718
2300,1575671296496,2300.014,a2:7a:e4:15:ec:ce,176.00B,90.00B,23.285030603408813,17.278149604797363
2300,1575671296542,2300.014,3e:d2:33:59:79:47,90.00B,176.00B,23.33658266067505,17.329631328582764
2300,1575671296540,2300.016,a2:d2:19:95:a1:76,90.00B,90.00B,24.16357970237732,18.1566743850708
2300,1575671296474,2300.014,fa:97:0c:34:03:ff,90.00B,90.00B,28.089731454849243,22.082830667495728
2300,1575671296463,2300.014,4e:34:57:59:9c:fd,90.00B,90.00B,28.160905599594116,22.15402340888977
2300,1575671296521,2300.014,32:c6:9d:a6:30:0d,90.00B,90.00B,28.17960023880005,22.17273998260498
2300,1575671296507,2300.014,6e:e1:c3:e8:fc:b3,90.00B,90.00B,28.210811853408813,22.203931093215942
2300,1575671296484,2300.014,46:c2:15:d0:45:21,90.00B,90.00B,28.2545747756958,22.247699737548828
2300,1575671296596,2300.014,0a:c9:03:a3:9f:54,176.00B,90.00B,28.147149562835693,22.140272617340088
2300,1575671296565,2300.014,f6:8d:0a:4a:ff:8c,90.00B,90.00B,28.19170355796814,22.184784412384033
2300,1575671296572,2300.014,4a:b2:1a:f6:78:e4,90.00B,90.00B,28.194080114364624,22.187177181243896
2300,1575671296577,2300.014,a2:68:14:91:15:e2,90.00B,90.00B,28.224547863006592,22.21754741668701
2300,1575671296590,2300.014,76:05:c7:a9:04:d1,90.00B,90.00B,28.21884536743164,22.211726903915405
2300,1575671296564,2300.014,2a:8b:e7:43:cb:ff,90.00B,90.00B,28.245283842086792,22.238376140594482
2300,1575671296619,2300.014,56:03:9e:9d:1c:8d,90.00B,90.00B,28.305111408233643,22.300109148025513
2300,1575671296551,2300.014,52:60:ce:e3:f6:f5,90.00B,90.00B,28.37671160697937,22.3697669506073
2300,1575671296646,2300.014,76:54:50:55:d9:8f,176.00B,180.00B,28.39167046546936,22.38670301437378
