MAC Addr,IP,Duration
fd:45:7d:63:00:80,localhost,37.71997141838074
59:a7:e5:d4:da:89,localhost,35.218894958496094
e5:95:af:9c:f3:18,localhost,36.64020252227783
51:a7:57:0d:04:d5,localhost,35.04284596443176
37:0c:de:b8:a3:27,localhost,36.92079043388367
0d:68:8d:ef:5e:7a,localhost,36.555256843566895
47:96:cc:6d:c0:bf,localhost,38.03816890716553
d1:4b:06:e4:ca:d0,localhost,36.35379695892334
b9:19:20:fc:3c:bd,localhost,37.97816348075867
85:94:50:63:99:92,localhost,39.29918599128723
eb:e3:b7:da:2b:57,localhost,37.03543472290039
77:69:31:00:99:ae,localhost,37.123244524002075
cb:21:18:9c:69:7a,localhost,36.026055097579956
59:07:3c:3a:fe:72,localhost,36.485318422317505
c7:db:7d:16:ca:73,localhost,38.031638860702515
71:40:bb:36:27:a5,localhost,38.12962198257446
a1:68:54:c1:92:a4,localhost,36.96375489234924
b5:72:30:20:fb:47,localhost,38.17663240432739
c7:ef:a6:e9:a4:cd,localhost,37.12591338157654
9f:dc:04:b7:ae:99,localhost,36.34161448478699
83:da:08:bf:32:65,localhost,38.27613401412964
e3:a1:2b:e7:0a:53,localhost,38.62251853942871
83:8f:1c:d9:b5:fa,localhost,37.99871277809143
d5:e7:6c:6b:27:60,localhost,38.41568160057068
03:22:58:ce:f2:c3,localhost,37.96616077423096
39:85:37:9f:c3:10,localhost,39.716325521469116
79:b5:4e:9a:46:89,localhost,38.952048540115356
13:01:be:42:28:56,localhost,38.33857583999634
b7:02:7c:ab:de:ca,localhost,39.39416694641113
e7:24:4b:4d:4b:df,localhost,39.5890326499939
6d:0b:c6:f7:61:12,localhost,38.0345196723938
79:cf:38:db:04:46,localhost,37.60381722450256
8d:62:ce:57:e9:88,localhost,35.61175060272217
c3:d7:a4:f9:1e:49,localhost,40.97677159309387
15:e5:68:c9:cc:6c,localhost,38.38991641998291
5f:86:cb:45:96:6e,localhost,41.842883586883545
1f:f1:a0:0d:5c:eb,localhost,40.097278356552124
bd:3f:76:6c:db:1f,localhost,38.611034631729126
ff:0f:a9:5f:8e:91,localhost,33.45740532875061
b1:fb:87:ac:f2:aa,localhost,40.70463538169861
55:d5:32:2c:6a:c0,localhost,38.85939979553223
7f:14:38:e2:5b:cc,localhost,40.614447355270386
a1:7f:e8:33:6a:2b,localhost,38.387829065322876
93:e7:37:bd:b3:a0,localhost,41.31778526306152
ed:5a:b9:22:2b:2f,localhost,40.92195701599121
71:2b:6f:6e:b1:a0,localhost,35.28229784965515
6f:2e:76:2b:05:f1,localhost,40.71419334411621
2f:48:b6:a4:8f:bd,localhost,40.23311400413513
09:26:88:70:38:41,localhost,40.98941230773926
83:2b:91:6b:71:ce,localhost,40.837130069732666
97:84:78:1e:d4:48,localhost,40.36291480064392
e3:3b:e2:c8:54:f7,localhost,41.52666974067688
23:2e:d5:71:66:2d,localhost,41.33622193336487
45:b5:de:94:7e:b2,localhost,37.95485544204712
ed:ec:90:bf:2a:39,localhost,39.80242729187012
45:11:62:02:03:35,localhost,42.44786477088928
27:22:32:1e:9d:c5,localhost,39.66177463531494
19:a0:a4:22:40:a3,localhost,43.47866749763489
77:c0:ef:eb:b0:fe,localhost,42.82731890678406
c1:b2:74:6a:c7:ab,localhost,39.34354281425476
83:6c:38:37:ea:24,localhost,43.74479627609253
8b:c2:4d:87:5f:66,localhost,42.65691804885864
23:46:86:64:38:54,localhost,39.63029932975769
ff:58:fa:c7:65:ae,localhost,44.25966191291809
05:db:3d:79:4a:db,localhost,41.84678602218628
c9:16:49:12:33:ff,localhost,43.40000534057617
cf:2d:4b:03:09:73,localhost,41.69479155540466
b3:59:a6:0b:df:e2,localhost,42.079030990600586
81:ba:be:35:1d:eb,localhost,42.437411069869995
97:6e:33:22:3e:2f,localhost,42.059956073760986
6b:2a:ad:31:bd:50,localhost,40.91232681274414
65:dc:3b:24:13:e7,localhost,44.44509530067444
61:2e:5d:db:68:89,localhost,44.01963400840759
c3:9c:cb:4f:f8:fe,localhost,42.841063499450684
63:72:dd:ce:e8:55,localhost,41.46127128601074
05:80:cb:60:83:06,localhost,44.32181167602539
b1:d3:76:c5:74:81,localhost,41.09406566619873
9d:01:04:c7:eb:aa,localhost,44.82266426086426
9d:6c:13:09:8e:f4,localhost,46.49759769439697
f1:da:51:2f:56:6d,localhost,46.97970628738403
b9:86:8e:99:71:d6,localhost,45.24674129486084
29:f4:3e:1f:36:75,localhost,48.12709426879883
75:6d:4b:b7:38:91,localhost,47.19213557243347
a7:e5:c7:c1:19:2d,localhost,48.20326280593872
a3:7b:23:54:15:14,localhost,50.4379243850708
43:a5:a3:88:e1:83,localhost,48.01918315887451
bd:63:38:ba:6d:09,localhost,50.4529869556427
29:89:15:cf:85:6a,localhost,51.0862078666687
e7:06:1e:83:33:b3,localhost,49.18160343170166
77:fe:c6:4e:58:1d,localhost,49.16640257835388
65:bc:aa:0d:fd:02,localhost,50.105708837509155
ed:77:e0:1c:ba:fc,localhost,91.19714188575745
2f:1f:24:93:1e:c3,localhost,91.99711561203003
93:ae:d1:e8:80:23,localhost,91.58581304550171
