Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-18-16-49/log,046bd282-03ae-425a-ad5c-e01498b847d1,5E:F8:32:12:34:DC,-1,-1,-1,0,2020-08-18 23:47:41,-1,2020-08-18 23:49:18,3,3345e290-e548-4870-8612-d87fe96e47d6,1,,-,-
out/08-18-16-49/log,39aa03c0-e740-4e1c-b53b-488bb38b2063,5A:BC:87:CB:0F:24,-1,-1,-1,0,2020-08-18 23:47:41,-1,2020-08-18 23:49:18,4,3dfac0f9-af24-4561-aac2-83e1331e732d,1,,-,-
out/08-18-16-49/log,293d89f4-c55d-4d82-9330-9c3aa989710d,6E:FB:1C:FF:B0:AE,-1,-1,-1,0,2020-08-18 23:47:41,-1,2020-08-18 23:49:18,2,649e160b-fe8b-4be0-96e2-24ed0fb51034,1,,-,-
out/08-18-16-49/log,73c341ab-afb3-4455-afd2-6d789d86db9d,82:43:DE:24:38:4E,-1,-1,-1,0,2020-08-18 23:47:41,-1,2020-08-18 23:49:19,5,0f41879e-bb29-4d93-b2fc-e23881362e79,1,,-,-
