Logs,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-13-16-35/log,7dee8b2f-c86c-475b-b35c-de37d1e4af8a,BA:3B:8B:AA:2D:74,1,1,2020-08-13 23:35:37,2020-08-13 23:35:53,1,17bd2caa-01c4-4883-984a-92988a45eb1d,1,,-,-
