Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-17-23-58/log,3d164663-306c-4500-ae7a-d6d143f5c334,92:7A:E7:0E:40:EE,1,1,1,4,2020-08-18 06:56:41,1,2020-08-18 06:58:11,1,9df54691-b27c-4f8f-b34d-279d7dc50af7,1,,-,-
