Logs,GUID,Error,IP Address,Success,Id,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Predecessors,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Channel,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-13-54/log,02-03-13-54-19,,169.254.76.1,1,19,7.803057,82:7A:5D:E0:22:28,af6c75f9-965e-4288-9aad-6d5f2d14ad79,2021-02-03 21:54:57,30,3,71,23,19,2021-02-03 21:55:41,ea59bb05-e9b8-4932-ad87-eed78a3a8249,02-03-13-51-69,-,-,-,Yes,DEFAULT,-,-,-
out/02-03-13-54/log,02-03-13-54-7,,169.254.76.1,1,7,7.796298,BE:9F:BF:97:C8:A4,3a0c6017-876c-44a9-a9ba-121b947edda8,2021-02-03 21:54:57,30,2,29,7,-1,2021-02-03 21:55:50,7688561a-4df4-426f-b4ad-4821cac9097d,"02-03-13-27-5,02-03-13-31-10,02-03-13-34-17,02-03-13-37-11,02-03-13-41-32,02-03-13-44-31,02-03-13-48-1,02-03-13-51-59",-,out/02-03-13-54/bit1_samples7,-,Yes,DEFAULT,1,-,-
out/02-03-13-54/log,02-03-13-54-20,,169.254.76.1,1,20,7.740892,A6:B8:0A:D8:F3:66,7e5ad2fb-4ef5-4128-a65a-8e491c18be74,2021-02-03 21:54:57,30,3,49,48,36,2021-02-03 21:55:41,718ce61b-a840-44d5-9952-74ce73420e81,"02-03-13-02-74,02-03-13-06-23,02-03-13-07-7,02-03-13-10-46,02-03-13-14-74,02-03-13-17-35,02-03-13-21-79,02-03-13-24-25,02-03-13-27-54,02-03-13-31-55,02-03-13-34-28,02-03-13-37-40,02-03-13-41-6,02-03-13-44-52,02-03-13-48-20,02-03-13-51-77",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-13-54/log,02-03-13-54-18,,169.254.76.1,1,18,7.826335,1E:4B:A7:DE:97:D3,fe946d98-44aa-44c0-ab1c-8cfd7075c749,2021-02-03 21:54:57,30,2,53,18,-1,2021-02-03 21:55:50,25b6ea25-ad7c-4549-b77d-e18894968b59,"02-03-13-24-40,02-03-13-27-38,02-03-13-31-45,02-03-13-34-23,02-03-13-37-2,02-03-13-41-24,02-03-13-44-30,02-03-13-48-6,02-03-13-51-26",-,out/02-03-13-54/bit1_samples18,-,Yes,DEFAULT,2,-,-
out/02-03-13-54/log,02-03-13-54-10,,169.254.76.1,1,10,7.915125,32:E1:22:A5:8A:67,6f85eb75-1d16-4c05-a89b-226e2adf8885,2021-02-03 21:54:57,30,2,82,10,-1,2021-02-03 21:55:50,b699fbef-b0c9-4745-a583-0d0d35b4f62a,"02-03-13-44-43,02-03-13-48-58,02-03-13-51-41",-,out/02-03-13-54/bit1_samples10,-,Yes,DEFAULT,3,-,-
out/02-03-13-54/log,02-03-13-54-35,,169.254.76.1,1,35,7.893053,96:04:22:13:8C:6C,40f667db-43ec-47b6-b5c0-e6bc5a37fe58,2021-02-03 21:54:57,30,2,54,35,-1,2021-02-03 21:55:50,09fe6561-4ce8-4830-8dae-9e88092855b7,"02-03-13-48-53,02-03-13-51-37",-,out/02-03-13-54/bit1_samples35,-,Yes,DEFAULT,4,-,-
out/02-03-13-54/log,02-03-13-54-38,,169.254.76.1,1,38,7.719165,D6:8E:CD:A0:4A:D4,15d433d7-05c7-4eef-8d3b-8177e5a42f57,2021-02-03 21:54:57,30,3,59,40,38,2021-02-03 21:55:41,671f9927-e9bb-4711-baaf-9d93fbcc5f00,"02-03-13-27-14,02-03-13-31-3,02-03-13-34-13,02-03-13-37-94,02-03-13-41-37,02-03-13-44-23,02-03-13-48-82,02-03-13-51-14",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-13-54/log,02-03-13-54-54,,169.254.76.1,1,54,7.841988,3A:12:ED:34:34:9C,f7681718-e85c-4a0d-a98a-eba1dfd6d931,2021-02-03 21:54:57,30,2,54,35,-1,2021-02-03 21:55:51,35356e7d-650c-4ee4-90f7-608b5d9249f4,02-03-13-51-46,-,-,out/02-03-13-54/bit0_samples54,Yes,DEFAULT,4,-,-
out/02-03-13-54/log,02-03-13-54-88,,169.254.76.1,1,88,7.836551,1A:EB:92:D7:DC:1E,1c5daa49-2fb0-45a5-95cf-a3959a9d4e01,2021-02-03 21:54:57,20,1,88,-1,-1,2021-02-03 21:55:31,7b599d68-d821-4fb3-8e17-270430750875,02-03-13-51-79,-,-,-,Yes,DEFAULT,-,-,-
out/02-03-13-54/log,02-03-13-54-83,,169.254.76.1,1,83,7.843725,2E:3F:C8:A9:10:7E,e8bff24e-06b5-4e91-aafe-b3c07130e4a1,2021-02-03 21:54:57,30,2,83,60,-1,2021-02-03 21:55:50,7e81930a-9914-4cff-9895-a792d7da1b9c,,-,-,out/02-03-13-54/bit0_samples83,No,DEFAULT,5,-,-
out/02-03-13-54/log,02-03-13-54-64,,169.254.76.1,1,64,7.817988,AA:0B:62:5F:73:72,204b3398-1a98-4fd6-a2a8-0c42d1dc6c0d,2021-02-03 21:54:57,30,2,64,32,-1,2021-02-03 21:55:51,f4774c5c-4614-466e-a750-86803ec5b201,,-,-,-,No,DEFAULT,6,-,-
out/02-03-13-54/log,02-03-13-54-15,,169.254.76.1,1,15,7.807125,42:C9:AF:EE:73:45,a0025a38-c155-4b6d-95d8-65aa27d6d8ac,2021-02-03 21:54:57,30,3,46,15,9,2021-02-03 21:55:50,3128bf56-5551-4ff9-90b8-5570c6a0f2eb,"02-03-13-41-4,02-03-13-44-32,02-03-13-48-2,02-03-13-51-97",-,out/02-03-13-54/bit1_samples15,-,Yes,DEFAULT,7,-,-
