Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 5,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-13-13-42/log,f0fcb43f-0920-4f74-aaf1-0d9d7d849b98,76:F5:D8:56:99:BD,4,4,4,4,5,2020-08-13 20:41:02,4,2020-08-13 20:41:45,4,2bfa3d13-2b5e-4709-848b-4861ea40ee2c,1,,-,-
out/08-13-13-42/log,c3baedec-dd3b-4b9a-bcc1-563b7ba3ed7d,42:B3:44:0B:1B:9F,6,6,6,6,5,2020-08-13 20:41:02,6,2020-08-13 20:41:46,6,6989ff79-84db-409d-8104-a8143c9b83d4,1,,-,-
out/08-13-13-42/log,7b7cd0d8-9991-44ed-a0e4-5bbf4d86f1b5,0A:BA:E0:5E:A0:C6,5,5,5,5,5,2020-08-13 20:41:02,5,2020-08-13 20:41:46,5,6964713f-73c4-47c4-a0f4-b3943e2267ea,1,,-,-
out/08-13-13-42/log,1731c3f1-bd14-4ba5-95aa-f8337759e0c0,B2:6A:71:4D:90:6B,3,3,3,3,5,2020-08-13 20:41:02,3,2020-08-13 20:41:46,3,b20c2ff4-ecd7-43f4-be30-3069d12b16eb,1,,-,-
out/08-13-13-42/log,8ac17380-c73c-45d4-ab2c-732a94e09f2d,FE:E3:9C:8F:64:E7,8,8,8,8,5,2020-08-13 20:41:02,8,2020-08-13 20:41:45,8,4f288371-a424-486a-94a1-37d11ce18f91,1,,-,-
out/08-13-13-42/log,c1366c0e-04a2-4b3d-95a4-f3fe3a44d5a5,7E:10:F3:86:D8:6A,10,10,10,10,5,2020-08-13 20:41:02,10,2020-08-13 20:41:46,10,e6d918d5-1736-4ab1-b978-0aafb927e2b1,1,,-,-
out/08-13-13-42/log,93eb4722-9cb5-4238-871c-6144813a6db2,F2:C2:96:47:9F:AC,9,9,9,9,5,2020-08-13 20:41:02,9,2020-08-13 20:41:46,9,b9e669a9-9762-4da1-90f1-cacc7f3c9c18,1,,-,-
out/08-13-13-42/log,b3e55475-dce7-4ac9-a6d4-57ce7f59867d,EA:20:D6:16:0D:8E,1,1,1,1,5,2020-08-13 20:41:02,1,2020-08-13 20:41:46,1,9cc521f8-a36a-49b5-80a6-60b27cf77eb2,1,,-,-
out/08-13-13-42/log,5ea8af0f-cae1-421d-b457-7505c1770803,62:76:E5:8C:86:FF,7,7,7,7,5,2020-08-13 20:41:02,7,2020-08-13 20:41:46,7,8474612e-b191-45a2-8352-6dbd6991cff0,1,,-,-
out/08-13-13-42/log,93eb4722-9cb5-4238-871c-6144813a6db2,F2:C2:96:47:9F:AC,2,2,2,2,5,2020-08-13 20:41:52,2,2020-08-13 20:42:37,2,6c4ebb7b-36f5-4e7f-bf67-48e5538573e5,1,,-,-
