GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start,Account
10-09-12-03-595,1,595,dca841ed-83f2-47bb-bec8-febb0e831c91,2020-10-09 19:05:38,c23557ac-87b2-47e1-901c-7514f40c2a8a,2020-10-09 19:03:41,3,909,909,909,out/10-09-12-03/log,out/10-09-12-03/base_samples595,,out/10-09-12-03/bit1_samples595,out/10-09-12-03/bit0_samples595,8.27515278593706,,0.722301921598743,5E:06:59:C4:5B:4C,No,017371402075
10-09-12-03-145,1,145,8682c269-c767-49de-8e05-20a2d38e3064,2020-10-09 19:05:38,fa61edbe-1808-43e2-9a0b-8d5b91d03707,2020-10-09 19:03:39,3,994,994,994,out/10-09-12-03/log,out/10-09-12-03/base_samples145,,out/10-09-12-03/bit1_samples145,out/10-09-12-03/bit0_samples145,8.58673601628259,,0.515754841858453,EA:D4:D9:3A:38:87,No,017371402075
10-09-12-03-716,1,716,48c470ae-07ed-4c98-8742-a477dc6f7d0a,2020-10-09 19:05:38,15ce4ceb-a258-4390-b1de-73b11d1f4f06,2020-10-09 19:04:05,3,912,912,912,out/10-09-12-03/log,out/10-09-12-03/base_samples716,,out/10-09-12-03/bit1_samples716,out/10-09-12-03/bit0_samples716,7.62706102141495,,0.311076949158041,3A:BA:D5:5B:88:F2,No,017371402075
10-09-12-03-913,1,913,8ba67db9-5c05-4721-b052-3918eb16c82d,2020-10-09 19:05:38,f497c7dd-83dd-447f-b8df-2e7949133296,2020-10-09 19:04:05,3,913,913,913,out/10-09-12-03/log,out/10-09-12-03/base_samples913,,out/10-09-12-03/bit1_samples913,out/10-09-12-03/bit0_samples913,0,,0.262669858104264,42:79:50:B2:2A:6E,No,017371402075
10-09-12-03-412,1,412,5c1d3ad0-d295-46bc-808e-8a7a287f6bbf,2020-10-09 19:05:38,9edfe6d0-3989-4ff8-9fa4-00f60c6368fb,2020-10-09 19:03:39,3,997,997,997,out/10-09-12-03/log,out/10-09-12-03/base_samples412,,out/10-09-12-03/bit1_samples412,out/10-09-12-03/bit0_samples412,5.73614669983573,,0.225795657139722,46:41:33:6C:A7:50,No,017371402075
10-09-12-03-734,1,734,ae11498c-8232-48af-ab0c-57d705b49fbe,2020-10-09 19:05:38,4c59526b-a58b-4978-a730-41e27143ca66,2020-10-09 19:03:55,3,866,866,866,out/10-09-12-03/log,out/10-09-12-03/base_samples734,,out/10-09-12-03/bit1_samples734,out/10-09-12-03/bit0_samples734,7.07037968791497,,0.183614919915586,C6:47:77:51:E2:07,No,017371402075
10-09-12-03-920,1,920,6238890c-3f6e-41e3-aa6a-17b0a9e8a53a,2020-10-09 19:05:38,b21d4a00-ff2b-4935-80d7-a6708419e486,2020-10-09 19:03:47,3,991,991,991,out/10-09-12-03/log,out/10-09-12-03/base_samples920,,out/10-09-12-03/bit1_samples920,out/10-09-12-03/bit0_samples920,6.06690564628287,,0.38667985858041,16:39:83:85:C5:2E,No,017371402075
10-09-12-03-638,1,638,d3a2b342-db78-4ccf-87d7-707ca2c92c44,2020-10-09 19:05:38,2dd51787-c378-4fac-b1bd-0f6617f691ea,2020-10-09 19:03:57,3,931,931,931,out/10-09-12-03/log,out/10-09-12-03/base_samples638,,out/10-09-12-03/bit1_samples638,out/10-09-12-03/bit0_samples638,6.56908932210275,,0.207285078941221,7A:A2:01:CE:47:6C,No,017371402075
10-09-12-03-457,1,457,d23c60f1-de0a-4d83-a585-61cc378ef499,2020-10-09 19:05:38,60648835-3cc2-4792-ab00-351890f4dfac,2020-10-09 19:03:49,3,568,568,568,out/10-09-12-03/log,out/10-09-12-03/base_samples457,,out/10-09-12-03/bit1_samples457,out/10-09-12-03/bit0_samples457,6.34598011169134,,0.28830203766016,46:AF:E6:0D:A3:DD,No,017371402075
10-09-12-03-380,1,380,1faf8bf8-e619-420e-9c2c-8a92fdf4dbad,2020-10-09 19:05:38,982737e7-ae68-4bfa-acbb-3659f6a512dd,2020-10-09 19:03:39,3,992,992,992,out/10-09-12-03/log,out/10-09-12-03/base_samples380,,out/10-09-12-03/bit1_samples380,out/10-09-12-03/bit0_samples380,8.7527526877263,,0.297998955084664,EA:D0:6C:E4:FE:33,No,017371402075
10-09-12-03-80,1,80,9a66754e-5ce3-441a-bf06-8993419087bf,2020-10-09 19:05:38,3536c4f8-bc08-4197-8fda-3f945c32e53a,2020-10-09 19:03:39,3,801,801,801,out/10-09-12-03/log,out/10-09-12-03/base_samples80,,out/10-09-12-03/bit1_samples80,out/10-09-12-03/bit0_samples80,7.59342970377187,,0.263364000170052,02:83:99:C2:60:96,No,017371402075
10-09-12-03-170,1,170,c2f93806-22f2-44b4-af2e-6280ae8fd051,2020-10-09 19:05:38,e73494d8-3be3-42ac-8f13-213890371866,2020-10-09 19:03:39,3,776,776,776,out/10-09-12-03/log,out/10-09-12-03/base_samples170,,out/10-09-12-03/bit1_samples170,out/10-09-12-03/bit0_samples170,5.80604478381609,,0.675311432454657,96:BE:70:8C:65:5F,No,017371402075
