GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start,Account
10-08-23-00-64,1,64,29904fd5-446c-40d6-82a8-626739a4346a,2020-10-09 06:02:30,98e725c6-6585-4b34-a559-fc1fd742fe6c,2020-10-09 06:00:31,3,415,415,415,out/10-08-23-00/log,out/10-08-23-00/base_samples64,,out/10-08-23-00/bit1_samples64,out/10-08-23-00/bit0_samples64,5.58539449190276,,0.156287916486798,3A:AB:C1:29:D4:97,No,017371402075
10-08-23-00-938,1,938,52266864-b861-4392-be16-be740e580de0,2020-10-09 06:02:30,6ba43a36-abdf-48cc-9f5b-1e7f9848aad5,2020-10-09 06:00:57,3,938,938,938,out/10-08-23-00/log,out/10-08-23-00/base_samples938,,out/10-08-23-00/bit1_samples938,out/10-08-23-00/bit0_samples938,0,,0.188688686431281,06:94:91:FA:F9:93,No,017371402075
10-08-23-00-124,1,124,5dc60b2d-d651-4aaa-b940-99a649d1d8ec,2020-10-09 06:02:30,241d57c1-e5ef-471e-97cd-f3eccb90790b,2020-10-09 06:00:31,3,874,874,874,out/10-08-23-00/log,out/10-08-23-00/base_samples124,,out/10-08-23-00/bit1_samples124,out/10-08-23-00/bit0_samples124,5.83717661436343,,0.234844237607023,42:71:93:DF:18:04,No,017371402075
10-08-23-00-671,1,671,3cd147e2-7dc4-4272-981b-b4fbfac84e55,2020-10-09 06:02:30,c4859fbe-3865-41e7-a06d-91367401095c,2020-10-09 06:00:44,3,671,671,671,out/10-08-23-00/log,out/10-08-23-00/base_samples671,,out/10-08-23-00/bit1_samples671,out/10-08-23-00/bit0_samples671,0,,0.372954659560822,E6:DE:A1:A0:60:3D,No,017371402075
10-08-23-00-468,1,468,22cadf03-9699-454c-87bd-9abac936a0c3,2020-10-09 06:02:30,71366b53-27ab-413d-9256-73ae64622601,2020-10-09 06:00:39,3,468,468,468,out/10-08-23-00/log,out/10-08-23-00/base_samples468,,out/10-08-23-00/bit1_samples468,out/10-08-23-00/bit0_samples468,0,,0.192818730390924,86:70:48:70:16:70,No,017371402075
10-08-23-00-411,1,411,3343eda8-5966-45da-80c6-f30016262a1b,2020-10-09 06:02:30,6c2c0b3f-37dc-4f0b-8e1b-b31dc3a223ef,2020-10-09 06:00:37,3,624,624,624,out/10-08-23-00/log,out/10-08-23-00/base_samples411,,out/10-08-23-00/bit1_samples411,out/10-08-23-00/bit0_samples411,6.97534956523608,,0.632137575863745,12:FA:83:9D:5D:C2,No,017371402075
10-08-23-00-590,1,590,876b86a9-9f00-48b0-880a-51f26bace5dd,2020-10-09 06:02:30,282f83d9-279a-40f8-85d4-afefa64fa4c4,2020-10-09 06:00:41,3,590,590,590,out/10-08-23-00/log,out/10-08-23-00/base_samples590,,out/10-08-23-00/bit1_samples590,out/10-08-23-00/bit0_samples590,0,,0.848965427678184,0A:4A:DB:37:7F:3C,No,017371402075
10-08-23-00-34,1,34,6478d6df-2695-471c-b2e4-2b43541182c5,2020-10-09 06:02:30,decac6b1-75bb-409a-b54a-589609cafc9d,2020-10-09 06:00:37,3,778,778,778,out/10-08-23-00/log,out/10-08-23-00/base_samples34,,out/10-08-23-00/bit1_samples34,out/10-08-23-00/bit0_samples34,7.20936062673651,,0.411839948772985,12:49:8F:8B:73:98,No,017371402075
10-08-23-00-892,1,892,6bbbe2bb-764a-4fe2-bc5b-291df7908aa1,2020-10-09 06:02:30,46ceee75-4f44-4704-9728-2d5c51b50adf,2020-10-09 06:00:54,3,892,892,892,out/10-08-23-00/log,out/10-08-23-00/base_samples892,,out/10-08-23-00/bit1_samples892,out/10-08-23-00/bit0_samples892,0,,0.385710674304133,8A:0A:81:39:41:1F,No,017371402075
10-08-23-00-749,1,749,f0ae6f0d-2fc8-498f-8a55-89aef8a1b53d,2020-10-09 06:02:30,0916df74-ccfc-4c4a-8c86-8ac7a64cbd88,2020-10-09 06:00:47,3,788,788,788,out/10-08-23-00/log,out/10-08-23-00/base_samples749,,out/10-08-23-00/bit1_samples749,out/10-08-23-00/bit0_samples749,5.67406678564868,,0.848955594308838,92:40:32:38:B6:87,No,017371402075
