Logs,GUID,CPU CPI,Error,IP Address,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,Predecessors,Bit-1 Sample,End Time,Boot ID,Base Sample,Bit-0 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-17-26/log,02-03-17-26-15,7.953040,,169.254.76.1,1,15,1,C6:83:71:8D:1D:90,e2c1c040-5eca-4090-b948-c2057f3fa39e,2021-02-04 01:26:18,30,2,39,15,-1,"02-03-17-19-57,02-03-17-22-53",out/02-03-17-26/bit1_samples15,2021-02-04 01:27:10,f12a0cd9-515e-4569-ad89-855c23598c2e,-,-,Yes,DEFAULT,-,-
out/02-03-17-26/log,02-03-17-26-12,7.853416,,169.254.76.1,1,12,2,72:1F:77:BE:58:9C,fdc808a9-2f67-4ef4-8420-693943ead1bf,2021-02-04 01:26:18,30,2,18,12,-1,"02-03-17-06-7,02-03-17-08-28,02-03-17-09-55,02-03-17-12-18,02-03-17-16-22,02-03-17-19-13,02-03-17-22-35",out/02-03-17-26/bit1_samples12,2021-02-04 01:27:10,14e453cf-b6ef-4402-bbc7-544b63146ace,-,-,Yes,DEFAULT,-,-
out/02-03-17-26/log,02-03-17-26-61,8.391368,,169.254.76.1,1,61,3,0E:19:6D:78:9E:F5,9e561c37-feff-4224-b9c2-f31b02ed62e1,2021-02-04 01:26:18,30,2,61,29,-1,"02-03-17-19-36,02-03-17-22-13",-,2021-02-04 01:27:10,7139bb78-70fe-4c8e-8067-92233e6eae6d,-,-,Yes,DEFAULT,-,-
out/02-03-17-26/log,02-03-17-26-48,7.785162,,169.254.76.1,1,48,4,B6:33:1F:49:90:C9,7605ff91-b49f-4656-8d97-735ef3f6b8fb,2021-02-04 01:26:18,30,2,54,48,-1,"02-03-17-16-38,02-03-17-19-82,02-03-17-22-3",out/02-03-17-26/bit1_samples48,2021-02-04 01:27:10,7003224e-f40a-4e15-80d2-cf93d4bcfc2d,-,-,Yes,DEFAULT,-,-
out/02-03-17-26/log,02-03-17-26-59,7.855973,,169.254.76.1,1,59,5,02:02:30:6F:55:11,8fbd3a42-fa3b-4759-86b6-d9f3678784de,2021-02-04 01:26:18,30,3,77,59,27,"02-03-17-06-3,02-03-17-08-57,02-03-17-09-16,02-03-17-12-38,02-03-17-16-65,02-03-17-19-10,02-03-17-22-85",out/02-03-17-26/bit1_samples59,2021-02-04 01:27:10,7d9de3b9-4e94-4326-84cd-74100d2ece9a,-,-,Yes,DEFAULT,-,-
out/02-03-17-26/log,02-03-17-26-23,7.800548,,169.254.76.1,1,23,6,AE:F6:F7:F1:86:EC,4828da30-ef28-4c6c-a63a-2cefa69a730d,2021-02-04 01:26:18,30,2,23,16,-1,,-,2021-02-04 01:27:10,1543a873-339d-4725-894a-0638a385effe,-,-,No,DEFAULT,-,-
out/02-03-17-26/log,02-03-17-26-62,7.804115,,169.254.76.1,1,62,-,4E:09:7B:22:25:EC,937314ea-2f6d-4063-b2ef-099565bf99bc,2021-02-04 01:26:18,20,1,62,-1,-1,"02-03-17-06-48,02-03-17-08-31,02-03-17-09-94,02-03-17-12-89,02-03-17-16-100,02-03-17-19-47,02-03-17-22-12",-,2021-02-04 01:26:51,116844bf-4bd7-4fa6-8df2-b8e9a8696cc4,-,-,Yes,DEFAULT,-,-
out/02-03-17-26/log,02-03-17-26-5,7.978283,,169.254.76.1,1,5,7,8E:84:AC:60:D8:0B,a3b1760b-f430-45c8-988d-2548091b4827,2021-02-04 01:26:18,30,2,11,5,-1,"02-03-17-06-16,02-03-17-08-14,02-03-17-09-79,02-03-17-12-29,02-03-17-16-36,02-03-17-19-22,02-03-17-22-87",out/02-03-17-26/bit1_samples5,2021-02-04 01:27:10,e321c503-dfbe-421e-9fe5-2650ecdb8937,-,-,Yes,DEFAULT,-,-
out/02-03-17-26/log,02-03-17-26-92,7.870355,,169.254.76.1,1,92,8,6E:E7:2F:E5:13:E4,bd64c641-d446-468c-b690-4d118ec84727,2021-02-04 01:26:18,30,3,94,92,78,"02-03-17-06-97,02-03-17-08-69,02-03-17-09-74,02-03-17-12-68,02-03-17-16-49,02-03-17-19-75,02-03-17-22-72",out/02-03-17-26/bit1_samples92,2021-02-04 01:27:10,56a1cc57-e2d1-4e82-bb99-4ef453bfe544,-,-,Yes,DEFAULT,-,-
out/02-03-17-26/log,02-03-17-26-83,8.249128,,169.254.76.1,1,83,9,AA:CF:6C:2B:DB:A8,52980281-63c3-4dc8-9835-81fd95c2ab4a,2021-02-04 01:26:18,30,3,83,35,9,02-03-17-22-25,-,2021-02-04 01:27:10,9cfc955d-7f22-4ab5-8ab7-9d8122ab25cf,-,-,Yes,DEFAULT,-,-
