In,Start Time,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
Both,1575685736530,1a:8d:73:7e:21:7f,90.00B,90.00B,23.907422065734863,17.90070343017578
Both,1575685736531,92:3a:ed:0d:d3:82,90.00B,90.00B,23.898499011993408,17.891736268997192
Both,1575685736505,3a:92:1a:7d:3d:d0,180.00B,90.00B,23.97438621520996,17.96773886680603
Both,1575685736596,46:87:e2:da:17:f9,90.00B,90.00B,23.86860466003418,17.861978769302368
Both,1575685736483,b2:ce:42:9f:47:f3,90.00B,90.00B,23.987650871276855,17.980907917022705
Both,1575685736486,c2:46:db:86:a3:4b,90.00B,176.00B,23.946905374526978,17.940288543701172
Both,1575685736542,7e:7a:d3:75:17:fa,90.00B,90.00B,23.978038787841797,17.971416473388672
Both,1575685736534,da:08:87:27:10:37,90.00B,90.00B,23.987765312194824,17.981124877929688
Both,1575685736480,a6:c1:79:d7:ed:2c,90.00B,90.00B,24.045793056488037,18.039124011993408
Both,1575685736548,b2:82:f9:b9:04:8e,90.00B,90.00B,23.99732756614685,17.990567684173584
Both,1575685736550,36:18:f1:b6:d1:1f,90.00B,90.00B,24.003199815750122,17.9964280128479
Both,1575685736465,fa:c7:9c:b5:1b:63,90.00B,90.00B,24.1034517288208,18.096739053726196
Both,1575685736539,e2:f8:4e:7d:05:02,90.00B,90.00B,24.039020538330078,18.03241205215454
Both,1575685736500,1e:76:3f:8f:48:11,90.00B,90.00B,24.09593939781189,18.0893235206604
Both,1575685736494,36:9c:b1:c7:89:3e,90.00B,90.00B,24.107045650482178,18.100418090820312
Both,1575685736593,4e:1f:d1:10:4e:0c,90.00B,90.00B,24.028791666030884,18.022019386291504
Both,1575685736503,7e:dc:8e:f8:cc:be,176.00B,90.00B,24.120444774627686,18.113771677017212
Both,1575685736603,a6:59:c3:56:73:bf,90.00B,90.00B,24.02706551551819,18.020392656326294
Both,1575685736515,a2:a2:54:ca:5d:9c,90.00B,90.00B,24.125200033187866,18.11854600906372
Both,1575685736492,ca:74:aa:e7:c4:3b,90.00B,90.00B,24.155161142349243,18.148541688919067
Both,1575685736534,d2:1e:98:ff:4c:65,90.00B,90.00B,24.12135410308838,18.114752769470215
Both,1575685736570,fe:c0:79:e0:49:7f,90.00B,90.00B,24.1002299785614,18.093576192855835
Both,1575685736490,de:4a:f9:91:9e:c3,90.00B,90.00B,24.189680576324463,18.183252334594727
Both,1575685736526,5a:5c:e6:97:7c:73,90.00B,90.00B,24.158170461654663,18.151294946670532
Both,1575685736519,86:df:58:00:84:ba,90.00B,90.00B,24.165170192718506,18.158536195755005
Both,1575685736532,22:cc:df:c9:04:a5,176.00B,90.00B,24.165534019470215,18.158823490142822
Both,1575685737163,da:21:77:24:49:43,90.00B,90.00B,23.54602599143982,17.539236068725586
Both,1575685736517,7e:f7:64:02:69:9a,90.00B,90.00B,24.204805374145508,18.198203802108765
Both,1575685736493,d2:bc:c2:05:3d:e6,90.00B,90.00B,24.269012212753296,18.26236319541931
Both,1575685736513,f6:66:81:33:96:ff,90.00B,90.00B,24.25227117538452,18.24561643600464
Both,1575685736524,82:82:65:e0:6e:be,90.00B,90.00B,24.257154941558838,18.250510692596436
Both,1575685736497,66:58:42:95:40:ed,90.00B,90.00B,24.29484510421753,18.288233995437622
Both,1575685736560,16:f3:7e:d4:74:bb,90.00B,90.00B,24.23924994468689,18.232636213302612
Both,1575685736578,ce:4f:f7:4c:7e:58,180.00B,90.00B,24.23008131980896,18.223466873168945
Both,1575685736613,3a:cd:f7:30:76:42,90.00B,90.00B,24.337322473526,18.33062744140625
Both,1575685736609,d6:e5:1e:05:01:c2,180.00B,90.00B,24.316543579101562,18.30981206893921
