Id,Lambda,Phase,Bit,Base Size,Base Mean,Base Std,Size,Mean,Std,KSvalue,Mean Diff
1410,0,2,9,914,18256,341457,1000,6673,4545,1.000411524365931,-11583
1396,0,1,5,914,18256,341457,981,6764,4932,0.882550532778319,-11492
1386,0,0,5,914,18256,341457,997,6784,5236,0.805915083343996,-11472
1400,0,1,9,914,18256,341457,958,6804,5001,1.219444779658109,-11452
1393,0,1,2,914,18256,341457,1000,6818,5226,0.90859708360533,-11438
1382,0,0,1,914,18256,341457,979,6866,5443,1.164318190414828,-11390
1383,0,0,2,914,18256,341457,967,6945,5352,0.990710739790988,-11311
1399,0,1,8,914,18256,341457,939,7058,5549,0.928850842408144,-11198
1402,0,2,1,914,18256,341457,1000,7058,6372,0.083915724085137,-11198
1398,0,1,7,914,18256,341457,986,7063,7082,0.432894878336921,-11193
1390,0,0,9,914,18256,341457,982,7081,5797,0.169850603218697,-11175
1409,0,2,8,914,18256,341457,989,7101,6114,0.386234728897168,-11155
1388,0,0,7,914,18256,341457,983,7123,6059,0.331051372459171,-11133
616,0,0,9,941,17864,329521,948,6776,4799,0.567315254499712,-11088
396,0,2,9,986,17923,329428,976,6838,5165,0.538252288041227,-11085
1403,0,2,2,914,18256,341457,977,7174,6048,0.201943107838904,-11082
1284,0,2,3,958,17969,336609,973,6898,5019,0.333640862580524,-11071
391,0,2,4,986,17923,329428,1000,6882,4961,0.5783674560379,-11041
629,0,2,2,941,17864,329521,958,6846,5174,0.158256104477581,-11018
624,0,1,7,941,17864,329521,1000,6854,5096,0.445693318780657,-11010
615,0,0,8,941,17864,329521,972,6871,4950,0.147984227941392,-10993
1408,0,2,7,914,18256,341457,960,7263,6469,0.116353810324322,-10993
607,0,0,0,941,17864,329521,972,6873,5195,0.138944842011644,-10991
1389,0,0,8,914,18256,341457,987,7275,6236,0.333004963172055,-10981
1262,0,0,1,958,17969,336609,995,7004,4806,0.478629599937545,-10965
1395,0,1,4,914,18256,341457,971,7301,6634,0.639829184699711,-10955
1274,0,1,3,958,17969,336609,964,7045,5226,0.20057407281284,-10924
1405,0,2,4,914,18256,341457,961,7343,8469,0.455068136803156,-10913
627,0,2,0,941,17864,329521,975,6964,5226,0.112875340255337,-10900
1491,0,0,2,968,17314,323289,1000,6415,4458,0.607993436764684,-10899
1273,0,1,2,958,17969,336609,952,7081,5659,0.295172454363363,-10888
1286,0,2,5,958,17969,336609,958,7088,5637,0.247151928191462,-10881
395,0,2,8,986,17923,329428,978,7058,5595,0.172578367242347,-10865
852,0,0,5,991,17662,325728,998,6798,4548,0.427352146148982,-10864
609,0,0,2,941,17864,329521,975,7003,5166,0.19686797903579,-10861
1392,0,1,1,914,18256,341457,950,7404,14492,1.129193136428364,-10852
857,0,1,0,991,17662,325728,1000,6821,4998,0.796966895264216,-10841
377,0,0,4,986,17923,329428,1000,7107,5359,0.292191162190313,-10816
1385,0,0,4,914,18256,341457,979,7445,7225,0.707836417852563,-10811
393,0,2,6,986,17923,329428,922,7114,5357,0.484409064609405,-10809
611,0,0,4,941,17864,329521,967,7060,5495,0.278451949489331,-10804
1272,0,1,1,958,17969,336609,975,7165,5473,0.314295665166164,-10804
382,0,0,9,986,17923,329428,939,7124,5608,0.199091301500164,-10799
383,0,1,0,986,17923,329428,948,7134,5302,0.485499188310812,-10789
376,0,0,0,986,17923,329428,1000,7156,5459,0.89186939831994,-10767
1268,0,0,7,958,17969,336609,999,7202,5596,0.477269571837071,-10767
387,0,1,7,986,17923,329428,959,7157,5649,0.330359568531735,-10766
636,0,2,9,941,17864,329521,970,7114,5850,0.090508413272245,-10750
867,0,2,0,991,17662,325728,1000,6915,5406,0.147657866385179,-10747
623,0,1,6,941,17864,329521,944,7133,5622,0.141645399307667,-10731
619,0,1,2,941,17864,329521,1000,7134,5472,0.473884911956999,-10730
386,0,1,6,986,17923,329428,999,7196,5488,0.08302287540644,-10727
1100,0,2,8,1000,17230,325222,1000,6513,4136,1.136213221406968,-10717
604,0,2,7,993,17514,327119,1000,6800,4838,0.162932011099996,-10714
625,0,1,8,941,17864,329521,952,7151,6136,0.543031994799693,-10713
1264,0,0,3,958,17969,336609,979,7275,5681,0.231284975518197,-10694
871,0,2,4,991,17662,325728,952,6978,5121,0.420470508330889,-10684
1282,0,2,1,958,17969,336609,1000,7289,5543,0.159654735615247,-10680
617,0,1,0,941,17864,329521,973,7187,5706,0.141365564285105,-10677
868,0,2,1,991,17662,325728,997,6998,5374,0.473094624817854,-10664
635,0,2,8,941,17864,329521,981,7202,5720,0.274317869473501,-10662
631,0,2,4,941,17864,329521,1000,7203,5778,0.758233186372577,-10661
384,0,1,4,986,17923,329428,1000,7265,5920,0.236624244361698,-10658
1497,0,0,8,968,17314,323289,985,6669,4803,0.549500496761497,-10645
634,0,2,7,941,17864,329521,992,7222,6083,0.294885371188106,-10642
392,0,2,5,986,17923,329428,991,7285,5959,0.236431880190543,-10638
378,0,0,5,986,17923,329428,949,7286,5871,0.624698317549391,-10637
1499,0,1,0,968,17314,323289,964,6677,4552,1.23604996945115,-10637
379,0,0,6,986,17923,329428,966,7287,6030,0.409768326073943,-10636
394,0,2,7,986,17923,329428,960,7287,5964,0.5302918443606,-10636
592,0,1,5,993,17514,327119,1000,6880,5112,0.744110654261902,-10634
1518,0,2,9,968,17314,323289,980,6689,5089,0.836813878650868,-10625
1500,0,1,1,968,17314,323289,1000,6691,4725,0.924737693592928,-10623
621,0,1,4,941,17864,329521,952,7245,6057,1.050442907116436,-10619
1504,0,1,5,968,17314,323289,1000,6714,5044,1.025569520733828,-10600
1283,0,2,2,958,17969,336609,955,7372,5938,0.40287808784853,-10597
1278,0,1,7,958,17969,336609,993,7375,5837,0.156807701214826,-10594
1270,0,0,9,958,17969,336609,1000,7376,5879,0.095942470689209,-10593
1501,0,1,2,968,17314,323289,970,6722,4902,0.98387849272403,-10592
1489,0,0,0,968,17314,323289,992,6724,4548,1.011937545220863,-10590
875,0,2,8,991,17662,325728,993,7076,5676,0.537853365007727,-10586
626,0,1,9,941,17864,329521,976,7280,6305,0.268626804361292,-10584
600,0,2,3,993,17514,327119,951,6937,5474,0.175898205345238,-10577
1290,0,2,9,958,17969,336609,1000,7400,6149,0.34068190881771,-10569
1289,0,2,8,958,17969,336609,954,7406,6103,0.218366005186881,-10563
596,0,1,9,993,17514,327119,1000,6953,5124,0.976624959627753,-10561
876,0,2,9,991,17662,325728,959,7101,5346,0.639137521470294,-10561
613,0,0,6,941,17864,329521,935,7312,6171,0.324400149932633,-10552
856,0,0,9,991,17662,325728,907,7110,5366,0.400109747076376,-10552
388,0,1,8,986,17923,329428,1000,7373,5874,0.713854670639856,-10550
1095,0,2,3,1000,17230,325222,965,6692,4517,0.735570579471323,-10538
1096,0,2,4,1000,17230,325222,981,6699,4403,0.796499060966542,-10531
381,0,0,8,986,17923,329428,942,7404,6293,0.423197577883156,-10519
598,0,2,1,993,17514,327119,931,7006,5484,0.31919101830263,-10508
605,0,2,8,993,17514,327119,1000,7021,5425,0.495540349276898,-10493
1099,0,2,7,1000,17230,325222,984,6737,4589,1.105910850781122,-10493
1509,0,2,0,968,17314,323289,960,6829,5054,0.368270939714837,-10485
578,0,0,1,993,17514,327119,995,7038,5380,1.087942931115995,-10476
1516,0,2,7,968,17314,323289,984,6851,5424,0.336911485489696,-10463
1288,0,2,7,958,17969,336609,1000,7539,6230,0.410955162157539,-10430
1514,0,2,5,968,17314,323289,996,6886,5474,0.656994741367133,-10428
380,0,0,7,986,17923,329428,988,7496,6444,0.244422474229786,-10427
633,0,2,6,941,17864,329521,1000,7438,6335,0.354181042012523,-10426
865,0,1,8,991,17662,325728,961,7255,5557,0.549805056544167,-10407
