Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,SErasures,RErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
1,22,1,100,500,01000001000000000000000000000000000000000000000001000000100000000000000100000010010000001000000000100000000000000000100000000000000000000000000000000000000000011000000000000000000010000100000000011000000000000011000100001000000000000000000000000000001100000000000000000000000000000001000100000000000000000000100001000100000000000000000000010000000001100000001100000000000010001000100000000000000100000010000000000010000010000000100001000001010000000001000000000000010000000000000100100000000000000010,11100011001010001010001010001010001010001000001011001010101010001010001110001010010010001010001000100110001010001010101000101000101000101000101001100010100010111010100010100010100010100110001010011010100010100011101100101000100010100010001100101000101100100010100010100010100010100011100110001010001010001010101011001110001010001000001000110100101001100010101110001011001010101000101000101000101100101010101000101010101010101010101011001011010010011001100010100010110010100000100100101000101000101010,,,1,0,149,29.8,48,0,0,452,149,32
2,38,15,100,500,10000000000000001000000000000000010100000010000000000100000000010010000000000100000000010000000000000000011000000000000000000010000000000000001100001000000000000100000000000000010000000000000000000000000000000000000000100000000000000000000000000000101000000000000100000000000000000000000000000000000000000000000001000010000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000100010000000000001000000000100000000000000000010000000000000100010000001000000000001000101,11000101000101001101000101000101010101000111000100010100010100010011010001010101010000010101000101000100011100010100010100010110010100010100001100011001010001010101010001010001010001010001010000010001010001010000010001110001010001000001010001010001101101000101000101000101000101000101000101000101000101000001000101000111000101000100010100110100010100000100010100010100010100010100010100010100110100010100010100110011000101000101010100010100010101000100010110010100010100110110010101010100010001000101,,,1,0,144,28.8,37,0,0,463,144,31
4,87,21,100,500,00010000000000000000010000010000000001100000001000100010000010000000001000101010000000100000000010100010000000000000000100000110100000100000000001000000010001000011010100000000010000000000100001001010001000100000011111001001000001000000000000010000001000000000000000010000000100000101000000100010001000000000111000100101000000000000001000000101001100110000000001100100001100100000000001111110010000000010000100000000000000101110000000010000010010000000000000010000101100000000000100000000000000000011,10011010001010001010010010011010001011101010001010101010001010001010001010101010001010101010001010101010101000101000101100101110100010100010100011100010110011100011011110001010011010001010101011001010001010101010011111101001101001101000101000111000101000101000101000110000101100101101101000101010101000101000111000100111001010001010001010001101001100110010100011100110001110101010001011111110011010001010001110001000001010101110101000111000010010100010100010110010101110100010100110000010100010100011,,,7,0,124,24.8,95,0,0,405,124,30
5,60,24,100,500,10101000110110100011010000110000100000001011111101000111001010001010010000111001011001010011010010100101110100001010101101000000000000110000001000010010101000000000100111111000101110011011010001100011011101110010001000000101001011010100000110110000000011100101000000110100000011011100100001000110100000001100000010110011110001000000101000010001110011001000011000010000000010100001000110011001001010010111001000101110000110100100000110010011010011010011000000010100001010000001100001100110001000011000,10101010110110100011011010111010101010001011111100100111101010101010110010111011111011110011110010101101110110101010101111001010001010111010001010011110101010100000100111111010101110111011111001100011011101110010101010100111101011110110100110111000101011101111111000111100101011111110100011001010101010001100100010111011111001000000101000110101111011101000111010110010100010100011100110011001101010110011001000101110101110101100100110110011110011110011001100110110101010001011101011101110101000111000,,,9,0,99,19.8,187,3,1,313,96,30
6,25,14,100,500,00100000101000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000010000100000100000000000000010000100000000000000000000000010000001000000000000000000001000100000010000000000000110000000000000000000000001000000000000000000000000000001010000001000000100000110000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000001000000000000000000000001000000000000000000001100000100100000000000000110001000000000000000000000001001,10100010101010100010100010100010100011100000100010100010100010100010100010100010100010100010100010001000001010001110001110001010001010011010101010001010001010001010011010001010001010001010001001001110001010000010001010111010001010001010001010001010001010001010001010001010001010001011001010101010111010001010001000001010001010001010011010001010001011001010001000001010001011001010001010100010100011100000100010100010100011100010100010100010101110100110100010100010100110101010101110101010001010001011,,,0,0,151,30.2,38,0,0,462,151,32
7,34,6,100,500,00000000000010000000100000000000100000000000000000000000000100011000001000000000000001000000000000000000110000000000000001000000000000000000000000100000000000100000000010010000000100000000000000000000000000000000000100000000000000100000000001110010000011000000011000000100100000000000000000000000000000100000000000000100000001000000000000000000001010001000010000010000010110000010100000000000000100100000000000000000000000000000100001101000000000100000000000000000000000000000000000000010000100000100,10001010001010001010101010001010100000101000001000101000101100111000101000101000001001101000101000101000111010100010100011100010100010000010101010101010001010100010001010011010001110001010001010000010001010001010001100001010001010101010001011111010101011010010111010100110100010100010101010001010001101100010100010100110100011100010100010001010001010101000111000111000111110101010100010100010100110100010100010100010000010100010100011101010100010100010100010100010100010100010100010100010001100100110,,,3,0,144,28.8,51,0,0,449,144,32
8,63,53,100,500,00100001000100000010000000111100001000010000000001110011001000000000000000000011000000000001000010110100000000000001001000001000010000001101100010101100110000000001010000001000100110110001000100011000001000100100010100000101000000000000010001100110001000000001000110110000000100011001001111110000100000011000000100000000001100110100011000000001000011001010101000010110110110111001111101110011110101011110010010100100010100000100100100001001000010001000100111000000100000000010001000001101000000001110,01100101000101000111000100111100011100010100010101110011011001010001010001010011000101000101000111111101010001010001001101001101010100011101110110111100110100010001010100011100110110110101010101011001011001110101010101010101000101000001010101100111001101000101000111110100010101011001011111110101100101011100010100010100011100110101011001010001000111001111101101010111110110111001111101110111110101011111010011110101010101010101110101001101000111001101100111010101100100010110011100011101010001011111,,,1,0,112,22.4,149,0,0,351,112,31
10,70,11,100,500,01110000101100001001000001000010010110001000000110000110100100011000101101010011100111001101001111010100011001011110001010010100111100111101011100010010011100010101100001000101001010110100001000010010000111010000100010100000111001001110100111001011001100110011001101010001100001110010011101001100000000010000011000100000000010000001000000010000100110010110011010101010001101111001010110101011101100110010100110000111110001010101001000001100000001111100100101111010100000101000000001110001101110101101,01110101101100011001000101010110010110011001010111010111100100011100111101010011100111001101001011010101011001011110011110010101111100111101011101010010011101010101100101000101011011110100011001010110010111010010101010100100111101011110110111001011001100110011001111010101110101110110011101011100000101010001111001110001010011000101000100010001100110011110011010111110011101111101010110101011101100110011110110000111110001010101001100011100010001100100110101111110110001101100010101110001101111101101,,,13,0,72,14.4,209,3,1,291,69,23
11,76,18,100,500,11110011100111100111000110111111100111011101111100100110111010110111101000110100111011101100110110111011110010100101111101111111101100101110110001111111111010100110001001011111111101111011010111111111111101100111111111111011101111101011101100111111011111111010101001111111110001111110011110111011011111101101011101100111001101111101011111100010110101101011000111111101111111111101010111111101100110001111111101100001111101111101001111111011101111110110001100010101110111100111100101100111111111101101,11110011100111110111010110111111100111011101111101110110111011110111101001110101111111101101110111111011110110110101111101111111001101111111110101111111111010110110011001011111110101111011010111111111111101100111111111111111111111101111101100111111010111011111101001110111110001111110011111111011011111101101011101110111011101110101011111110011110101111011000111111101110111111101010111111101100111001111111101100101111101011101011110111011101111110110010100010101100111100111100101100111111111111101,,,19,1,45,9.0,349,11,3,151,34,22
12,64,29,100,500,11111011111101101111111110000101101101111111111111011101111111111111011110011111111101101101011111111110111111110110110111111110010111111111110111101111101110110100010011111101111110110011000011101000111111111111101111101111110110101110111111110100111101111101111101011111110010001011011111011110111101101111101101000111111111111111111111011101011110001011011100111100111101100111110101111101111111110110110101011011111111100011110111111101101111111111010011101110111111001110101111111111111111100101,11111011111111101111111110001111101101111111111111111111111111111111111110111111111111101111011111111110111111110110110111111110110111111111110111101111101110110110011011111111111110110011100011101010111111111111101111101111110110101110111111111100111111111101111111011111110010001011011111111110111101101111101101100111111111111111111111011111011110101011011110111100111001101111111101111111111111111110110111111011111111101011111111111111101111111111111011101110111111101110101111111111111111100111,,,12,0,37,7.4,381,1,0,119,36,30
