Boot ID,MAC Addr,raw_device_num,UP Time 2,UP Time 1,File NR 3,File NR 2,File NR 1
aca6570b-5989-408c-abc9-1fd50fbb87e8,76:7a:a9:21:5a:ff,65024,2518.63,1259.98,18779,0,288
cbacb840-48a2-452c-aa4c-6c26800dad40,a6:0c:f4:9b:57:25,65024,3021.64,1511.63,18779,0,288
aca6570b-5989-408c-abc9-1fd50fbb87e8,76:7a:a9:21:5a:ff,65024,2518.67,1260.00,18779,0,288
8a59bc73-bac9-4c5e-acbe-759eaf4d6daf,16:57:6a:4f:17:61,65024,2174.22,1087.70,18779,0,320
85a7309b-a0f2-4989-aaa1-be6312ae555f,9a:d7:63:35:89:87,65024,2069.68,1035.47,18779,0,288
00d60f6e-996e-4dad-9ec0-8c3a320bc5e4,76:7f:62:89:99:7c,65024,1812.24,906.76,18779,0,320
85c46be9-5234-42cc-8241-72fa59fa7540,4a:13:c1:be:c7:9f,65024,2475.05,1238.20,18779,0,320
5fcf642d-96f1-4d3f-854a-ce85bb54622c,fe:6a:1f:b8:6f:6c,65024,1454.30,727.75,18779,0,288
8e56cacc-cad5-49a0-8ade-d4c646825e9b,a2:cf:7d:e5:e8:dd,65024,2334.49,1167.88,18779,0,320
0d8c773c-cae4-4cba-9ab5-572dc0b5bc52,3e:c5:a5:ca:6d:df,65024,2118.88,1060.10,18779,0,288
318d878f-a1a2-4d17-89bd-a67519bb4e11,66:02:2d:89:c5:7b,65024,1657.67,829.50,18779,0,320
6d7e34e1-f263-460b-96bb-0f17e2b33f4e,ce:49:e6:73:97:39,65024,3221.09,1611.25,18779,0,288
f6ce5d9b-c9d6-441e-ba24-6f460a548987,2e:94:82:e4:da:fd,65024,1998.43,999.85,18779,0,288
9993b0ca-bfc5-4b17-be6a-549899f097a6,2e:e5:04:3e:20:53,65024,2156.64,1079.04,18779,0,320
77c21292-241b-4224-9170-7645364ef13f,b6:c6:8e:1c:80:2f,65024,2173.81,1087.62,18779,0,288
a4b55950-e939-48be-8a3f-ac08192bae38,82:e2:47:25:2c:63,65024,2068.10,1034.69,18779,0,320
f7806322-d9be-4085-80ea-a5fdb5da6efe,46:61:84:e8:a7:59,65024,1728.98,865.14,18779,0,288
00d60f6e-996e-4dad-9ec0-8c3a320bc5e4,76:7f:62:89:99:7c,65024,1812.32,906.80,18779,0,320
1ffda96f-84d5-4b5b-a49b-ff77fe07739e,16:25:29:ea:68:a5,65024,2484.36,1242.83,18779,0,320
89ac607a-c1f7-48b9-98e8-e89584537bbf,a6:7a:9b:66:49:a3,65024,2317.50,1159.39,18779,0,320
e708fb26-3543-4a95-8b91-64f8825c5943,ba:8c:c0:b8:7d:5c,65024,2529.10,1265.30,18779,0,320
41652934-c82c-4068-9a99-7c1f1b30f747,2a:3a:47:c0:9b:6b,65024,1611.42,806.42,18779,0,320
401954b7-3832-4ba6-8c96-0e411ea01fd4,7e:ff:24:6f:b3:9b,65024,1898.71,950.03,18779,0,288
8a59bc73-bac9-4c5e-acbe-759eaf4d6daf,16:57:6a:4f:17:61,65024,2174.30,1087.74,18779,0,320
85a7309b-a0f2-4989-aaa1-be6312ae555f,9a:d7:63:35:89:87,65024,2069.79,1035.53,18779,0,288
89ac607a-c1f7-48b9-98e8-e89584537bbf,a6:7a:9b:66:49:a3,65024,2317.61,1159.44,18779,0,320
f7806322-d9be-4085-80ea-a5fdb5da6efe,46:61:84:e8:a7:59,65024,1729.08,865.19,18779,0,288
77c21292-241b-4224-9170-7645364ef13f,b6:c6:8e:1c:80:2f,65024,2173.89,1087.66,18779,0,320
85c46be9-5234-42cc-8241-72fa59fa7540,4a:13:c1:be:c7:9f,65024,2475.14,1238.24,18779,0,320
cbacb840-48a2-452c-aa4c-6c26800dad40,a6:0c:f4:9b:57:25,65024,3021.74,1511.68,18779,0,288
f6ce5d9b-c9d6-441e-ba24-6f460a548987,2e:94:82:e4:da:fd,65024,1998.51,999.90,18779,0,288
89ac607a-c1f7-48b9-98e8-e89584537bbf,a6:7a:9b:66:49:a3,65024,2317.69,1159.48,18779,0,320
1ffda96f-84d5-4b5b-a49b-ff77fe07739e,16:25:29:ea:68:a5,65024,2484.44,1242.88,18779,0,320
e708fb26-3543-4a95-8b91-64f8825c5943,ba:8c:c0:b8:7d:5c,65024,2529.19,1265.35,18779,0,320
63b1ef34-b51d-4237-a3e5-e6b64a5ce08f,86:e1:0c:5c:e8:ca,65024,2798.73,1400.04,18779,0,288
710307a2-e78f-4382-a38e-e0d2a554ba30,8e:87:77:e7:17:ca,65024,2259.94,1130.64,18779,0,320
8571e7cc-ae2b-461f-ae24-f6892f0c746c,86:86:94:ca:ff:3c,65024,2371.05,1186.19,18779,0,288
ee9bcc09-b311-46f3-8ee6-e4dc06700d71,56:5c:da:f7:56:94,65024,2876.60,1439.22,18779,0,288
41652934-c82c-4068-9a99-7c1f1b30f747,2a:3a:47:c0:9b:6b,65024,1611.54,806.48,18779,0,320
8a59bc73-bac9-4c5e-acbe-759eaf4d6daf,16:57:6a:4f:17:61,65024,2174.39,1087.78,18779,0,320
318d878f-a1a2-4d17-89bd-a67519bb4e11,66:02:2d:89:c5:7b,65024,1657.76,829.54,18779,0,320
710307a2-e78f-4382-a38e-e0d2a554ba30,8e:87:77:e7:17:ca,65024,2259.96,1130.65,18779,0,320
00d60f6e-996e-4dad-9ec0-8c3a320bc5e4,76:7f:62:89:99:7c,65024,1812.41,906.84,18779,0,320
8571e7cc-ae2b-461f-ae24-f6892f0c746c,86:86:94:ca:ff:3c,65024,2371.04,1186.19,18779,0,288
a4b55950-e939-48be-8a3f-ac08192bae38,82:e2:47:25:2c:63,65024,2068.18,1034.73,18779,0,320
0d8c773c-cae4-4cba-9ab5-572dc0b5bc52,3e:c5:a5:ca:6d:df,65024,2118.99,1060.16,18779,0,288
773131d2-dbac-4d89-881d-fd6f2fe51eed,fa:42:8d:84:07:64,65024,1433.29,717.26,18779,0,288
0aed70a7-5178-4bb5-ba2f-724610a301df,16:a5:b5:2c:25:b2,65024,2071.08,1036.15,18779,0,320
85a7309b-a0f2-4989-aaa1-be6312ae555f,9a:d7:63:35:89:87,65024,2069.87,1035.57,18779,0,288
6d7e34e1-f263-460b-96bb-0f17e2b33f4e,ce:49:e6:73:97:39,65024,3221.25,1611.33,18779,0,288
63b1ef34-b51d-4237-a3e5-e6b64a5ce08f,86:e1:0c:5c:e8:ca,65024,2798.73,1400.04,18779,0,288
8e56cacc-cad5-49a0-8ade-d4c646825e9b,a2:cf:7d:e5:e8:dd,65024,2334.65,1167.96,18779,0,320
81de5d1c-3cb1-406f-a5cc-19ba7859272a,6e:11:be:2f:40:10,65024,1656.85,829.03,18779,0,288
5fcf642d-96f1-4d3f-854a-ce85bb54622c,fe:6a:1f:b8:6f:6c,65024,1454.47,727.83,18779,0,288
ee9bcc09-b311-46f3-8ee6-e4dc06700d71,56:5c:da:f7:56:94,65024,2876.59,1439.22,18779,0,288
318d878f-a1a2-4d17-89bd-a67519bb4e11,66:02:2d:89:c5:7b,65024,1657.85,829.59,18779,0,320
cbacb840-48a2-452c-aa4c-6c26800dad40,a6:0c:f4:9b:57:25,65024,3021.84,1511.73,18779,0,288
e708fb26-3543-4a95-8b91-64f8825c5943,ba:8c:c0:b8:7d:5c,65024,2529.28,1265.39,18779,0,320
cfc9267d-9b04-4409-a49b-8f51213d4db6,ea:b0:db:44:a7:5d,65024,1722.87,862.13,18779,0,320
6f325513-b43f-496d-b4b6-9f4e60cdc04e,9e:53:e8:a1:4d:c0,65024,1895.81,948.58,18779,0,288
cfc9267d-9b04-4409-a49b-8f51213d4db6,ea:b0:db:44:a7:5d,65024,1722.88,862.13,18779,0,320
0aed70a7-5178-4bb5-ba2f-724610a301df,16:a5:b5:2c:25:b2,65024,2071.09,1036.16,18779,0,320
81de5d1c-3cb1-406f-a5cc-19ba7859272a,6e:11:be:2f:40:10,65024,1656.86,829.04,18779,0,288
77c21292-241b-4224-9170-7645364ef13f,b6:c6:8e:1c:80:2f,65024,2173.99,1087.71,18779,0,320
6f325513-b43f-496d-b4b6-9f4e60cdc04e,9e:53:e8:a1:4d:c0,65024,1895.80,948.57,18779,0,288
710307a2-e78f-4382-a38e-e0d2a554ba30,8e:87:77:e7:17:ca,65024,2260.07,1130.71,18779,0,320
773131d2-dbac-4d89-881d-fd6f2fe51eed,fa:42:8d:84:07:64,65024,1433.30,717.27,18779,0,288
0774974f-c458-4dc2-a937-d9885b56b523,e6:34:9c:bb:ea:42,65024,1377.36,689.28,18779,0,320
57a9cb85-404f-400d-8046-ec1eb1312fb0,4e:1f:55:b8:c1:4c,65024,3113.63,1557.48,18779,0,320
f6ce5d9b-c9d6-441e-ba24-6f460a548987,2e:94:82:e4:da:fd,65024,1998.59,999.94,18779,0,288
5fcf642d-96f1-4d3f-854a-ce85bb54622c,fe:6a:1f:b8:6f:6c,65024,1454.46,727.83,18779,0,288
6d7e34e1-f263-460b-96bb-0f17e2b33f4e,ce:49:e6:73:97:39,65024,3221.34,1611.37,18779,0,288
dd25b049-7861-4c42-bca2-05dc015e9dff,62:cc:bb:60:8f:23,65024,1532.44,766.84,18779,0,288
f6ce5d9b-c9d6-441e-ba24-6f460a548987,2e:94:82:e4:da:fd,65024,1998.69,999.98,18779,0,288
9993b0ca-bfc5-4b17-be6a-549899f097a6,2e:e5:04:3e:20:53,65024,2156.75,1079.10,18779,0,320
0774974f-c458-4dc2-a937-d9885b56b523,e6:34:9c:bb:ea:42,65024,1377.37,689.28,18779,0,320
57a9cb85-404f-400d-8046-ec1eb1312fb0,4e:1f:55:b8:c1:4c,65024,3113.59,1557.46,18779,0,320
85c46be9-5234-42cc-8241-72fa59fa7540,4a:13:c1:be:c7:9f,65024,2475.23,1238.29,18779,0,320
aca6570b-5989-408c-abc9-1fd50fbb87e8,76:7a:a9:21:5a:ff,65024,2518.82,1260.07,18779,0,288
401954b7-3832-4ba6-8c96-0e411ea01fd4,7e:ff:24:6f:b3:9b,65024,1898.83,950.09,18779,0,288
0d8c773c-cae4-4cba-9ab5-572dc0b5bc52,3e:c5:a5:ca:6d:df,65024,2119.11,1060.22,18779,0,288
f7806322-d9be-4085-80ea-a5fdb5da6efe,46:61:84:e8:a7:59,65024,1729.18,865.24,18779,0,288
a4b55950-e939-48be-8a3f-ac08192bae38,82:e2:47:25:2c:63,65024,2068.29,1034.79,18779,0,320
00d60f6e-996e-4dad-9ec0-8c3a320bc5e4,76:7f:62:89:99:7c,65024,1812.51,906.89,18779,0,320
c40a3814-0844-4c5b-b6ee-c5f78e559d97,a6:37:23:e4:33:bd,65024,4026.95,2014.19,18779,0,288
63b1ef34-b51d-4237-a3e5-e6b64a5ce08f,86:e1:0c:5c:e8:ca,65024,2798.82,1400.09,18779,0,288
9993b0ca-bfc5-4b17-be6a-549899f097a6,2e:e5:04:3e:20:53,65024,2156.93,1079.19,18779,0,320
77c21292-241b-4224-9170-7645364ef13f,b6:c6:8e:1c:80:2f,65024,2174.10,1087.76,18779,0,320
8a59bc73-bac9-4c5e-acbe-759eaf4d6daf,16:57:6a:4f:17:61,65024,2174.48,1087.83,18779,0,320
aa4e304a-da22-4833-8a9a-2beacd13dda2,0a:58:63:99:9e:78,65024,1851.06,926.21,18779,0,288
c926b476-9f9e-4aa2-9f6b-4c5206ce4da0,d2:e7:c4:db:b7:43,65024,1903.86,952.55,18779,0,320
91fee045-becd-4545-bf2d-3316d2a31525,ce:8f:37:83:50:0d,65024,3423.95,1712.69,18779,0,288
aca6570b-5989-408c-abc9-1fd50fbb87e8,76:7a:a9:21:5a:ff,65024,2518.92,1260.12,18779,0,288
91fee045-becd-4545-bf2d-3316d2a31525,ce:8f:37:83:50:0d,65024,3423.99,1712.71,18779,0,288
8e56cacc-cad5-49a0-8ade-d4c646825e9b,a2:cf:7d:e5:e8:dd,65024,2334.74,1168.01,18779,0,320
773131d2-dbac-4d89-881d-fd6f2fe51eed,fa:42:8d:84:07:64,65024,1433.41,717.32,18779,0,288
9993b0ca-bfc5-4b17-be6a-549899f097a6,2e:e5:04:3e:20:53,65024,2156.84,1079.15,18779,0,320
f7806322-d9be-4085-80ea-a5fdb5da6efe,46:61:84:e8:a7:59,65024,1729.28,865.28,18779,0,288
0774974f-c458-4dc2-a937-d9885b56b523,e6:34:9c:bb:ea:42,65024,1377.47,689.33,18779,0,320
1ffda96f-84d5-4b5b-a49b-ff77fe07739e,16:25:29:ea:68:a5,65024,2484.62,1242.96,18779,0,320
cbacb840-48a2-452c-aa4c-6c26800dad40,a6:0c:f4:9b:57:25,65024,3021.93,1511.78,18779,0,288
8e56cacc-cad5-49a0-8ade-d4c646825e9b,a2:cf:7d:e5:e8:dd,65024,2334.83,1168.05,18779,0,320
1ffda96f-84d5-4b5b-a49b-ff77fe07739e,16:25:29:ea:68:a5,65024,2484.53,1242.92,18779,0,320
b8b6d651-e8b0-44ba-9d32-14a78455653f,7a:d7:d3:c3:3a:ac,65024,2050.17,1025.77,18779,0,288
89ac607a-c1f7-48b9-98e8-e89584537bbf,a6:7a:9b:66:49:a3,65024,2317.79,1159.53,18779,0,320
57a9cb85-404f-400d-8046-ec1eb1312fb0,4e:1f:55:b8:c1:4c,65024,3113.70,1557.52,18779,0,320
0aed70a7-5178-4bb5-ba2f-724610a301df,16:a5:b5:2c:25:b2,65024,2071.17,1036.20,18779,0,320
aa4e304a-da22-4833-8a9a-2beacd13dda2,0a:58:63:99:9e:78,65024,1850.98,926.17,18779,0,288
85a7309b-a0f2-4989-aaa1-be6312ae555f,9a:d7:63:35:89:87,65024,2069.97,1035.62,18779,0,288
e708fb26-3543-4a95-8b91-64f8825c5943,ba:8c:c0:b8:7d:5c,65024,2529.37,1265.44,18779,0,320
f20de40e-8ed9-4c71-b199-2d3716d01683,12:3b:79:04:cf:8e,65024,2197.10,1099.22,18779,0,320
401954b7-3832-4ba6-8c96-0e411ea01fd4,7e:ff:24:6f:b3:9b,65024,1898.93,950.15,18779,0,288
cfc9267d-9b04-4409-a49b-8f51213d4db6,ea:b0:db:44:a7:5d,65024,1722.97,862.18,18779,0,320
41652934-c82c-4068-9a99-7c1f1b30f747,2a:3a:47:c0:9b:6b,65024,1611.63,806.53,18779,0,320
f05e4d65-45bc-4aad-86e8-9495e9979942,3e:0d:ca:bc:46:f7,65024,2266.37,1133.86,18779,0,288
f20de40e-8ed9-4c71-b199-2d3716d01683,12:3b:79:04:cf:8e,65024,2197.06,1099.20,18779,0,320
0850213e-01bb-4bfe-8aa6-c74087744d80,f2:28:c6:45:28:da,65024,3435.96,1718.75,18779,0,288
8571e7cc-ae2b-461f-ae24-f6892f0c746c,86:86:94:ca:ff:3c,65024,2371.16,1186.25,18779,0,288
423ce96d-1e26-4f6b-bf48-6c7bd49fa9a7,4a:7b:aa:2e:82:63,65024,3122.18,1561.84,18779,0,320
97ab9f60-f0e1-49f6-9607-a5f76464eb36,aa:dc:ee:7f:bc:7f,65024,3604.18,1802.94,18779,0,288
5fcf642d-96f1-4d3f-854a-ce85bb54622c,fe:6a:1f:b8:6f:6c,65024,1454.58,727.89,18779,0,288
85c46be9-5234-42cc-8241-72fa59fa7540,4a:13:c1:be:c7:9f,65024,2475.31,1238.33,18779,0,320
4bf31ed6-60e6-485b-89ae-7cedd3617d9e,76:58:b4:d7:d2:34,65024,1919.08,960.19,18779,0,288
c40a3814-0844-4c5b-b6ee-c5f78e559d97,a6:37:23:e4:33:bd,65024,4027.04,2014.23,18779,0,288
c40a3814-0844-4c5b-b6ee-c5f78e559d97,a6:37:23:e4:33:bd,65024,4027.03,2014.23,18779,0,288
97ab9f60-f0e1-49f6-9607-a5f76464eb36,aa:dc:ee:7f:bc:7f,65024,3604.17,1802.93,18779,0,288
6f325513-b43f-496d-b4b6-9f4e60cdc04e,9e:53:e8:a1:4d:c0,65024,1895.90,948.62,18779,0,288
81de5d1c-3cb1-406f-a5cc-19ba7859272a,6e:11:be:2f:40:10,65024,1656.96,829.09,18779,0,288
4abcf6e5-2765-4fd3-93e3-81c4c89112bf,7a:f9:28:dd:f5:80,65024,2218.18,1109.85,18779,0,288
41652934-c82c-4068-9a99-7c1f1b30f747,2a:3a:47:c0:9b:6b,65024,1611.72,806.57,18779,0,320
a0971207-45c4-426d-9927-6b94bda5bfd4,9a:d8:64:3d:1a:8a,65024,2176.87,1089.10,18779,0,288
4bf31ed6-60e6-485b-89ae-7cedd3617d9e,76:58:b4:d7:d2:34,65024,1919.10,960.20,18779,0,320
f05e4d65-45bc-4aad-86e8-9495e9979942,3e:0d:ca:bc:46:f7,65024,2266.36,1133.85,18779,0,288
67fffe87-ce86-45e4-8ab6-d4b2d1fd86f5,12:c7:ad:80:d9:47,65024,1404.03,702.59,18779,0,288
f6ce5d9b-c9d6-441e-ba24-6f460a548987,2e:94:82:e4:da:fd,65024,1998.77,1000.03,18779,0,288
c926b476-9f9e-4aa2-9f6b-4c5206ce4da0,d2:e7:c4:db:b7:43,65024,1903.87,952.56,18779,0,320
a0971207-45c4-426d-9927-6b94bda5bfd4,9a:d8:64:3d:1a:8a,65024,2176.83,1089.08,18779,0,288
dd25b049-7861-4c42-bca2-05dc015e9dff,62:cc:bb:60:8f:23,65024,1532.48,766.86,18779,0,288
318d878f-a1a2-4d17-89bd-a67519bb4e11,66:02:2d:89:c5:7b,65024,1657.94,829.64,18779,0,320
b8b6d651-e8b0-44ba-9d32-14a78455653f,7a:d7:d3:c3:3a:ac,65024,2050.18,1025.78,18779,0,288
ee9bcc09-b311-46f3-8ee6-e4dc06700d71,56:5c:da:f7:56:94,65024,2876.71,1439.28,18779,0,288
423ce96d-1e26-4f6b-bf48-6c7bd49fa9a7,4a:7b:aa:2e:82:63,65024,3122.21,1561.86,18779,0,320
9464d668-f2ce-448a-afdb-1b336d98f76a,46:12:ff:d2:7d:9f,65024,1632.86,817.02,18779,0,288
ea5a5cec-ec50-4f07-87e4-10eba3924bea,32:9e:ca:3f:27:2b,65024,1714.24,857.75,18779,0,288
bb5489ae-e83f-4bb6-986a-b9d4bb4e3785,26:0a:63:63:1e:4f,65024,1732.38,866.85,18779,0,288
5bd15fa5-140f-45a1-bb5a-5ee19fe23c84,fe:4d:76:f5:a2:ca,65024,1590.84,796.09,18779,0,288
18447c40-d354-4cb6-9787-bc02f6f55c4e,2a:2c:80:ae:c4:2a,65024,675.55,338.30,18779,0,288
