Boot ID,MAC Addr,raw_device_num,UP Time 2,UP Time 1,File NR 3,File NR 2,File NR 1
e708fb26-3543-4a95-8b91-64f8825c5943,ba:8c:c0:b8:7d:5c,65024,2528.92,1265.20,18779,0,320
81de5d1c-3cb1-406f-a5cc-19ba7859272a,6e:11:be:2f:40:10,65024,1656.51,828.86,18779,0,288
9993b0ca-bfc5-4b17-be6a-549899f097a6,2e:e5:04:3e:20:53,65024,2156.46,1078.95,18779,0,320
710307a2-e78f-4382-a38e-e0d2a554ba30,8e:87:77:e7:17:ca,65024,2259.62,1130.48,18779,0,320
41652934-c82c-4068-9a99-7c1f1b30f747,2a:3a:47:c0:9b:6b,65024,1611.21,806.32,18779,0,320
41652934-c82c-4068-9a99-7c1f1b30f747,2a:3a:47:c0:9b:6b,65024,1611.24,806.34,18779,0,320
81de5d1c-3cb1-406f-a5cc-19ba7859272a,6e:11:be:2f:40:10,65024,1656.54,828.88,18779,0,288
a4b55950-e939-48be-8a3f-ac08192bae38,82:e2:47:25:2c:63,65024,2067.88,1034.57,18779,0,320
9993b0ca-bfc5-4b17-be6a-549899f097a6,2e:e5:04:3e:20:53,65024,2156.47,1078.95,18779,0,320
710307a2-e78f-4382-a38e-e0d2a554ba30,8e:87:77:e7:17:ca,65024,2259.65,1130.50,18779,0,320
85a7309b-a0f2-4989-aaa1-be6312ae555f,9a:d7:63:35:89:87,65024,2069.55,1035.41,18779,0,288
8e56cacc-cad5-49a0-8ade-d4c646825e9b,a2:cf:7d:e5:e8:dd,65024,2334.37,1167.82,18779,0,320
e708fb26-3543-4a95-8b91-64f8825c5943,ba:8c:c0:b8:7d:5c,65024,2528.96,1265.22,18779,0,320
0d8c773c-cae4-4cba-9ab5-572dc0b5bc52,3e:c5:a5:ca:6d:df,65024,2118.75,1060.04,18779,0,288
cbacb840-48a2-452c-aa4c-6c26800dad40,a6:0c:f4:9b:57:25,65024,3021.54,1511.57,18779,0,288
85c46be9-5234-42cc-8241-72fa59fa7540,4a:13:c1:be:c7:9f,65024,2474.93,1238.13,18779,0,320
f6ce5d9b-c9d6-441e-ba24-6f460a548987,2e:94:82:e4:da:fd,65024,1998.34,999.80,18779,0,288
6f325513-b43f-496d-b4b6-9f4e60cdc04e,9e:53:e8:a1:4d:c0,65024,1895.52,948.43,18779,0,288
89ac607a-c1f7-48b9-98e8-e89584537bbf,a6:7a:9b:66:49:a3,65024,2317.40,1159.34,18779,0,320
a4b55950-e939-48be-8a3f-ac08192bae38,82:e2:47:25:2c:63,65024,2067.92,1034.60,18779,0,320
f6ce5d9b-c9d6-441e-ba24-6f460a548987,2e:94:82:e4:da:fd,65024,1998.34,999.81,18779,0,288
ee9bcc09-b311-46f3-8ee6-e4dc06700d71,56:5c:da:f7:56:94,65024,2876.33,1439.09,18779,0,288
85a7309b-a0f2-4989-aaa1-be6312ae555f,9a:d7:63:35:89:87,65024,2069.57,1035.42,18779,0,288
8e56cacc-cad5-49a0-8ade-d4c646825e9b,a2:cf:7d:e5:e8:dd,65024,2334.41,1167.84,18779,0,320
85c46be9-5234-42cc-8241-72fa59fa7540,4a:13:c1:be:c7:9f,65024,2474.95,1238.15,18779,0,320
0d8c773c-cae4-4cba-9ab5-572dc0b5bc52,3e:c5:a5:ca:6d:df,65024,2118.79,1060.06,18779,0,288
318d878f-a1a2-4d17-89bd-a67519bb4e11,66:02:2d:89:c5:7b,65024,1657.57,829.45,18779,0,320
401954b7-3832-4ba6-8c96-0e411ea01fd4,7e:ff:24:6f:b3:9b,65024,1898.60,949.97,18779,0,288
773131d2-dbac-4d89-881d-fd6f2fe51eed,fa:42:8d:84:07:64,65024,1433.08,717.15,18779,0,288
1ffda96f-84d5-4b5b-a49b-ff77fe07739e,16:25:29:ea:68:a5,65024,2484.23,1242.76,18779,0,320
89ac607a-c1f7-48b9-98e8-e89584537bbf,a6:7a:9b:66:49:a3,65024,2317.43,1159.36,18779,0,320
a4b55950-e939-48be-8a3f-ac08192bae38,82:e2:47:25:2c:63,65024,2068.00,1034.64,18779,0,320
41652934-c82c-4068-9a99-7c1f1b30f747,2a:3a:47:c0:9b:6b,65024,1611.32,806.37,18779,0,320
cfc9267d-9b04-4409-a49b-8f51213d4db6,ea:b0:db:44:a7:5d,65024,1722.66,862.02,18779,0,320
6f325513-b43f-496d-b4b6-9f4e60cdc04e,9e:53:e8:a1:4d:c0,65024,1895.56,948.45,18779,0,288
ee9bcc09-b311-46f3-8ee6-e4dc06700d71,56:5c:da:f7:56:94,65024,2876.35,1439.10,18779,0,288
cbacb840-48a2-452c-aa4c-6c26800dad40,a6:0c:f4:9b:57:25,65024,3021.58,1511.60,18779,0,288
9993b0ca-bfc5-4b17-be6a-549899f097a6,2e:e5:04:3e:20:53,65024,2156.55,1079.00,18779,0,320
710307a2-e78f-4382-a38e-e0d2a554ba30,8e:87:77:e7:17:ca,65024,2259.73,1130.54,18779,0,320
e708fb26-3543-4a95-8b91-64f8825c5943,ba:8c:c0:b8:7d:5c,65024,2529.02,1265.25,18779,0,320
1ffda96f-84d5-4b5b-a49b-ff77fe07739e,16:25:29:ea:68:a5,65024,2484.25,1242.78,18779,0,320
401954b7-3832-4ba6-8c96-0e411ea01fd4,7e:ff:24:6f:b3:9b,65024,1898.61,949.98,18779,0,288
8a59bc73-bac9-4c5e-acbe-759eaf4d6daf,16:57:6a:4f:17:61,65024,2174.19,1087.68,18779,0,320
00d60f6e-996e-4dad-9ec0-8c3a320bc5e4,76:7f:62:89:99:7c,65024,1812.22,906.75,18779,0,320
81de5d1c-3cb1-406f-a5cc-19ba7859272a,6e:11:be:2f:40:10,65024,1656.63,828.92,18779,0,288
8571e7cc-ae2b-461f-ae24-f6892f0c746c,86:86:94:ca:ff:3c,65024,2370.82,1186.08,18779,0,288
77c21292-241b-4224-9170-7645364ef13f,b6:c6:8e:1c:80:2f,65024,2173.77,1087.60,18779,0,288
773131d2-dbac-4d89-881d-fd6f2fe51eed,fa:42:8d:84:07:64,65024,1433.08,717.15,18779,0,288
6d7e34e1-f263-460b-96bb-0f17e2b33f4e,ce:49:e6:73:97:39,65024,3221.06,1611.23,18779,0,288
318d878f-a1a2-4d17-89bd-a67519bb4e11,66:02:2d:89:c5:7b,65024,1657.59,829.46,18779,0,320
cfc9267d-9b04-4409-a49b-8f51213d4db6,ea:b0:db:44:a7:5d,65024,1722.65,862.01,18779,0,320
8571e7cc-ae2b-461f-ae24-f6892f0c746c,86:86:94:ca:ff:3c,65024,2370.81,1186.07,18779,0,288
f7806322-d9be-4085-80ea-a5fdb5da6efe,46:61:84:e8:a7:59,65024,1728.95,865.11,18779,0,288
