GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-00-31-73,1,73,a3d40fdb-d80e-4be3-9bc8-a9de170176da,2020-09-22 07:32:02,85287934-5c45-49c3-abf4-7b33085cbe73,2020-09-22 07:31:04,3,95,95,95,out/09-22-00-31/log,out/09-22-00-31/base_samples73,,out/09-22-00-31/bit1_samples73,out/09-22-00-31/bit0_samples73,3.4500873655114,,0.834915457357259,9A:36:77:43:8C:70,No
09-22-00-31-89,1,89,2e0ced4c-4890-4f5e-866a-4f0e1e96d277,2020-09-22 07:32:02,aa24a9b0-1c37-4b0f-a73b-7fb96c5f3181,2020-09-22 07:31:04,3,89,89,89,out/09-22-00-31/log,out/09-22-00-31/base_samples89,,out/09-22-00-31/bit1_samples89,out/09-22-00-31/bit0_samples89,0,,0.311478843936236,02:07:D6:07:70:05,No
09-22-00-31-25,1,25,c967a6ce-1b43-4850-896f-8abf10b29754,2020-09-22 07:32:02,b9986659-dd44-4533-a15f-bab1f7cbed25,2020-09-22 07:31:04,3,25,64,25,out/09-22-00-31/log,out/09-22-00-31/base_samples25,,out/09-22-00-31/bit1_samples25,out/09-22-00-31/bit0_samples25,3.08982249259642,,0.199997343737377,82:17:4D:98:70:33,No
09-22-00-31-79,1,79,6c013b9b-1a0f-48bc-9d75-430cba0bcc38,2020-09-22 07:32:02,4af29814-3cd3-4ce3-a13a-07844df4c63f,2020-09-22 07:31:04,3,79,79,79,out/09-22-00-31/log,out/09-22-00-31/base_samples79,,out/09-22-00-31/bit1_samples79,out/09-22-00-31/bit0_samples79,0,,0.213219385121643,82:00:23:9D:34:30,No
09-22-00-31-32,1,32,c2aeae9d-1ac0-4499-95b0-72c4c9d431ce,2020-09-22 07:32:02,d583a3b8-9f76-4a61-ba3b-8ba223c42a7c,2020-09-22 07:31:04,3,74,74,74,out/09-22-00-31/log,out/09-22-00-31/base_samples32,,out/09-22-00-31/bit1_samples32,out/09-22-00-31/bit0_samples32,4.30644935849635,,0.1066362934885,BA:0F:B0:92:8D:31,No
09-22-00-31-84,1,84,0126137a-add4-4226-a164-49d3d1e7b754,2020-09-22 07:32:02,c8c2555a-772c-45ef-be7f-0e568c8a1fa9,2020-09-22 07:31:04,3,116,116,116,out/09-22-00-31/log,out/09-22-00-31/base_samples84,,out/09-22-00-31/bit1_samples84,out/09-22-00-31/bit0_samples84,4.24208705988931,,0.301138966555726,F2:15:F4:0B:37:D2,No
09-22-00-31-59,1,59,e04e6d76-3092-4584-8e9f-45cfad1b5117,2020-09-22 07:32:02,a67b1edc-6c3f-48b3-a846-a187c950000a,2020-09-22 07:31:04,3,59,59,59,out/09-22-00-31/log,out/09-22-00-31/base_samples59,,out/09-22-00-31/bit1_samples59,out/09-22-00-31/bit0_samples59,0,,0.324322362852376,6E:BD:38:D7:F9:1A,No
09-22-00-31-71,1,71,bea1b612-df9a-4017-895e-d100af415e0e,2020-09-22 07:32:02,7352ac89-a19b-4b0a-ac80-9a98b18a62c0,2020-09-22 07:31:04,3,113,113,113,out/09-22-00-31/log,out/09-22-00-31/base_samples71,,out/09-22-00-31/bit1_samples71,out/09-22-00-31/bit0_samples71,4.07578040799318,,0.121657331608904,E2:6E:39:67:D8:F8,No
09-22-00-31-95,1,95,827df3db-b5e3-443a-8948-501527231a5e,2020-09-22 07:32:02,3c559e4b-ae73-4089-ba84-779308512441,2020-09-22 07:31:04,3,95,95,95,out/09-22-00-31/log,out/09-22-00-31/base_samples95,,out/09-22-00-31/bit1_samples95,out/09-22-00-31/bit0_samples95,0,,1.30389954354113,C6:FE:73:46:57:FA,No
09-22-00-31-46,1,46,7916e059-e1e6-46a2-bfa4-1ad1d54067fe,2020-09-22 07:32:02,cabfc959-2233-44cb-9fbf-76c05d0a6c15,2020-09-22 07:31:04,3,46,46,46,out/09-22-00-31/log,out/09-22-00-31/base_samples46,,out/09-22-00-31/bit1_samples46,out/09-22-00-31/bit0_samples46,0,,0.48235801929128,D2:2F:E5:C2:E8:72,No
09-22-00-31-66,1,66,01a8cc38-1827-43b2-b6d3-91a3be13dde4,2020-09-22 07:32:02,91aa3fa1-7723-46fd-9c16-fad4130958ee,2020-09-22 07:31:04,3,66,66,66,out/09-22-00-31/log,out/09-22-00-31/base_samples66,,out/09-22-00-31/bit1_samples66,out/09-22-00-31/bit0_samples66,0,,0.325254901257242,56:48:B4:3C:A9:7F,No
09-22-00-31-48,1,48,0e7ebb71-6d40-4503-8596-9969b9ddbb8e,2020-09-22 07:32:03,fcbd42b4-413f-4115-9683-5148a8752ed7,2020-09-22 07:31:04,3,48,48,48,out/09-22-00-31/log,out/09-22-00-31/base_samples48,,out/09-22-00-31/bit1_samples48,out/09-22-00-31/bit0_samples48,0,,0.0909791060169615,66:49:14:B5:08:74,No
