Logs,GUID,CPU CPI,Error,IP Address,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,Predecessors,Bit-1 Sample,End Time,Boot ID,Base Sample,Bit-0 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-13-34/log,02-03-13-34-32,7.872491,,169.254.76.1,1,32,1,C2:3C:32:15:F4:C3,248c29ff-9eae-441c-a0ee-ea690f91635c,2021-02-03 21:34:36,30,2,68,32,-1,"02-03-13-17-12,02-03-13-21-45,02-03-13-24-2,02-03-13-27-25,02-03-13-31-77",out/02-03-13-34/bit1_samples32,2021-02-03 21:35:29,4da24c1b-2312-4bfd-bd0b-ebd83c9c97d2,-,-,Yes,DEFAULT,-,-
out/02-03-13-34/log,02-03-13-34-51,8.100691,,169.254.76.1,1,51,2,A2:BA:6E:07:1E:76,d34c1898-eeb4-44e5-9399-75719738ea14,2021-02-03 21:34:36,30,3,51,50,24,"02-03-13-21-52,02-03-13-24-15,02-03-13-27-76,02-03-13-31-86",-,2021-02-03 21:35:29,03c31657-5075-440b-a319-aea041a3bf6b,-,out/02-03-13-34/bit0_samples51,Yes,DEFAULT,-,-
out/02-03-13-34/log,02-03-13-34-33,8.519190,,169.254.76.1,1,33,3,6A:60:AB:90:7C:FF,e264e998-9ef7-4540-9471-f40de2a8449f,2021-02-03 21:34:37,30,2,72,33,-1,"02-03-13-27-67,02-03-13-31-62",out/02-03-13-34/bit1_samples33,2021-02-03 21:35:29,42a7905f-a721-4dbc-a9a3-077e1d0554f7,-,-,Yes,DEFAULT,-,-
out/02-03-13-34/log,02-03-13-34-15,7.871975,,169.254.76.1,1,15,4,EA:6E:3A:4C:83:20,e0206701-86dd-4ccd-85fa-46a6a4464b22,2021-02-03 21:34:37,30,2,15,12,-1,"02-03-13-24-75,02-03-13-27-32,02-03-13-31-35",-,2021-02-03 21:35:29,9acf0baf-a791-4768-a637-fd1bf9854bea,-,out/02-03-13-34/bit0_samples15,Yes,DEFAULT,-,-
out/02-03-13-34/log,02-03-13-34-41,7.844974,,169.254.76.1,1,41,-,6A:14:49:27:B0:0A,778073ae-87af-41f7-bbf1-acd7bbfb58e5,2021-02-03 21:34:36,30,3,90,44,41,"02-03-13-02-13,02-03-13-06-32,02-03-13-07-25,02-03-13-10-5,02-03-13-14-51,02-03-13-17-14,02-03-13-21-66,02-03-13-24-93,02-03-13-27-44,02-03-13-31-52",-,2021-02-03 21:35:20,3de2e9f2-f337-4382-b4c6-94740bbd2f1e,-,-,Yes,DEFAULT,-,-
out/02-03-13-34/log,02-03-13-34-34,7.903470,,169.254.76.1,1,34,5,AA:0B:62:5F:73:72,ad4c22bf-170c-4909-b9c9-232513d33244,2021-02-03 21:34:37,30,2,60,34,-1,02-03-13-31-80,out/02-03-13-34/bit1_samples34,2021-02-03 21:35:29,ea4640df-5f1e-464f-889d-0c44a721b483,-,-,Yes,DEFAULT,-,-
out/02-03-13-34/log,02-03-13-34-40,7.893255,,169.254.76.1,1,40,6,16:58:11:3D:26:E6,87823735-a92a-420d-875a-359fffc02f69,2021-02-03 21:34:37,30,2,67,40,-1,"02-03-13-14-1,02-03-13-17-21,02-03-13-21-26,02-03-13-24-11,02-03-13-27-52,02-03-13-31-11",out/02-03-13-34/bit1_samples40,2021-02-03 21:35:29,2e0d2be0-d261-4345-ba17-5541c10d6bd6,-,-,Yes,DEFAULT,-,-
out/02-03-13-34/log,02-03-13-34-99,7.802155,,169.254.76.1,1,99,-,3E:BA:44:3B:25:01,4d7bd6cf-0572-4b55-af25-cb46321b27f8,2021-02-03 21:34:37,20,1,99,-1,-1,"02-03-13-02-27,02-03-13-06-6,02-03-13-07-99,02-03-13-10-93,02-03-13-14-30,02-03-13-17-83,02-03-13-21-83,02-03-13-24-90,02-03-13-27-73,02-03-13-31-24",-,2021-02-03 21:35:10,78f62c26-5ab6-46ca-aa35-62b8b4724fc9,-,-,Yes,DEFAULT,-,-
out/02-03-13-34/log,02-03-13-34-62,7.867988,,169.254.76.1,1,62,-,AE:DA:D2:C1:95:A0,b78931aa-1af5-4751-a6c1-464a2689f950,2021-02-03 21:34:37,20,1,62,-1,-1,"02-03-13-02-64,02-03-13-06-47,02-03-13-07-61,02-03-13-10-8,02-03-13-14-31,02-03-13-17-94,02-03-13-21-100,02-03-13-24-95,02-03-13-27-97,02-03-13-31-68",-,2021-02-03 21:35:10,998ecdc8-9943-4c0b-8663-867de707e8d5,-,-,Yes,DEFAULT,-,-
out/02-03-13-34/log,02-03-13-34-19,7.774620,,169.254.76.1,1,19,7,DA:1A:FA:D3:D2:0F,58220de8-f2c9-430b-bdaf-d3c47e4d6c83,2021-02-03 21:34:37,30,2,57,19,-1,"02-03-13-24-45,02-03-13-27-30,02-03-13-31-72",out/02-03-13-34/bit1_samples19,2021-02-03 21:35:29,c7b42126-ba38-4366-8572-895eb41df5a8,-,-,Yes,DEFAULT,-,-
