Id,Lambda,Phase,Bit,Base Size,Base Mean,Base Std,Size,Mean,Std,KSvalue,Mean Diff
1403,0,2,8,949,17489,329883,1000,5978,1900,0.470239314766257,-11511
1401,0,2,5,949,17489,329883,984,6035,2663,0.55052882710816,-11454
1398,0,2,2,949,17489,329883,1000,6069,2448,0.373903353678865,-11420
1397,0,2,1,949,17489,329883,999,6080,2416,0.436166160163385,-11409
1391,0,1,3,949,17489,329883,970,6099,2738,0.341425157191838,-11390
1399,0,2,3,949,17489,329883,1000,6105,2292,0.384235291469702,-11384
1381,0,0,1,949,17489,329883,993,6163,2775,0.343479362370636,-11326
1390,0,1,2,949,17489,329883,947,6180,2774,0.295528716201838,-11309
1400,0,2,4,949,17489,329883,993,6189,3195,0.481991458238096,-11300
1404,0,2,9,949,17489,329883,975,6190,6107,0.750461107850163,-11299
1988,0,1,2,922,17284,331950,942,5989,2870,0.207142538013968,-11295
1402,0,2,7,949,17489,329883,942,6203,3042,0.411435437079199,-11286
1984,0,0,8,922,17284,331950,976,6038,3252,0.337476817507709,-11246
1388,0,0,9,949,17489,329883,954,6246,3052,0.198327447621872,-11243
1383,0,0,3,949,17489,329883,989,6261,2999,0.576488022606918,-11228
1981,0,0,3,922,17284,331950,979,6097,3222,0.271809853971031,-11187
1980,0,0,2,922,17284,331950,1000,6108,3424,0.272435714419574,-11176
1989,0,1,3,922,17284,331950,996,6129,4402,0.183290481208421,-11155
1991,0,1,7,922,17284,331950,976,6143,3256,0.156253434561604,-11141
1396,0,1,9,949,17489,329883,1000,6363,3717,0.376094061084818,-11126
1394,0,1,7,949,17489,329883,988,6367,3376,0.689603363264795,-11122
781,0,2,3,970,17214,323877,984,6110,3417,0.401680697247916,-11104
1384,0,0,4,949,17489,329883,982,6389,4393,0.186633620297045,-11100
1387,0,0,8,949,17489,329883,960,6391,3781,0.122045456594192,-11098
1395,0,1,8,949,17489,329883,947,6415,3690,0.665892255063813,-11074
1389,0,1,1,949,17489,329883,962,6433,3709,0.737559552935584,-11056
1982,0,0,4,922,17284,331950,989,6229,3851,0.256321051403312,-11055
775,0,1,6,970,17214,323877,949,6170,3455,0.284397063206464,-11044
1983,0,0,7,922,17284,331950,949,6245,4403,0.134040425113456,-11039
1998,0,2,4,922,17284,331950,975,6247,4093,0.346816612868822,-11037
1392,0,1,4,949,17489,329883,969,6495,4045,0.335147894241991,-10994
1979,0,0,1,922,17284,331950,1000,6311,4473,0.232771250797999,-10973
1382,0,0,2,949,17489,329883,939,6525,4089,0.221648884257709,-10964
1990,0,1,4,922,17284,331950,1000,6321,3701,0.761181788809568,-10963
786,0,2,9,970,17214,323877,1000,6277,3649,0.570610043286698,-10937
1987,0,1,1,922,17284,331950,924,6348,4255,0.364295688855475,-10936
1691,0,0,1,1000,16979,325309,999,6046,2451,0.360615105553922,-10933
1709,0,2,3,1000,16979,325309,989,6051,2748,0.341070030424455,-10928
1693,0,0,3,1000,16979,325309,1000,6062,2466,0.494070399968466,-10917
1995,0,2,1,922,17284,331950,995,6367,3867,0.277506426587194,-10917
785,0,2,8,970,17214,323877,988,6309,3780,0.246779986151295,-10905
1708,0,2,2,1000,16979,325309,948,6079,2850,0.334845281890314,-10900
1705,0,1,9,1000,16979,325309,1000,6127,2556,0.364780949509428,-10852
1978,0,0,0,922,17284,331950,957,6440,4011,0.202952569364238,-10844
2000,0,2,8,922,17284,331950,976,6447,4308,0.317152868239008,-10837
1692,0,0,2,1000,16979,325309,1000,6148,2884,0.426451704328872,-10831
771,0,1,0,970,17214,323877,1000,6387,4984,0.197052952253203,-10827
1996,0,2,2,922,17284,331950,950,6473,4642,0.183831559674079,-10811
1704,0,1,8,1000,16979,325309,997,6170,2917,0.309082915854053,-10809
1386,0,0,7,949,17489,329883,1000,6687,13031,0.199585800294744,-10802
1393,0,1,5,949,17489,329883,1000,6692,10513,0.386313890445936,-10797
1710,0,2,5,1000,16979,325309,921,6182,2987,0.534893532661777,-10797
1985,0,0,9,922,17284,331950,972,6488,4500,0.094966228276564,-10796
1698,0,1,0,1000,16979,325309,995,6211,3182,0.379704982806723,-10768
1699,0,1,1,1000,16979,325309,900,6212,2975,0.329124300674869,-10767
1702,0,1,5,1000,16979,325309,1000,6213,3128,0.471620277474368,-10766
1706,0,2,0,1000,16979,325309,1000,6214,3223,0.181680523171858,-10765
1711,0,2,7,1000,16979,325309,953,6214,3409,0.321827963408288,-10765
1694,0,0,5,1000,16979,325309,972,6219,2838,0.514926809322157,-10760
1690,0,0,0,1000,16979,325309,919,6229,3166,0.433147824509306,-10750
776,0,1,7,970,17214,323877,1000,6473,3958,0.284004098138728,-10741
1993,0,1,9,922,17284,331950,1000,6543,4321,0.580687186507982,-10741
1992,0,1,8,922,17284,331950,973,6557,13546,0.212746284335584,-10727
2001,0,2,9,922,17284,331950,937,6559,4707,0.341981218470285,-10725
779,0,2,0,970,17214,323877,942,6507,4571,0.54260223551502,-10707
1697,0,0,9,1000,16979,325309,990,6280,3234,0.301785975713311,-10699
1986,0,1,0,922,17284,331950,978,6590,4486,0.354604470805197,-10694
784,0,2,7,970,17214,323877,1000,6540,4419,0.212784034578214,-10674
1713,0,2,9,1000,16979,325309,949,6306,3859,0.585865709500429,-10673
777,0,1,8,970,17214,323877,1000,6577,4273,0.155720705933337,-10637
1997,0,2,3,922,17284,331950,986,6650,5911,0.16379633063746,-10634
772,0,1,2,970,17214,323877,991,6626,5117,0.283954042738061,-10588
14,0,1,5,968,16620,324000,980,6033,2619,0.528039506173881,-10587
1960,0,1,9,1000,16474,322559,973,5889,1069,0.385861237592419,-10585
1956,0,1,0,1000,16474,322559,929,5896,1162,0.495936291954868,-10578
1951,0,0,0,1000,16474,322559,973,5897,1443,0.274188585827229,-10577
25,0,2,7,968,16620,324000,979,6044,2825,0.323629292186825,-10576
1999,0,2,7,922,17284,331950,1000,6708,4880,0.333758926301095,-10576
1703,0,1,7,1000,16979,325309,958,6411,3655,0.417148009317054,-10568
19,0,2,1,968,16620,324000,923,6056,2660,0.685116673890053,-10564
13,0,1,4,968,16620,324000,995,6062,2348,0.222795824045415,-10558
1700,0,1,2,1000,16979,325309,1000,6425,3822,0.070078370414843,-10554
21,0,2,3,968,16620,324000,941,6067,2365,0.327495196269529,-10553
770,0,0,9,970,17214,323877,1000,6680,4846,0.167910336332506,-10534
12,0,1,3,968,16620,324000,1000,6088,2276,0.148151974567763,-10532
767,0,0,6,970,17214,323877,1000,6688,4713,0.374138788807938,-10526
1964,0,2,8,1000,16474,322559,1000,5957,1420,0.351554607422517,-10517
27,0,2,9,968,16620,324000,987,6117,2614,0.17357571199257,-10503
765,0,0,3,970,17214,323877,920,6727,4697,0.135287590920899,-10487
773,0,1,3,970,17214,323877,962,6729,7435,0.320538306211253,-10485
1712,0,2,8,1000,16979,325309,1000,6498,4267,0.198540475722206,-10481
1962,0,2,5,1000,16474,322559,969,6000,1946,0.22600102038916,-10474
1994,0,2,0,922,17284,331950,1000,6811,6720,0.334718351914307,-10473
764,0,0,2,970,17214,323877,914,6745,4833,0.263874695211651,-10469
26,0,2,8,968,16620,324000,955,6156,3043,0.072968608643293,-10464
17,0,1,8,968,16620,324000,1000,6157,3360,0.102052212614964,-10463
1957,0,1,5,1000,16474,322559,942,6022,2083,0.324042648706434,-10452
1965,0,2,9,1000,16474,322559,974,6024,2164,0.253293248778241,-10450
11,0,1,2,968,16620,324000,975,6172,3200,0.396793061774903,-10448
766,0,0,4,970,17214,323877,966,6772,5077,0.154543057923697,-10442
763,0,0,0,970,17214,323877,936,6806,4730,0.317133458250645,-10408
774,0,1,4,970,17214,323877,1000,6806,4917,0.178321165968638,-10408
1695,0,0,7,1000,16979,325309,965,6575,7725,0.262501717649716,-10404
8,0,0,8,968,16620,324000,948,6217,2979,0.157536949211437,-10403
15,0,1,6,968,16620,324000,987,6230,3184,0.345330506741134,-10390
1952,0,0,5,1000,16474,322559,990,6102,2547,0.103541945921075,-10372
1959,0,1,8,1000,16474,322559,1000,6103,2349,0.496149943187541,-10371
778,0,1,9,970,17214,323877,1000,6845,5379,0.247041595685766,-10369
24,0,2,6,968,16620,324000,1000,6259,3946,0.163600507286118,-10361
6,0,0,6,968,16620,324000,1000,6267,3423,0.674424957067674,-10353
20,0,2,2,968,16620,324000,948,6289,3211,0.173939929174256,-10331
1696,0,0,8,1000,16979,325309,1000,6656,4485,0.257773916446176,-10323
886,0,0,7,1000,16138,320350,951,5848,920,0.161274162309415,-10290
9,0,0,9,968,16620,324000,978,6336,3244,0.133669215637053,-10284
890,0,1,4,1000,16138,320350,1000,5864,1172,0.181121506177483,-10274
4,0,0,4,968,16620,324000,964,6374,4213,0.553097169158204,-10246
1958,0,1,7,1000,16474,322559,972,6236,2950,0.321628346163882,-10238
899,0,2,8,1000,16138,320350,926,5907,1462,0.207857575293036,-10231
895,0,2,3,1000,16138,320350,971,5913,1513,0.192133573085308,-10225
1953,0,0,7,1000,16474,322559,994,6261,3205,0.171618277639163,-10213
5,0,0,5,968,16620,324000,1000,6423,4071,0.255152323352341,-10197
18,0,1,9,968,16620,324000,970,6435,4674,0.084224495673089,-10185
887,0,0,8,1000,16138,320350,996,5961,1568,0.137451225926629,-10177
897,0,2,6,1000,16138,320350,952,5970,2292,0.547685518516632,-10168
884,0,0,4,1000,16138,320350,923,5980,2296,0.236820251288522,-10158
893,0,1,8,1000,16138,320350,1000,5985,1697,0.122771312304626,-10153
896,0,2,4,1000,16138,320350,1000,5988,2356,0.172713890582084,-10150
10,0,1,1,968,16620,324000,934,6482,12273,0.260263768682319,-10138
768,0,0,7,970,17214,323877,974,7076,5490,0.510525607099354,-10138
891,0,1,6,1000,16138,320350,986,6009,2026,0.103687674663382,-10129
1955,0,0,9,1000,16474,322559,988,6345,3323,0.201439567132194,-10129
1,0,0,1,968,16620,324000,952,6504,3916,0.208512832138068,-10116
883,0,0,3,1000,16138,320350,1000,6030,3256,0.147278617338024,-10108
16,0,1,7,968,16620,324000,962,6517,4021,0.495886366822647,-10103
898,0,2,7,1000,16138,320350,995,6062,2492,0.336211475156893,-10076
769,0,0,8,970,17214,323877,978,7140,5724,0.254330036184324,-10074
23,0,2,5,968,16620,324000,948,6580,11404,0.431042178945577,-10040
1963,0,2,7,1000,16474,322559,957,6444,12305,0.219598276560227,-10030
889,0,1,3,1000,16138,320350,1000,6116,3845,0.164954734700159,-10022
7,0,0,7,968,16620,324000,971,6612,4209,0.253026490065659,-10008
1961,0,2,0,1000,16474,322559,990,6576,19170,0.173113402715819,-9898
892,0,1,7,1000,16138,320350,979,6302,14079,0.150058848434541,-9836
2,0,0,2,968,16620,324000,978,6835,5227,0.736302702477044,-9785
894,0,1,9,1000,16138,320350,1000,6489,19930,0.218877513977567,-9649
1124,0,1,9,984,7738,13688,990,6449,3883,0.571648765753591,-1289
2037,0,2,0,1000,7589,5991,967,6302,3961,0.780286175285535,-1287
1126,0,2,2,984,7738,13688,950,6470,4563,0.693675318750941,-1268
2038,0,2,2,1000,7589,5991,1000,6358,3412,0.801149615318512,-1231
1113,0,0,3,984,7738,13688,986,6604,4899,0.308669713880104,-1134
1127,0,2,3,984,7738,13688,924,6607,5429,0.553473228113795,-1131
1111,0,0,0,984,7738,13688,900,6611,4421,0.173227845469905,-1127
1122,0,1,7,984,7738,13688,1000,6622,4548,0.522750630865638,-1116
1120,0,1,3,984,7738,13688,968,6629,4815,0.410376618828266,-1109
1119,0,1,2,984,7738,13688,975,6641,4953,0.644041162104206,-1097
2039,0,2,3,1000,7589,5991,1000,6498,4117,0.576916718534833,-1091
1117,0,0,9,984,7738,13688,973,6652,4570,0.478474392307356,-1086
1734,0,2,9,1000,7258,6382,962,6214,2997,0.64643685849931,-1044
2040,0,2,4,1000,7589,5991,978,6557,3898,0.893017449962877,-1032
879,0,2,6,992,6831,4889,1000,5807,1895,0.357646447336303,-1024
1121,0,1,6,984,7738,13688,965,6725,4836,0.145078571435344,-1013
1385,0,0,5,949,17489,329883,1000,16482,321902,0.743834603570188,-1007
1125,0,2,0,984,7738,13688,980,6755,5028,0.13449843297129,-983
1183,0,2,1,977,7092,6183,918,6115,2856,0.494525802729753,-977
2030,0,1,0,1000,7589,5991,962,6653,4621,0.447323761758826,-936
1131,0,2,9,984,7738,13688,997,6819,4869,0.615584355611342,-919
2024,0,0,2,1000,7589,5991,952,6677,4334,0.29532576995384,-912
