Boot ID,MAC Address,Bit-0 Pvalue,Bit-0 Sample,Logs,Bit-1 Pvalue,Bit-1 Sample,Base Sample,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
7616c503-b364-4c3c-bbcd-e1d240171f9a,6A:FE:69:FD:9B:68,1.00074581796569,out/09-10-14-11/bit0_samples8,out/09-10-14-11/log,0.0,out/09-10-14-11/bit1_samples8,out/09-10-14-11/base_samples8,8,1,2020-09-10 21:11:51,2020-09-10 21:12:36,8,7f08b095-2b12-4ffb-afbb-22148c015072,1,
0eb24f44-6f0f-4238-9103-4aaca8d479fb,66:36:7E:14:6A:51,1.00016143593105,out/09-10-14-11/bit0_samples53,out/09-10-14-11/log,0.0,out/09-10-14-11/bit1_samples53,out/09-10-14-11/base_samples53,53,1,2020-09-10 21:11:46,2020-09-10 21:12:37,53,68452a20-cd3b-4d29-b512-ed95563ee299,1,
672aaf0e-1392-487d-acac-368075c7bdf4,92:D6:E3:20:AA:A9,1.00115017104803,out/09-10-14-11/bit0_samples83,out/09-10-14-11/log,0.0,out/09-10-14-11/bit1_samples83,out/09-10-14-11/base_samples83,83,1,2020-09-10 21:11:46,2020-09-10 21:12:37,83,2987fad1-404a-407a-a53f-2125de0d90dd,1,
519f9685-d533-48ee-974d-2d013e07af15,6E:86:84:3F:39:30,1.00632088812186,out/09-10-14-11/bit0_samples51,out/09-10-14-11/log,0.0,out/09-10-14-11/bit1_samples51,out/09-10-14-11/base_samples51,51,1,2020-09-10 21:11:46,2020-09-10 21:12:37,51,f019cfe3-fae0-49f2-b418-d28e91c38b84,1,
ce3282ce-9910-49d5-8e69-6230ede101d5,AA:E4:0A:8D:44:E2,1.00336529595756,out/09-10-14-11/bit0_samples73,out/09-10-14-11/log,0.0,out/09-10-14-11/bit1_samples73,out/09-10-14-11/base_samples73,73,1,2020-09-10 21:11:46,2020-09-10 21:12:37,73,76dd08dc-28c1-4cad-b9fd-20c9bead6d00,1,
f202bfc0-5f0f-4738-a4e2-7479b2b7779d,AE:99:A2:9C:2A:2B,1.00597927711662,out/09-10-14-11/bit0_samples3,out/09-10-14-11/log,0.0,out/09-10-14-11/bit1_samples3,out/09-10-14-11/base_samples3,3,1,2020-09-10 21:11:46,2020-09-10 21:12:37,3,174f2788-464c-40d3-8e50-9b989012a827,1,
86efb407-426b-4bab-9c6e-547d081e02de,C6:78:D0:45:DF:15,1.00161392432803,out/09-10-14-11/bit0_samples82,out/09-10-14-11/log,0.0,out/09-10-14-11/bit1_samples82,out/09-10-14-11/base_samples82,82,1,2020-09-10 21:11:46,2020-09-10 21:12:36,82,8b6b728a-edd1-487d-9a95-3a764775f3d5,1,
959d1831-1d06-4301-a8a7-4187f918dc53,3A:A8:68:5A:66:C8,1.00614220982993,out/09-10-14-11/bit0_samples78,out/09-10-14-11/log,0.0,out/09-10-14-11/bit1_samples78,out/09-10-14-11/base_samples78,78,1,2020-09-10 21:11:46,2020-09-10 21:12:36,78,e50ba689-36e6-42fd-9c10-e5ca59cf078f,1,
ab33c3b2-2b5e-4116-abe1-8e9cf3971b0f,A6:91:5C:1B:F5:C1,1.00700143117736,out/09-10-14-11/bit0_samples86,out/09-10-14-11/log,0.0,out/09-10-14-11/bit1_samples86,out/09-10-14-11/base_samples86,86,1,2020-09-10 21:11:46,2020-09-10 21:12:36,86,2e0828bf-e38f-4a4c-bb83-d2f777d45bd1,1,
590140a1-4ab7-4f66-a37d-583aa6cc48fe,92:97:D2:7A:A0:05,1.00191983624433,out/09-10-14-11/bit0_samples39,out/09-10-14-11/log,-1.74327118677712,out/09-10-14-11/bit1_samples39,out/09-10-14-11/base_samples39,80,1,2020-09-10 21:11:46,2020-09-10 21:12:37,39,387395ec-a65d-4bbf-84af-9afeb518b633,1,
