Start Time,UP Time,Boot Time,Frequency,Interface,IP Address,MAC Address,Exec Time
1575608694140,859.16,2019-12-06 04:50:34,2000.167,eth0,192.168.1.1,fd:82:7f:43:a7:65,23.115596294403076
1575608694140,858.75,2019-12-06 04:50:35,2000.167,eth2,169.254.8.1,3d:ab:2c:35:01:a1,27.53597664833069
1575608694080,858.50,2019-12-06 04:50:35,2000.167,eth2,169.254.8.1,e1:6b:1b:3e:01:70,28.304864645004272
1575608717263,882.28,2019-12-06 04:50:34,2000.167,eth0,192.168.1.1,fd:82:7f:43:a7:65,24.52234411239624
1575608694810,0.90,2019-12-06 05:04:53,2000.148,eth2,169.254.8.1,25:ba:0b:00:8e:26,47.14773464202881
1575608694402,0.86,2019-12-06 05:04:53,2000.148,lo,127.0.0.1,1d:3a:cc:5b:b2:2f,47.961936950683594
1575608694335,0.83,2019-12-06 05:04:53,2000.148,eth2,169.254.8.1,09:ee:55:62:76:99,50.72236943244934
1575608695137,0.70,2019-12-06 05:04:54,2000.171,eth2,169.254.8.1,6d:8c:76:c2:90:ee,51.51937556266785
1575608705325,0.64,2019-12-06 05:05:04,2000.143,eth1,169.254.8.130,b9:85:eb:39:ce:e0,41.62966990470886
1575608694138,600.37,2019-12-06 04:54:53,2000.171,eth1,169.254.8.130,6d:8c:5c:25:e8:03,53.01015782356262
1575608694080,600.39,2019-12-06 04:54:53,2000.171,eth1,169.254.8.130,59:83:5a:91:e4:5f,53.12708067893982
1575608705291,0.70,2019-12-06 05:05:04,2000.143,eth0,192.168.1.1,6b:91:c2:6d:86:af,42.55807566642761
1575608705367,0.77,2019-12-06 05:05:04,2000.161,lo,127.0.0.1,01:6f:32:39:e0:6a,44.43380618095398
1575608721686,886.30,2019-12-06 04:50:35,2000.167,eth2,169.254.8.1,3d:ab:2c:35:01:a1,28.354309558868408
1575608705260,0.76,2019-12-06 05:05:04,2000.161,eth0,192.168.1.1,ab:b0:d5:ce:95:88,45.079020500183105
1575608722405,886.83,2019-12-06 04:50:35,2000.167,eth2,169.254.8.1,e1:6b:1b:3e:01:70,27.93640160560608
1575608705170,0.70,2019-12-06 05:05:04,2000.118,eth2,169.254.8.1,d1:60:ee:11:88:c2,46.07266879081726
1575608705270,0.68,2019-12-06 05:05:04,2000.162,eth1,169.254.8.130,7b:26:02:59:4f:15,46.78273892402649
1575608705805,0.79,2019-12-06 05:05:04,2000.177,lo,127.0.0.1,f9:e4:a2:53:d4:d3,46.39941906929016
1575608705156,0.74,2019-12-06 05:05:04,2000.176,eth0,192.168.1.1,49:ad:34:b6:72:75,47.32125949859619
1575608705132,0.72,2019-12-06 05:05:04,2000.176,eth1,169.254.8.130,bb:e1:83:37:1c:2f,47.45713400840759
1575608705085,0.65,2019-12-06 05:05:04,2000.173,eth2,169.254.8.1,b9:1d:69:25:2d:31,47.51711344718933
1575608705154,0.73,2019-12-06 05:05:04,2000.17,eth2,169.254.8.1,41:76:52:11:7e:7a,47.45236349105835
1575608715432,0.62,2019-12-06 05:05:14,2000.143,eth0,192.168.1.1,27:6b:9b:61:15:29,37.2110378742218
1575608705149,0.67,2019-12-06 05:05:04,2000.173,eth2,169.254.8.1,99:2b:34:99:69:dc,47.7686083316803
1575608705151,0.72,2019-12-06 05:05:04,2000.118,eth0,192.168.1.1,9f:c6:57:7b:54:08,47.9189932346344
1575608705500,0.62,2019-12-06 05:05:04,2000.173,eth0,192.168.1.1,51:1c:db:74:f1:19,47.676318645477295
1575608705189,0.71,2019-12-06 05:05:04,2000.151,eth2,169.254.8.1,57:75:0c:4a:03:c1,48.01641845703125
1575608705531,0.89,2019-12-06 05:05:04,2000.188,lo,127.0.0.1,e5:04:66:33:b9:17,47.744837284088135
1575608705451,0.70,2019-12-06 05:05:04,2000.168,eth0,192.168.1.1,21:59:c5:b0:85:51,48.017991065979004
1575608705288,0.83,2019-12-06 05:05:04,2000.177,eth2,169.254.8.1,ed:5e:fa:0b:7f:45,48.21625804901123
1575608705597,0.67,2019-12-06 05:05:04,2000.118,eth1,169.254.8.130,53:a7:3b:02:79:3a,48.11188769340515
1575608705325,0.69,2019-12-06 05:05:04,2000.17,eth2,169.254.8.1,19:92:fb:a5:7a:c5,48.42132592201233
1575608705244,0.69,2019-12-06 05:05:04,2000.18,lo,127.0.0.1,07:dc:fa:ab:40:c8,48.59246063232422
1575608705582,0.64,2019-12-06 05:05:04,2000.163,eth1,169.254.8.130,21:4f:2d:62:74:aa,48.316389322280884
1575608705524,0.70,2019-12-06 05:05:04,2000.17,eth2,169.254.8.1,e9:4b:45:09:5e:c6,48.428139448165894
1575608705133,0.72,2019-12-06 05:05:04,2000.158,eth2,169.254.8.1,6b:d8:c1:75:cf:5a,48.87225890159607
1575608705160,0.66,2019-12-06 05:05:04,2000.168,eth2,169.254.8.1,57:39:b8:1b:d3:2a,48.85437536239624
1575608705558,0.64,2019-12-06 05:05:04,2000.176,lo,127.0.0.1,9f:28:ed:c8:58:5a,48.47296094894409
1575608705125,0.72,2019-12-06 05:05:04,2000.179,eth2,169.254.8.1,df:fd:2c:21:01:9f,48.965237617492676
1575608705186,0.65,2019-12-06 05:05:04,2000.168,lo,127.0.0.1,8d:8a:91:98:9c:ac,49.03240609169006
1575608705856,0.61,2019-12-06 05:05:05,2000.138,eth0,192.168.1.1,97:f8:87:e3:ef:ee,48.36774158477783
1575608705289,0.69,2019-12-06 05:05:04,2000.162,eth2,169.254.8.1,2f:56:02:17:74:91,48.98524284362793
1575608705572,0.69,2019-12-06 05:05:04,2000.163,eth1,169.254.8.130,89:60:b4:8d:14:60,48.72667479515076
1575608705369,0.77,2019-12-06 05:05:04,2000.162,eth2,169.254.8.1,b9:41:be:97:00:d3,48.94064784049988
1575608705491,0.73,2019-12-06 05:05:04,2000.162,eth1,169.254.8.130,1f:f6:0b:a5:b1:db,48.84884786605835
1575608705361,0.80,2019-12-06 05:05:04,2000.16,lo,127.0.0.1,99:b8:60:0e:43:79,49.000638008117676
1575608705386,0.62,2019-12-06 05:05:04,2000.151,lo,127.0.0.1,c5:6c:a7:6f:31:72,49.00037860870361
1575608705289,0.79,2019-12-06 05:05:04,2000.177,eth2,169.254.8.1,d3:f3:41:f9:d2:14,49.13478183746338
1575608705729,0.77,2019-12-06 05:05:04,2000.17,eth1,169.254.8.130,ad:7e:ea:80:e8:91,48.71554446220398
1575608705486,0.84,2019-12-06 05:05:04,2000.17,eth2,169.254.8.1,05:e3:e0:c2:82:72,48.962687253952026
1575608705469,0.73,2019-12-06 05:05:04,2000.18,eth2,169.254.8.1,25:d0:4b:d1:c8:a6,49.07288408279419
1575608705332,0.66,2019-12-06 05:05:04,2000.151,eth2,169.254.8.1,dd:47:ba:4c:af:04,49.23391938209534
1575608705661,0.64,2019-12-06 05:05:04,2000.162,eth1,169.254.8.130,79:8c:59:7c:d3:ab,48.907283544540405
1575608705347,0.65,2019-12-06 05:05:04,2000.158,eth2,169.254.8.1,13:09:a7:79:a9:1d,49.22812032699585
1575608705591,0.73,2019-12-06 05:05:04,2000.168,eth2,169.254.8.1,2b:9c:12:44:6b:70,49.02083921432495
1575608705198,0.77,2019-12-06 05:05:04,2000.17,lo,127.0.0.1,09:a5:48:de:97:71,49.4633948802948
1575608705234,0.67,2019-12-06 05:05:04,2000.18,eth2,169.254.8.1,61:56:ea:aa:a5:80,49.43305778503418
1575608705463,0.69,2019-12-06 05:05:04,2000.163,eth1,169.254.8.130,49:d8:fd:c0:a5:04,49.21569561958313
1575608705589,0.64,2019-12-06 05:05:04,2000.158,eth1,169.254.8.130,03:0c:a5:02:6b:3b,49.105900049209595
1575608705287,0.73,2019-12-06 05:05:04,2000.138,eth0,192.168.1.1,0b:01:87:4b:b2:34,49.41500234603882
1575608705232,0.71,2019-12-06 05:05:04,2000.138,eth0,192.168.1.1,4d:7f:e8:d8:86:c3,49.585158824920654
1575608705528,0.87,2019-12-06 05:05:04,2000.188,eth1,169.254.8.130,15:d2:90:08:5d:24,49.33158040046692
1575608705522,0.66,2019-12-06 05:05:04,2000.179,eth0,192.168.1.1,5b:0a:85:17:a6:15,49.56863594055176
1575608705436,0.69,2019-12-06 05:05:04,2000.168,eth0,192.168.1.1,51:92:12:2a:0d:ea,49.63385605812073
1575608705264,0.82,2019-12-06 05:05:04,2000.169,eth2,169.254.8.1,1f:e0:d9:74:48:5c,49.87203288078308
1575608705604,0.72,2019-12-06 05:05:04,2000.16,lo,127.0.0.1,6d:1a:d5:ca:c6:a9,49.568382024765015
1575608715682,0.70,2019-12-06 05:05:14,2000.161,lo,127.0.0.1,d1:5f:4a:a4:c2:e9,39.57606840133667
1575608705271,0.78,2019-12-06 05:05:04,2000.169,lo,127.0.0.1,b7:9b:ef:79:74:ab,50.00610828399658
1575608705270,0.82,2019-12-06 05:05:04,2000.174,eth1,169.254.8.130,cf:0f:35:e0:c3:15,50.00812745094299
1575608705061,0.65,2019-12-06 05:05:04,2000.179,lo,127.0.0.1,c1:9a:c2:b1:eb:c9,50.26995778083801
1575608705728,0.65,2019-12-06 05:05:04,2000.168,eth1,169.254.8.130,11:f8:a9:7a:32:c8,49.628703117370605
1575608706027,0.87,2019-12-06 05:05:05,2000.188,lo,127.0.0.1,d1:ac:30:0d:11:49,49.37899160385132
1575608705849,0.75,2019-12-06 05:05:04,2000.169,eth2,169.254.8.1,b5:ad:4f:d4:e2:b7,49.56382179260254
1575608705488,0.82,2019-12-06 05:05:04,2000.16,eth1,169.254.8.130,3d:a4:b0:70:ce:f5,49.96402835845947
1575608705425,0.92,2019-12-06 05:05:04,2000.166,lo,127.0.0.1,6b:e8:63:ea:24:fe,50.131242990493774
1575608706032,0.68,2019-12-06 05:05:04,2000.162,eth1,169.254.8.130,af:ab:5e:d0:87:7f,49.55920338630676
1575608705381,0.64,2019-12-06 05:05:04,2000.168,lo,127.0.0.1,01:94:cb:d3:2e:b7,50.447904109954834
