Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 5,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-13-13-53/log,710e8c9e-f4fe-46f9-8566-6f01927e0cde,E2:50:9A:03:18:97,3,3,3,3,5,2020-08-13 20:52:20,3,2020-08-13 20:53:05,3,ba98ffee-3a6a-4bc7-a325-cd11d5e43c82,1,,-,-
out/08-13-13-53/log,d8915194-93f2-4fe3-ae8f-a3770a157d49,D2:6B:C0:D3:C7:4F,5,5,5,5,5,2020-08-13 20:52:20,5,2020-08-13 20:53:05,5,208f0103-a53f-489a-afca-5f020ef1aea2,1,,-,-
out/08-13-13-53/log,5ac9715d-9d66-4ce0-ab50-5a511d01e37c,9A:2D:D2:66:F8:D0,10,10,10,10,5,2020-08-13 20:52:20,10,2020-08-13 20:53:05,10,38b8b9ac-ae5f-4c09-a6f8-512942a9916f,1,,-,-
out/08-13-13-53/log,69f6aa8a-9dd8-4331-adc2-464d7ce7d7b1,F2:C2:96:47:9F:AC,7,7,7,7,5,2020-08-13 20:52:20,7,2020-08-13 20:53:05,7,18731be0-4c7f-4af9-a23e-2565576b9624,1,,-,-
out/08-13-13-53/log,8b2a49e4-ab24-4463-85ca-e61fa07df19b,46:B0:DC:6C:9F:15,8,8,8,8,5,2020-08-13 20:52:20,8,2020-08-13 20:53:05,8,43a8a62b-9c2d-457c-8698-d69d19b254ca,1,,-,-
out/08-13-13-53/log,dd20ddfe-2d85-432f-a124-5bfca6c6f4bf,C2:B2:DD:FA:19:2E,6,6,6,6,5,2020-08-13 20:52:20,6,2020-08-13 20:53:05,6,96e14332-dcdf-4fd2-a06c-069aa6ac8dd5,1,,-,-
out/08-13-13-53/log,c22eebb2-7b03-4ea5-9a69-5142622ba458,EA:74:0C:E4:85:C2,1,1,1,1,5,2020-08-13 20:52:20,1,2020-08-13 20:53:05,1,0a197283-1dfa-4eee-9cf7-fe8cb6af5399,1,,-,-
out/08-13-13-53/log,e1a8335d-ed8c-4f9f-b6e5-25960a44fcb1,A2:E9:D7:47:8A:BA,9,9,9,9,5,2020-08-13 20:52:20,9,2020-08-13 20:53:05,9,81cf2c9d-97aa-40e7-8c04-3b50768e78c8,1,,-,-
out/08-13-13-53/log,16ddcd33-dae7-48ef-8c8b-e501021aa60b,AA:F1:06:FB:AC:5B,4,4,4,4,5,2020-08-13 20:52:20,4,2020-08-13 20:53:04,4,6b722921-8487-4740-9f88-16e0db989527,1,,-,-
out/08-13-13-53/log,dbefc3be-40d1-4a3c-8c53-7461b54d034e,F2:14:5F:E7:BA:29,2,2,2,2,5,2020-08-13 20:52:20,2,2020-08-13 20:53:05,2,08ee9144-c1a4-498b-a405-7fc41ca3e96b,1,,-,-
