GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-15-15-629,1,629,76eefc0f-94da-4fee-9381-1b11ada8c1f5,2020-09-22 22:17:04,a4685800-b494-47bb-b370-e100453a7d5d,2020-09-22 22:15:18,3,629,629,629,out/09-22-15-15/log,out/09-22-15-15/base_samples629,,out/09-22-15-15/bit1_samples629,out/09-22-15-15/bit0_samples629,0,,0.209466894232273,9E:4B:B3:BD:2D:A1,No
09-22-15-15-522,1,522,be921604-ff98-421a-8a78-d257e61444ff,2020-09-22 22:17:04,fe31bab6-8bac-4e5f-93b0-cb7329cd5987,2020-09-22 22:15:11,3,522,522,522,out/09-22-15-15/log,out/09-22-15-15/base_samples522,,out/09-22-15-15/bit1_samples522,out/09-22-15-15/bit0_samples522,0,,0.308991725446517,3E:28:84:E6:CB:15,No
09-22-15-15-676,1,676,97af8fd9-b5b4-4196-889e-94beb3bde66a,2020-09-22 22:17:04,a35ec483-28fd-45f4-9d5b-4398233674ae,2020-09-22 22:15:24,3,676,676,676,out/09-22-15-15/log,out/09-22-15-15/base_samples676,,out/09-22-15-15/bit1_samples676,out/09-22-15-15/bit0_samples676,0,,0.283390708547021,32:D2:A5:EB:40:9F,No
09-22-15-15-339,1,339,2ce179a0-f197-49a0-be9d-efb851d4e07b,2020-09-22 22:17:04,ace1d6ed-4c8c-46ba-8ada-6fe1c3bec18d,2020-09-22 22:15:05,3,339,339,339,out/09-22-15-15/log,out/09-22-15-15/base_samples339,,out/09-22-15-15/bit1_samples339,out/09-22-15-15/bit0_samples339,0,,0.330340635946042,FE:50:0A:E7:E0:95,No
09-22-15-15-113,1,113,c960f761-36a2-42a7-99d7-78b01e4846d6,2020-09-22 22:17:04,85bd8c1e-d7db-4455-8424-5f8cbb2cee7d,2020-09-22 22:15:05,3,113,113,113,out/09-22-15-15/log,out/09-22-15-15/base_samples113,,out/09-22-15-15/bit1_samples113,out/09-22-15-15/bit0_samples113,0,,0.150133987586522,CA:7F:ED:FF:05:04,No
09-22-15-15-692,1,692,dddead91-f589-4c67-a1d4-01eb253c324c,2020-09-22 22:17:04,6e3e194b-6c91-497f-b03e-c41bef1a07f6,2020-09-22 22:15:21,3,692,692,692,out/09-22-15-15/log,out/09-22-15-15/base_samples692,,out/09-22-15-15/bit1_samples692,out/09-22-15-15/bit0_samples692,0,,0.262097584761584,D2:66:02:E0:3B:CD,No
09-22-15-15-557,1,557,e04211a9-d42f-43db-8ec7-6152d4a1c558,2020-09-22 22:17:04,6560e851-c781-4428-b8bd-240de03b98d9,2020-09-22 22:15:22,3,557,557,557,out/09-22-15-15/log,out/09-22-15-15/base_samples557,,out/09-22-15-15/bit1_samples557,out/09-22-15-15/bit0_samples557,0,,0.478601974187979,06:5D:98:F8:B7:14,No
09-22-15-15-126,1,126,519731df-9f06-4473-a571-4630c0e9f9e1,2020-09-22 22:17:04,e2c5c938-60f8-479a-a63f-e8ac2b4b2705,2020-09-22 22:15:05,3,126,126,126,out/09-22-15-15/log,out/09-22-15-15/base_samples126,,out/09-22-15-15/bit1_samples126,out/09-22-15-15/bit0_samples126,0,,0.10429657900162,D2:1E:9F:F5:65:67,No
09-22-15-15-898,1,898,5548a7e9-050a-46f9-8f95-4de05fd9af30,2020-09-22 22:17:04,bc2ec65f-a7e3-4b46-8940-6f93a8a61910,2020-09-22 22:15:37,3,962,962,962,out/09-22-15-15/log,out/09-22-15-15/base_samples898,,out/09-22-15-15/bit1_samples898,out/09-22-15-15/bit0_samples898,5.84020534688066,,0.306173607819159,AE:33:AC:5C:C3:D2,No
09-22-15-15-444,1,444,5bcbacf4-23e0-4801-ab2c-b2661272a528,2020-09-22 22:17:04,d7561747-e880-49cf-8e9b-bf269876a395,2020-09-22 22:15:08,3,444,444,444,out/09-22-15-15/log,out/09-22-15-15/base_samples444,,out/09-22-15-15/bit1_samples444,out/09-22-15-15/bit0_samples444,0,,0.222309878323029,7A:D0:74:9F:52:F0,No
