Logs,GUID,Predecessors,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-21-23-57/log,09-21-23-57-29,,ed477770-2dfb-4570-bf7a-a29eb166385e,72:54:11:39:1E:C1,29,1,2020-09-22 06:57:37,2020-09-22 06:59:00,29,909acf38-37f9-44b5-a0a6-de9ff1b8ad94,1,,-,-,-,No
out/09-21-23-57/log,09-21-23-57-96,,61e85f49-7a21-4d41-955d-9b503ba8c168,9A:53:FC:2E:61:40,112,1,2020-09-22 06:57:38,2020-09-22 06:59:00,96,fe589b74-361a-4875-854a-bf314c8da345,1,,-,-,-,No
out/09-21-23-57/log,09-21-23-57-95,,970a4e9e-95c6-4a40-a3d4-d85bb83af6a4,B6:8A:11:6E:59:D2,95,1,2020-09-22 06:57:37,2020-09-22 06:59:00,95,8981d895-a107-422f-8b5d-4d26472b2ff2,1,,-,-,-,No
out/09-21-23-57/log,09-21-23-57-9,,2c9d798c-e476-4682-ba13-0e4bf0f22450,72:14:05:D8:AB:76,9,1,2020-09-22 06:57:38,2020-09-22 06:59:01,9,3e56b74e-5427-4972-be51-c74835f6347a,1,,-,-,-,No
out/09-21-23-57/log,09-21-23-57-37,,501b4e3b-3187-4f68-bc5b-67b009d9ee32,4A:C4:50:BD:84:D3,37,1,2020-09-22 06:57:37,2020-09-22 06:59:00,37,2b9ba01a-4257-4047-bb6c-760b8c46f7fe,1,,-,-,-,No
out/09-21-23-57/log,09-21-23-57-49,,62f3031b-ca70-413f-8ebd-51e89b564a6a,7A:97:E8:20:81:43,49,1,2020-09-22 06:57:38,2020-09-22 06:59:00,49,2c0c67bc-6057-45c9-88fa-b870755eaf64,1,,-,-,-,No
out/09-21-23-57/log,09-21-23-57-46,,bede432b-3b05-49c7-a2b1-bfcd0e96a990,FE:C6:D2:7F:8E:6A,46,1,2020-09-22 06:57:38,2020-09-22 06:59:00,46,9fa74518-51d0-47e5-b4d0-9f34a521f5ef,1,,-,-,-,No
out/09-21-23-57/log,09-21-23-57-82,,d1888492-7c7f-4c2d-a8cb-362c565916b1,22:F4:83:CA:B1:C1,82,1,2020-09-22 06:57:38,2020-09-22 06:59:00,82,aa7c2383-ee47-4acb-abc0-e0f329f29a90,1,,-,-,-,No
out/09-21-23-57/log,09-21-23-57-78,09-21-23-43-35,e04aa684-ec23-4791-9eec-047ca965e474,46:D3:36:D9:E5:11,78,1,2020-09-22 06:57:37,2020-09-22 06:59:01,78,94402788-9cc0-4914-a171-ba2425905fd4,1,,-,-,-,Yes
out/09-21-23-57/log,09-21-23-57-13,,6b739976-cdd1-41c1-bde1-bbfe156cf147,66:A1:C8:5F:11:1E,13,1,2020-09-22 06:57:37,2020-09-22 06:59:01,13,c2539f31-ffc4-4b77-bbc3-7821e23b162a,1,,-,-,-,No
out/09-21-23-57/log,09-21-23-57-74,,478d1918-54ef-493e-92dd-0492fb18479b,FE:85:95:19:67:50,74,1,2020-09-22 06:57:37,2020-09-22 06:59:00,74,95f59b1e-a5e9-41ec-9132-56cda59409c1,1,,-,-,-,No
out/09-21-23-57/log,09-21-23-57-1,,4d368d18-3ca7-46cd-a953-8833ea917dc0,7A:92:A4:E2:F0:A0,1,1,2020-09-22 06:57:38,2020-09-22 06:59:01,1,c068454d-8228-4171-8ae2-60bc4beb3b49,1,,-,-,-,No
