In,Start Time,UP Time,Boot Time,Frequency,Interface,IP Address,MAC Address,Rdseed Enabled,Total Time,Exec Time
Both,1575694534314,7.33,2019-12-07 04:55:32,2300.0,eth0,192.168.1.1,95:6b:90:82:da:54,0,7.910942792892456,1.9089672565460205
Both,1575694534375,7.39,2019-12-07 04:55:32,2300.0,eth0,192.168.1.1,83:77:2b:19:d3:8c,0,8.165809154510498,2.1635935306549072
Both,1575694534462,7.84,2019-12-07 04:55:32,2300.0,eth2,169.254.8.1,cf:53:09:74:76:df,0,8.490633487701416,2.4880483150482178
Both,1575694534542,7.91,2019-12-07 04:55:32,2300.0,eth0,192.168.1.1,79:aa:fc:1c:62:14,0,8.41376256942749,2.4118173122406006
Both,1575694535207,7.36,2019-12-07 04:55:33,2300.0,lo,127.0.0.1,79:ad:63:41:9e:6c,0,8.05657172203064,2.0539236068725586
Both,1575694534941,8.17,2019-12-07 04:55:32,2300.0,eth2,169.254.8.1,23:64:98:34:e0:3b,0,8.768348693847656,2.765299081802368
Both,1575694535002,8.15,2019-12-07 04:55:32,2300.0,eth1,169.254.8.130,9f:93:e7:ba:95:62,0,8.753528594970703,2.751138925552368
Both,1575694535323,7.52,2019-12-07 04:55:33,2300.0,eth0,192.168.1.1,45:f2:29:59:71:c0,0,8.634444952011108,2.630931854248047
Both,1575694534888,8.13,2019-12-07 04:55:32,2300.0,eth1,169.254.8.130,cb:29:61:15:e7:6a,0,9.229843854904175,3.2273550033569336
Both,1575694535264,8.05,2019-12-07 04:55:32,2299.999,lo,127.0.0.1,d7:72:1b:0f:84:02,0,8.972349882125854,2.9696240425109863
Both,1575694534960,8.08,2019-12-07 04:55:32,2300.0,lo,127.0.0.1,eb:7e:9f:6c:f8:95,0,9.299067735671997,3.2948524951934814
Both,1575694535310,7.94,2019-12-07 04:55:32,2299.999,eth2,169.254.8.1,97:bd:04:eb:9d:3a,0,8.95542597770691,2.952831983566284
Both,1575694535574,7.65,2019-12-07 04:55:33,2299.999,lo,127.0.0.1,0f:a8:83:f2:d6:45,0,8.795551538467407,2.7928049564361572
Both,1575694535336,7.70,2019-12-07 04:55:33,2300.0,eth0,192.168.1.1,2d:45:15:1b:e7:2b,0,9.286537170410156,3.28403377532959
Both,1575694536279,9.08,2019-12-07 04:55:33,2300.0,eth2,169.254.8.1,73:d1:76:4c:9b:57,0,9.140269756317139,3.137356758117676
Both,1575694536405,9.02,2019-12-07 04:55:33,2300.0,eth0,192.168.1.1,a1:b0:1b:e3:85:9b,0,9.244001626968384,3.240828514099121
Both,1575694537002,7.65,2019-12-07 04:55:34,2300.0,lo,127.0.0.1,9b:d2:56:ad:0e:1b,0,8.866685628890991,2.8643977642059326
Both,1575694533092,6.77,2019-12-07 04:55:31,2000.133,eth2,169.254.8.1,9b:4e:a4:2e:06:b4,1,17.06322956085205,11.06164264678955
Both,1575694533460,7.14,2019-12-07 04:55:32,2000.17,lo,127.0.0.1,51:e1:0d:21:45:f9,1,17.72631812095642,11.72390604019165
Both,1575694533743,7.24,2019-12-07 04:55:32,2000.136,eth0,192.168.1.1,5b:f3:2c:55:a1:08,1,18.281619787216187,12.271051406860352
Both,1575694534781,7.60,2019-12-07 04:55:32,2000.118,eth2,169.254.8.1,0d:ce:28:75:3b:2e,1,17.716268301010132,11.711619853973389
Both,1575694534182,7.66,2019-12-07 04:55:32,2000.175,eth0,192.168.1.1,d1:44:24:8f:22:78,1,18.347365856170654,12.345174074172974
Both,1575694534418,7.70,2019-12-07 04:55:32,2000.173,lo,127.0.0.1,a9:d8:f2:34:ee:65,1,18.194985389709473,12.191327810287476
Both,1575694534259,7.65,2019-12-07 04:55:32,2000.169,lo,127.0.0.1,09:32:5c:78:39:9a,1,18.52526354789734,12.523410558700562
Both,1575694534304,7.42,2019-12-07 04:55:32,2000.171,eth1,169.254.8.130,4f:d5:a3:19:7a:fe,1,19.835166931152344,13.83095932006836
Both,1575694534709,7.73,2019-12-07 04:55:32,2000.191,eth2,169.254.8.1,63:ff:ab:e4:5d:40,1,20.724355936050415,14.72206163406372
Both,1575694534512,7.49,2019-12-07 04:55:32,2000.126,eth2,169.254.8.1,1b:17:f9:54:72:4d,1,21.185883045196533,15.18181300163269
Both,1575694536461,9.41,2019-12-07 04:55:32,2000.171,eth1,169.254.8.130,b5:52:db:fa:67:2d,1,22.98359513282776,16.98142957687378
Both,1575694534916,8.48,2019-12-07 04:55:32,2000.179,eth1,169.254.8.130,a9:09:a9:9b:6c:4c,1,28.529849529266357,22.527820587158203
Both,1575694535482,7.92,2019-12-07 04:55:33,2000.179,eth2,169.254.8.1,bb:8e:14:ff:3a:af,1,28.74553608894348,22.743282556533813
Both,1575694536471,8.76,2019-12-07 04:55:33,2000.189,eth0,192.168.1.1,fd:f9:de:07:9e:81,1,29.424437999725342,23.419707536697388
Both,1575694536445,8.64,2019-12-07 04:55:33,2000.189,eth2,169.254.8.1,15:0f:ba:d9:54:e0,1,29.435863971710205,23.43322253227234
Both,1575694531215,303.99,2019-12-07 04:50:33,2000.186,eth2,169.254.8.1,3f:f7:0f:47:b6:a3,1,35.14331102371216,29.141535758972168
Both,1575694534402,7.71,2019-12-07 04:55:32,2000.186,eth2,169.254.8.1,f7:ee:f0:81:9b:ba,1,37.7189199924469,31.71636152267456
Both,1575694534509,7.63,2019-12-07 04:55:32,2000.186,lo,127.0.0.1,b3:d2:3f:76:0d:47,1,37.76593565940857,31.763474464416504
