GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
10-04-23-00-187,1,187,e7747a00-6c96-4c79-b47d-cf29f9a07aec,2020-10-05 06:02:03,a2da00db-3d1b-43e8-a4b9-2a04024c39c7,2020-10-05 06:00:20,3,962,962,962,out/10-04-23-00/log,out/10-04-23-00/base_samples187,,out/10-04-23-00/bit1_samples187,out/10-04-23-00/bit0_samples187,8.16867193333669,,0.191629394058738,CE:A3:94:7B:4A:6A,No
10-04-23-00-944,1,944,2b7c6f13-d3f8-49cf-8dd8-88c8b320868e,2020-10-05 06:02:03,fd2427f5-8762-4dfb-a275-2123c583dc5d,2020-10-05 06:00:38,3,944,944,944,out/10-04-23-00/log,out/10-04-23-00/base_samples944,,out/10-04-23-00/bit1_samples944,out/10-04-23-00/bit0_samples944,0,,0.67755872853422,FA:A3:98:7D:74:CA,No
10-04-23-00-383,1,383,2a94c414-8db4-4806-96cf-89b3fda37ea4,2020-10-05 06:02:03,9b1e4c1c-c9d7-4778-b875-02be0d960a56,2020-10-05 06:00:04,3,383,383,383,out/10-04-23-00/log,out/10-04-23-00/base_samples383,,out/10-04-23-00/bit1_samples383,out/10-04-23-00/bit0_samples383,0,,0.358986510311707,CE:94:68:C5:16:CE,No
10-04-23-00-17,1,17,bebf42e3-5237-43d6-8fff-c66607f8c6e2,2020-10-05 06:02:03,dbd99f41-57e7-4ccb-8f53-f4046c8a0a8c,2020-10-05 06:00:16,3,582,582,582,out/10-04-23-00/log,out/10-04-23-00/base_samples17,,out/10-04-23-00/bit1_samples17,out/10-04-23-00/bit0_samples17,6.54700579200141,,0.779437198983874,96:8D:3F:E2:3E:F3,No
10-04-23-00-8,1,8,07cc35bc-4214-4fdd-9cb5-bc9c4f3b1421,2020-10-05 06:02:03,d7cbd4c1-e693-4208-8a11-4b0a7fc4180f,2020-10-05 06:00:13,3,670,670,670,out/10-04-23-00/log,out/10-04-23-00/base_samples8,,out/10-04-23-00/bit1_samples8,out/10-04-23-00/bit0_samples8,5.99411562388481,,0.284819890663586,0A:F3:C1:64:53:36,No
10-04-23-00-299,1,299,b2444729-3fcd-4ae3-ba88-6437c30e79a3,2020-10-05 06:02:03,43e42112-bd92-45f7-b034-b976a7b113b4,2020-10-05 06:00:04,3,550,550,550,out/10-04-23-00/log,out/10-04-23-00/base_samples299,,out/10-04-23-00/bit1_samples299,out/10-04-23-00/bit0_samples299,6.41090336380242,,0.729849537900971,FA:0E:5E:5A:AE:8C,No
10-04-23-00-772,1,772,73a10ac5-d261-4742-a90d-5c642fde224c,2020-10-05 06:02:03,dc44d285-598c-48b1-8920-3ef7a09caace,2020-10-05 06:00:29,3,772,772,772,out/10-04-23-00/log,out/10-04-23-00/base_samples772,,out/10-04-23-00/bit1_samples772,out/10-04-23-00/bit0_samples772,0,,0.534369746674537,CE:96:C7:18:BE:7C,No
10-04-23-00-911,1,911,507e5f73-3e00-4e6f-9458-10e065052c7d,2020-10-05 06:02:03,fcab718f-c51e-4cbe-ba58-87f304f20c9b,2020-10-05 06:00:40,3,911,911,911,out/10-04-23-00/log,out/10-04-23-00/base_samples911,,out/10-04-23-00/bit1_samples911,out/10-04-23-00/bit0_samples911,0,,0.407173984447453,A2:FB:34:D1:18:B5,No
10-04-23-00-683,1,683,f2a27aaa-257a-42d3-8c94-47eec7bcf00a,2020-10-05 06:02:03,498e311e-0184-4692-9e44-5d338df8a8fa,2020-10-05 06:00:25,3,683,683,683,out/10-04-23-00/log,out/10-04-23-00/base_samples683,,out/10-04-23-00/bit1_samples683,out/10-04-23-00/bit0_samples683,0,,0.339559527378762,6E:C5:AD:9B:F3:00,No
10-04-23-00-902,1,902,dc9979d5-912d-4e6f-9f37-ed088d77aee9,2020-10-05 06:02:03,13e3f6a1-e765-4661-85e1-0f00a079f4db,2020-10-05 06:00:37,3,902,902,902,out/10-04-23-00/log,out/10-04-23-00/base_samples902,,out/10-04-23-00/bit1_samples902,out/10-04-23-00/bit0_samples902,0,,0.193755290250357,6E:F9:C5:17:56:ED,No
10-04-23-00-447,1,447,b1f7b5d5-50b6-44f0-82d6-be737f5cbc37,2020-10-05 06:02:03,07ca0257-2912-412f-be21-d657617f1bd1,2020-10-05 06:00:05,3,447,447,447,out/10-04-23-00/log,out/10-04-23-00/base_samples447,,out/10-04-23-00/bit1_samples447,out/10-04-23-00/bit0_samples447,0,,0.513271039534312,D6:EC:7E:91:0E:E2,No
10-04-23-00-981,1,981,7dfc0fb1-a707-4ccf-bd1f-0a5d0542966d,2020-10-05 06:02:03,630292ea-c345-4406-8333-acfaa4654460,2020-10-05 06:00:44,3,981,981,981,out/10-04-23-00/log,out/10-04-23-00/base_samples981,,out/10-04-23-00/bit1_samples981,out/10-04-23-00/bit0_samples981,0,,0.549345728950217,96:51:B6:05:DA:14,No
10-04-23-00-384,1,384,da4059b8-1134-4713-968a-3db93cad714b,2020-10-05 06:02:03,b16c220c-5eaa-4531-a81d-898010adfa44,2020-10-05 06:00:04,3,510,510,510,out/10-04-23-00/log,out/10-04-23-00/base_samples384,,out/10-04-23-00/bit1_samples384,out/10-04-23-00/bit0_samples384,4.9981396476626,,0.372578149167378,FE:5D:DC:13:C9:0C,No
10-04-23-00-428,1,428,304abb47-211d-4646-8b24-59d084a583bf,2020-10-05 06:02:03,2cb69322-af2a-465a-bf95-ae24d24743db,2020-10-05 06:00:04,3,437,437,437,out/10-04-23-00/log,out/10-04-23-00/base_samples428,,out/10-04-23-00/bit1_samples428,out/10-04-23-00/bit0_samples428,4.65954458501793,,0.780087913470733,3E:8C:BE:93:16:DF,No
10-04-23-00-575,1,575,7a880780-6df2-4c77-ba80-b2fc33d32697,2020-10-05 06:02:03,5d73ebb2-7b09-4634-baf5-072c5482927c,2020-10-05 06:00:17,3,680,680,680,out/10-04-23-00/log,out/10-04-23-00/base_samples575,,out/10-04-23-00/bit1_samples575,out/10-04-23-00/bit0_samples575,6.09865504560958,,0.224143454064579,3E:48:2F:B3:E3:24,No
10-04-23-00-799,1,799,171ac243-1ca1-46f4-b3e0-995554b7b4b5,2020-10-05 06:02:03,41e79726-d3af-4e1c-8d96-5a432b594a69,2020-10-05 06:00:31,3,799,799,799,out/10-04-23-00/log,out/10-04-23-00/base_samples799,,out/10-04-23-00/bit1_samples799,out/10-04-23-00/bit0_samples799,0,,0.49205376949402,12:14:20:80:8C:7D,No
10-04-23-00-348,1,348,3f88fbf9-0437-49e1-a755-507c3fd212f2,2020-10-05 06:02:03,2669f2c5-5be6-4c5f-9b2c-3d0902a845ae,2020-10-05 06:00:05,3,481,481,481,out/10-04-23-00/log,out/10-04-23-00/base_samples348,,out/10-04-23-00/bit1_samples348,out/10-04-23-00/bit0_samples348,5.94502446814396,,0.205205046369714,5E:59:AA:FD:EA:55,No
10-04-23-00-262,1,262,44a349c8-535c-464b-8d0d-163809e39055,2020-10-05 06:02:03,22784ab2-a661-4f10-8b10-7ba8bf050261,2020-10-05 06:00:06,3,497,497,497,out/10-04-23-00/log,out/10-04-23-00/base_samples262,,out/10-04-23-00/bit1_samples262,out/10-04-23-00/bit0_samples262,5.7656705707392,,0.138999858965467,06:52:47:19:75:69,No
10-04-23-00-559,1,559,1e269a72-469d-4c80-8efe-45dd4e417ea9,2020-10-05 06:02:03,ac342ecc-e8e2-47fd-9549-66dfe74799a0,2020-10-05 06:00:14,3,559,559,559,out/10-04-23-00/log,out/10-04-23-00/base_samples559,,out/10-04-23-00/bit1_samples559,out/10-04-23-00/bit0_samples559,0,,0.176931880074085,82:DE:86:9C:7B:DB,No
10-04-23-00-974,1,974,c6dafbfc-8026-413b-a781-ee7d9a71b2fd,2020-10-05 06:02:03,f0da5dc1-350d-48b8-b969-3797126a626c,2020-10-05 06:00:43,3,977,977,977,out/10-04-23-00/log,out/10-04-23-00/base_samples974,,out/10-04-23-00/bit1_samples974,out/10-04-23-00/bit0_samples974,6.65803188618995,,0.747106787244333,56:35:6B:D6:7B:F1,No
10-04-23-00-736,1,736,8a1d8203-1ede-424c-9237-b4b41fb4e31a,2020-10-05 06:02:03,4e50ee6d-5728-4179-bf6e-d6ec3a39bf55,2020-10-05 06:00:25,3,736,736,736,out/10-04-23-00/log,out/10-04-23-00/base_samples736,,out/10-04-23-00/bit1_samples736,out/10-04-23-00/bit0_samples736,0,,0.570013290598239,BE:EA:A0:B9:58:81,No
