Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,SErasures,RErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
1,20,6,400,2000,10110000010000000000101000000000010000000000000000000011000000000000010101011000000000000010001000000000000000000111000000001000000100000000000000000010000000001001100100000010001100101000000000000010001000001000100001001000000111010010100100000100001000000000001101000010001011001000001000010000111100000000001100010110010010000000000011010000000000000000000010100000000001000010101000000000000000000001000001100100000000000000001101000000000000000010001000010010001001100100001001001000000000100000000001001001000010000001001010001000110000000100000010000000111000010000000010000000000100001001000000000000000000101100100000010001000010010000000010000000110010000000010001100000010000001011001110000000010000001000000100000000101011011000100000000000000000000100100010110100000110001000101000100100001000010000001000000000101000000000000000000001110000000000011010000000100100000100000001010000000000000100000001001000101000100000000100000100000000001000100000000000000001010000010100011001010000010000000010100000100000001100000000010000101010010000100101000010000011010001110010010101000100001000100000100000000000000100000100000001000000001000000000000100011010001000000010000110000011000100011000000000000010000000000000000001000101001101000010000001010000000000110101010000000000000000000011010100000101000000001000001000110011001000001000000010000001101000001010000000001000001100000000000000000100000001000101110100010000010010000100001100000000010000000000001000111010100101000100000100001000010000000000000000000100010000010000100110100000010000010010000100010010100000000100000000000100000010000110000000000000000000000101100000000000000000000101000000011001000000000000000001000010000000000000000000011001000010001000000000000001000000000000001000000000000100000000000010000010001000000101010000000010100101000000010000000100100000100000100110010000111000100001010011010000000000000000001001000100000000000000000001111000000010000001100000100010000000010000000101000000000010010010001101,11010000010000000000000001000000010000000000000001000010010000000000000101001000010000000000000001000000010000000100000001001000010000000000000001000010010000001000100101000010010000101000000001000010010000001000100001001000000011010100100101000100000000000100001101000010000011001100001001000000101100000100001100000110010010000100000011000000010000000100000010000000010001000100101000000000010000000100000001000100010000000100001100000000010000000000001000000010010001100100001001001000010000100100000001001001010010000100001010001000110000000100000010000000010000000100000010000000010000001100000000000000010000101100100000000001010010010100000010000000110010000100000001000000010000001100001110000000010000000100000100000000110011011100100000000000010000000100100010000100010110001100101000000100010000010100001000000000110000000100000000000001110000000100011010000000110100000100000001000000010000000100000000001000110000100100000100000100010000000100000000000000010001010100010100000001010000010100000010000000110000001100000000000000110010010100100001000010010011010100110010010101010000001100100000100000010000000100000100000001010000001100000000000100010010001100000010000110010011000100011001000000010010000000000001000001010001001100000001000001010000000000110101000000010000000000000011000100000001000000001001000100110011001100001001000010000001101100001011000000000000001100000001000000000000000100000101000100010000010100000100001100010000010100000000001000110000100100000100000100010000010100000000000000010000010100010000000110110000010100010010000100010000100100000100000000010000000100000110000000010000000100000101000000010000000100000001000000010001000100000000000001010010000100000000000000010001000100001000000000010001000100000000000000010000000100000000000010010010001100000101010000010010100100000000010000010000100000100001000110010000111000100001000011010000000000000001001001010000000000000001000001110000000100000001000000000010000100010001000101000000000100010010001101,,,97,165,226,11.3,389,101,25,1611,125,7
2,32,15,400,2000,00000100000010010000000100000001000011010000100000000000010101111000000110000010000001001000000000110000011000001000000100010000001010000100011001000100000000000000100000101010001010101000000100001000000000000010000000000001000000010000000000000100000010001100000110001000000000110000010011000101000010001100100110000001000000000000010000100000001000000000000000001100001000000000100000010001000100000000001000100000000000000100000011100001000000010001000001000000000000000000001001010000011100000000000000000001010100010110110000000000000000010010000001000010100010000000000000110000000000001001010000100000100100000000100100000000010000000000000000001001000000010000010000000000100100000000000001000001000110001100010010000000010100000000100000000000000001010000100000001110000000000001010110000000010000000000000000000000000000001010000011000101001000000110000010001100111000100010000000000000000000000001000010000000100011100000000000011001010010010000000100100010100001001000110000000000000000001010000011110001100000000000000001000000000010000010000000000000000001000110000010000100000010001001001001010100000000000000010000001101001000000000000101001000101000000000000000001100101101000011000000000110000000000001000000000010000000000001000101000001000000011010100000000001010001010001000010100000000101100000010100010000100000000100100000001001001000000000100000000000000010000101100001000000000000111010000000000000010000000000110111000100000101011000100010010001000100100010100101000000001000110000000000001000000000001010000100100000001000000000000001000010110010000000000100011000010000001001010000000001001010000100110000000000010010100100000000110000100100000000100010010000010000000001000000000110010010000010000001000010000100010100100000000010000100001100000001000000100000011110000010000101011100001001000010000000000000000010000010000000001000010000000010000000000010010000100010100000011010101010000010000000010000000000001000101001100000000000000000000011000001010000000000000100,00001000000010010000000100001001000011010000100000000000010010111000100110000010000010001000000000111000010010001000000100001000001010000100011001001000000000000000000000101010001000101000100100001000000000000010100000001001000000010000100000001000000000001100100110001000000000110000000011001001001010000100100110001001000000000000100000101000001000000000100000001000000000000000100000001001000000000000101000101000000000000100100011101001000000010000100001001000000000000000101001001000011100000000100000001001010000000100100000001000000000010010100001001010100010000000100000111000000000001000100000001000100000000000100100001000010000000000100000001001000000010000100000001000100000000000100001001001000000001100100010001000010000000000100000000000000001010000100000001010000000000000000110001000010000000000100000001000000000001010000011001001000000000110100010001000111000100000100000001000000000000000100010001000100010100000100000001001010010010000100100100010100010001000110000001000000010001010000011101001100010000000000001001000000010000000000000001000000010000110000000001000000010001000001001001000000010000000011000001001000000000000100101001000101000000000100000001000001000000011100000001010000000000000100000001010001000000000100101001001000000011010100000000000010010010000100010100000000010100000100100000000100010000100100000000001001010000000100000000000000010000100100001000001000010111010000000001000010010000000010111001000000110011000000010001001000010100010100101001000001010110000000000001000000010001000000100101000001010000000000001001010110010000000000100001000010010001000000000000001001010000100110000001000010010100100000000001000100110000000100010010000010010000000000000001000010010000000100001001010000000010100100000001010000000001100100001001000100000011110100010001001011100001000100010001000000000000000100010001000001000010000100010001000000000010000100010101000011010101010100010000000010010000000101000100001100010000000100000000011000010010000000000001000,,,150,164,223,11.15,385,97,25,1615,126,7
4,31,23,400,2000,00011011110001011111110111110110110101011001110011110111110101111111111011111111111101001110010001100100011010001110001001011110110010010101011100110110001110001000010000101101011010110001101000101101111011011111100111111011011101010101100010000111101111010110111011111111110000111001110110010011100101100000110110101110010001110000100101010001010101001111100101111111010011001001010110001111100111001100110110011100111001101011111011110101110011111111100101000100111111110111100101111110010111101001111010111011100111100000110011111011100001110010100000111001110001010110001001011001101001111101100111010010010100110010111010100001100011001101111110111111111111011011110100111100111111001010111101110111100010110001001000100110101011101100011011110110110111111111001111010101111111101001101110000110011010000101001101011110011100100011110100100010101000101111110101110010010000010101011100101111100100111111011111110001001110100011011011110101011111101011111111011111111111101011111110001110011010101011011010101010010111111111110001110001110011001110011110101110011011001111100011111100110100101010010100110111100010010011000111111101110111011011110111110111011101111110111100011000010101110001011100111111101011110110111001100011011011110011100111110110000111110110001010000110011110111101001110111011110010110100010110110001010110101111100011010101110110000011011111011110010001110100100100101111101110101010101111111111111111011110111111111001111111011000111100100011010111110001011111001110100111000101110010111110000010011011101110101110010111111011111010010101011110111100011000111001100110011110101011001101001111111101101001001111110000101001111001110111111011000001111111100110101111000110110110010110111011001111101011000001001100111011011100100000100110010111100101111011100100111110010111111011111111001011001000000011110011111100100101111011111111001001011111101111000111101100111111111111101111111100011001100110011000110111000010010101111101100000011010110111101011100011101100011010,00011101000001011111110110010100100101011001110010010101100101011111110000011101111101001000010001100100000010001000010001011100100010010001010100110110000111001000010000000101011010110001110000101101100011011000110111111011000101010001110010000111100111010110110010011111100001011001110110010101100101000000110110001100000001010000100100010101000001001111100100011101000011001001010110001101100011001100110110011100100001101010110010010101100011111111110100000100100111110111110100001100000111101001110010011011000011000000110010011011100001010010100000011101110001010000001000011101101001011001100110010100010101010000111010000101100011001001111110000101111111011001110100011100111111001000111100010100100001010000001000100100000001001100011010010100100111111111010110010101100111001001110110000100001011000101010100011110000101000011110100000010100001001111110100010100010001010001010000100101100100111111010110010101000010100011010010010101001111001001111110011101100111101011110110001100000010100011010000101100000111111111110000010101100011001110010110000100011011001001110010011100110100001000010100110101100001010001000110011101100111011011110100000111011101011000110101000000010101010000010100101111100011010000111001100101000011010010100000110100000111010000001010000100001000111101010110011010100011000100010110010001010111001001100011010101100011000001010111011100000001110100110000001111100111000000101100011101111111011000110111111001100111011000110100100101010111000001010000001110100011000001110010111110000011001011101100010000000110111011111010000101011110111000010000111101100110011000110011001101000111111101110000001111100001001001110000010111100011000001111110000100101111000000010110000100110011001001010010000000001001010001000000000100100011000101001001110011100101000110010110011101100011001011010000000101100011111000110100000011110111000001011111101101010101101100110100011111100111001100011000000100011001010111000010010101100101100000010010010100001011100000101000010100,,,433,165,416,20.8,1210,358,29,790,58,7
5,59,10,400,2000,10000000000010010100011100010000011001000011000001000000000001000000000001000010000000000010101010000000001001000101001000011001001000000010000010000100000010010100101001101001100100000000000000000000000000100010010101000000010100000010000110110000010000010000100000000000000000001000100000110010000000001101000010011000001101010000000001100000000000000000000000000001000010100110000011110000100000000110010010011000000000000100000000000011001000000101011001110000110110000001101000000100100011100000000010000000000000110000001100010000001001000010000011001010001000000001100000000000000010001000010010001011111000100010100000000010000011001010111000100110001001011001010000000000000001000001110101000111100001001100000010000101000000000000001010000000000010000101010000000000010001000001000001000001000000000000010000110000000000010010100000010010010010010100010000000000100000000001000010011000000100001100100010100001001000000100000000000001001000000001000000000001010001010000001010101001000000000110100001000010110100000101000000000100100000010000100010001000000100000000000000000000000100000000100001000010000000000100000110000000010010100000000000001000000001000000001101010000000000001000001110000000000010110001110100000001000100000000000000100000101100100100000100010000011000111000000101000000000000001011000000000000011000000001000000000000000100000000000011000001000011001001000000000000000001000000100000000100001111000100000100000001000000000000100000010100001000100000000000001000100000100000000100010000100000000001000000000110100001001010000000000100000000000000000010000010000010100000000000000100010000000001000000000001011010000010000010011001000010000000000000000001000000000100000000000010000010000001010010101101000101000000100000000010100000010000000000000000000001000010100111011000000010110000101001000000010000000000000000010000010100001010000000000110000001100001000000010100101000000000001011000000000000000000111000001000010001100000001000000000010001100000010111000000,11000000010010010100011101010000010001000000000001000000010001000000000001000010010000000000001011000000010001000101001001011001010000000010000011000100010010010000101001000101110100000000000001000000010000100000000001000000010100000000000111010000010000010000100001000000010000001000000001010010010000001000000011011000010101010000000001000000010000000000000000000000010010100000000011010000110000000000010011011000000000000100000001000011000000000100011001010000100010000101101001000100100011100100000011000000000000110100001101010000000001000100000011001010000000000101100001000000000000001100010010000011110000100100100001000010000011001100011001000110001001001101010001000000000001000101110101000111100001001100000011000101000000000100001011000000000010000101010001000000000001000101000001000001000000000100010001000000000000010100100001010010010000010100010001000000100000000101000011011000000000001100100011000001000000000100000001000001001000000101000001000001000001010100001011001001000000000100100001000010100000000101000001000100100000000100100011001000000100000100000001000000000000000100100001000010000000000100000111000000010010000000000001001000000001000000001101010000000000001100001111000000000010000101110101000001000000000000000001000000101000000100000101010000000000111100000101000000000000000101000001000000000000000101000001000000000000000100000001000001000011001101000001000000000001000100000001000100000001000100000101000001000000000100100001010100001000100100000001000000100000100000000101010000000000000101000001000110100001001100000001000100000000000100000011000010000010100100000001000100000000000101000001000001011010000100000011011001000000000100000001000000000000000000000001000000000000000101010010100101000101000000000001000010110000010000000001000000010001000000100011011000000000110000101001000000010000000100000001010000000000001100000001000100000001100101000001010100100000000100001011000000000000000100011001000000000001100100001001000000010000100100010100000000,,,132,166,227,11.35,412,103,25,1588,124,7
6,60,30,400,2000,00100000000000000000000001010001000100000010000001010010100001010000100010000000010010000111000100000000000001011000000100000000000111000000000101000000000101000001010010000110101010000001000111101001000000001000011111010010101000000100010010100000000010000100000000101010001001000010100001100010000100010010010010110000000000001001001001000000100010000100000100101001011100000000010110000000000011000110000010010000100100000000000000101000100010000100100000010100001000000100000000010100100001010100001000001001000001100000000010100100010000000100100000100010010101011000000000100110001000000001100001100010101001100010000100000000010000000010010001000000100001000100000000010010000000000000101000001000000000000010000101000010001000000000101000000000000000000001110011001000000010100001010000000011000000010001000100000000010000000100100000000110000000000000000000110010001000000001000001000000000000100010001000010001000000000000110001000000010000100000010000000001000001010010110010010001111000000001100000000010000000000000001000010000010000011010000000000000000000000000001000000000000000000000010100010100000000100101001000000000000010000110101000001000101010000110000001000000100000000000000010000000010011001000100000100010100000000000010010001000011111001000101000000000001000110100001010000110001010000001110010001010100001000000010000010000000100000000000100000001000000101000000000010000000001010001000000010001100000010000000000000001010000001000000000100110010000000000000000000001010101001001000001000100000110001100100000000000000100000000100010010000000000000000000000001011010000000000000001101100000000000010000000000100000000010100000000101001000010100000011010000000100111010001000100010000000001000010100001001000100010001000101000001000001000100100000001000010000000001010000000110000110000010000000000011000010000000001000000010010000000000000000100000001000000010111000000001010000000000000010001011000100100000001100000000000001000001010001000001000001000010000000000110000,00100000000000000010000001000001001000000010000001100010100001010000100010100000001010000111000100000000001001011000000100100000000011000000000101000000001001000010010000000000101000000000000111110101000000001000011111100010101000000110010010100000000000000110000000101010000001000010100001100010000100010010010010000000001000001010001001000000101100000100000100101001010000000010010110101000000011000110000010010000101000000000000000101000101010000100100000100000000000000110000000110100100001010110000000101001000001100010000010100100011000000010100000100000011001011010000000100110001000000001100001000010101001000000000000000000011000000000010001100000101001000100000000100010000000000010001000100000000000000010000101100010001000000010001000100000000000000010110011001000001010100001010000100011001000010000000100100000010000000110100000100110000000000010000000100010000000000010000000000000001000100010001000000001000000000000100001100000011000100000010000100001001001010010010010100001111000000010100000100010000000000010000000010000011000011010000000000000001000000010001000000000001000000000000100100100001000100000001000100000001010000100101000101000100010000110000001100000100000000010001010000010010011101001000000110010100000000010010010100000010011001010101000000000001000110110001010010000000010000001110010000010100001000010010000100000000000000010000100100001000000101010000000100000000001010010000000000001101000010000000000100001010000001010000000100110010000000100000000100001010001000010000001010000001010001100100000000000001000000010100010000000001000000000000000101011000000000010000001101100001000000010000000000100001000010100000000101001001010100000011010100000100111010010000000010010001001000010100001101000100100001000101000101000001000100110000001000000001000001000000000100000111000010000000000101000010000000010000000000010001000000010000100000000001000010110000000101000000000000010000001010000101000000010100000000000001000001000001000100000001000010000000000100000,,,126,54,221,11.05,411,97,23,1589,124,7
7,35,11,400,2000,01100000110110010000001110001100001110000000001010000010010110001000001100100000100000000101010010000000000010110000011010110001000010001010000001000110000000110110010000101000010000110110100000010110000100000000011100000000010001000001100000000001101000001100111100010101010110011000000100000100010010001001000000010010101010110000000010100000000011100100000000000000000000010000101010011111110000001010110000010000000000000000100010100011000000001000000001110101000100010110101101000000100100100000011000000001000001000000001100000110000001010010001011001010010010000000101101001110100000000110000100001000000000010000011000100100001011000000100001010000000111000001000000000000001000000001010000010000010101100000111100010000101001001000000101100011000110101000000010000001110001000000110100001000010110010000011001000111010111000010001011101011000101001001001101010100000000010000010000011010001000110100001000000010000100001100001011000100010000000000010101100011000010010010000000100010010000000000001011100000101011010000001000001010001110000010100000000000010000000000000100100001100100111011000100000000010001101110110001000000011110001100100110000010011001100000100001100010101100000110001100101000110001000001100101010000001001000000000000010010000001010001000110110100100000010100000100001000010000000001001001011000000000000011110100111001000010000000010001001000001001100000010000100001000100110010001110101100000000011000000011000010010011100001000100001010000000010011010000101010110011110010011000000000100000000101110010000100000101000100010010100001010000001000011000010010010000101000000001000000111000000000000101100000011000111000000001000000000000110000000000101000011000100100011100000000000000011110001001011000101010100000001000000000000011000000110000001100000000010010000001000000010101010000001001000001010000000001000010000000001000001010110000100001100101000000100101100100110000010001100000010000000011011001000000010010100100001100010010100000010100011001101100011101,01100000101010010000001110101100001110000010001010100010010110001010001100100000101000000110110010000000001010110010011010010001001000001000000001100110001000110110010000101000000000110110100000100110000100000010111100000000001001000010000000000001101000001100111100100101010110011000000100000100001000001001000000000010101010110000000010100000000011100110000000000000001000010000101010101111100000001010110000000000001000000010100010000011001000001000000001101101001000010110101100100000100000100010011000100001000001000010001100000110001001010010001010001010011010000000101101101110100000000110000100101000000000010010011000100100001011000000100001100000000011000010000000000000001000000010110000010000001011100010111100000000101001001000000101100011000110101010000010100001100001000010110100001000011000010000011001100111000011000010001010101011000001001010001101101100000000010010010000100010000011110100101000000010001000001000000011101100000000000010011100000011001000010000000000100010011000000000000011100000100011010010001000001010001010000000100000100000010000000010000100100001100100101000000100000000011001101000100001000000011010001000100000100010010011100010100000000010001000000110001100001000111001000001100101100000000001000010000000010000001001010010000110100100101000010000000100100000000000000010001000011000001000000010110100011001000010000010010001001000001001100010010000000001001000110000001110101100000000011010000010000010011000000010000100001010000010010010010000001000110011110000011000100000100000000110100010000100001001000000010010100001001000001000111000000010011000101010000001000000011000000010000111000000010000111010000001000000001000110000000000101000011000100000011100100000001000011000000001100000100010100000001000100000001011000000110000101100000000010010000000100000000101010010001000000001011000000010000010000000001000001010100001000001100001000010100101100100101000010010100000000000001011010001000000100010101000001000010010100000011000010001101100000000,,,169,139,247,12.35,565,131,23,1435,116,8
8,28,14,400,2000,11111111110011111111011111110111110111111011111011111110011011111101011110101111110111011101111111011101010100111111111111111101100111010101011001110101100110000000101000101111111011111010010111110010011111011101111111110111101101101110010101100111011111111101111111001110110111111111110110111111111111101011111101011011001111011111111110111111111111111101101111111111111111111101011101110111111111101111101111111111101110011010100011111011110111011110111010010010110110111110111101110011011011111011011111110100111111111110111111111101101111001110011111101110111111101111111101101111111110111111101110111101111100101011110110100111110011100111000111011111110101111111111111101010111110101111111111111111111101010101110100111110101101011110111111010011111111111111110111011101011111110011101101111111111011011100111111111011111010111010111101111101111111011111110111101111111111111010111011101110101111111111111111111111011110111001111001111101110001111001011011111110101011100110111111111011111111010111111110111111111111111111110111111111101111100111111011100010111111111110110111011111111111111111110111111011110000111011011111011111110011011101111010111101100101111111100001111111100111110111011101111110111111101101111111111101100101101101111111111111111010110111110111111011111111111011011011011000110111111111111111111111111101101101011111111110111101111101101111010110111101111111111101111111111110101111111111111111111110111100100111111001111111111111110110100111111111111111111011111111111011111011111111110111001111110110111011101111101111111010110101110111111111101111101111111111111111111011011111111111011111111101110011111111011111011111111101111111011101111011011110111111111111110110100101101110111011111101111111111111111111111110111111100111101111101111111001100111111110110011101111000111010001111111100101111111011111111101111111000001111101111011111001101010111111111101101111111001111011001111111111111111111110111111111111000101111111111111110011111101011111101111011100111111,11111111110001111111011111110011110100111011110011110010011011011101001110101101110100011101110111010001010101011111111111110101100100000101010001110111100110000000010000101111111001111010010111110110011111011101001111110111101100101110010101100101011110111101001111001100110100111111010110111111111100101011111101011011001100011111111110111111111101111101101111110111111111111101010101110111111101101111101111111101101111011010010011110011110111011110001010010110110100111110111101110011011011111011001111110100111100111110110110110001101111001110001111101110111101001111001101101101111100111111101110111101111101001011000110100101100000100111010111010111110100111111111111100010111101001111001111111111111101110101110100011100101101011110111111010111111100111111111011010000011111010011001001111101111000001100110111110001111010011010001001111101110011011111010111100111111111111010111011100100101100101111111111110011011110101000110001110001110001011001010011111110101001000110011111111011111100010111111110110111111111011111110111110101101110100111001011100100111101111110110111010110111111111111010111110011110001011001011011011111110000011101110010110001100101011111000001111101100100110111010101111110111101001101111111110001100101001101111111110100111010110111010111111011111111111011010011010000100111011111010111111111101100101101010111111110111101111101101111010100111101111111010101110011111111001111001111011111111100111100110111110001111101111111110110100011111111111111001011111111111000111011110111110011001011110100001011101111101100111010111101110111111111101111010011111111111101101011001111111111011101111101110011110111011111011111001101111111011101111011011110110011111111110110000101101100111000111101110111110011111111001110000111100111101101001111011001100111111100110011110111000011010001111101100001111100011111001101001011000001111101111001110001100010011111011101010110111001111011001111011111111111111101111111001011000101111111000111000011111100011100101110010100111110,,,444,37,277,13.85,1583,255,16,417,22,5
9,68,37,400,2000,10100111111110111111111111111111111111010101101111001101110101110011011011011110110111111110101110010111011111101110000001111111110111100111101011001011111011001110001011000001011101111110100110000111010110011011111101111101111110101110111010100010111101110001111010001101011010001111001001111111111101111010000111101001111011110110011111110111101101110110011010101110111111011101001110111111001110101111111111011101110101111011001111100111011101111100111100110111101111011110110111111100111111111011111111110111101011011101011111001110001110111110111111011101011011110101010111111100111011010111010011111101110111111110111000110011101011110111110101111011110111111111001011111011101101001010101111111100011110111011111011010111101111111010011111001110101110111001111010011001111000010110101011101101101101110011011000110111111101101011101110111111111110001111011100111101110001111011111010110011110111001001001110010111110111011111111111111011010010111101101111100011111111110011100010100101111111110011111111101101110110111111110111111110110110111111111101011010101101111100101011111001111000011101011100010111111110110010110110001001011110101011011010111111111011110110000001100111111000111111010111001011110011110011011011110110011111111110011010110011111010000100111111011110101101101111111011001101101110110011111110111010110110100011101110001111101001110110001011111100000011100100101111111000111101100111001011101011101001010110110101111110010101111011011010111101010101101101010111111001010111101111111110011110100100111011001111111111110111111110111011101110011011111101111100110011001111100001111111111100111111011101111111110001010011000111010111110111111011100101000011111111101110100101111011011011110001111111111111001101100101001100111010101110010110001010111100110011011111110111101011100111101101000111111001110101101011000010111100101101111111101101111110101010010111100111011111100111011011011011101110011110111110111110111111101111101111110011011111111100001111001111101101111010,10101010011110111111111001001011111110000101101001001001110110100000011011011000000110100000101110010110001110100010100001111110000110100111101011001010011010000100101011000000011110100010100110000110010110000011101101111100011110101110100000100010111110100001101010001100011010001111101001111110001110111010000001101000011010110110011001101011101101100110101010101010011011011101101000011011001000100111101111011100000110011011001110000011000101001100100100110100000111011110100001111100111110000011111111111000001010011101011001001010001110110110101100011000011011110101000001111000111011000011100001111001110111100010101000111011101011100111100000111011110011100111101011101010001110001010101001111100011110111011111001011010001110111010010001001000101110100001101010011000011000010100101001101001101101100011100000110110011110001011101000111011111110000111011000111001100010100011111000110011110110000001001110011010010110000111111111111010010010100100101111001011111110100001100010101000011110110011111001101000000110111111110000111010110110100111111000011010101101100100101001111001111000000101101000010111111110100000100110001000001110100011011010111000001010000010100000101010001000111101100001001001110011100011101011111010011111100110101000110010011010000100101001011110001110101111111000001001101110100011101110111010010110100011101000001010001001110110101001111100000010100100101001111000111010100111101011101010001010000110100101011110010110100011101010111100010110101101100000101001010110100111001110011010000110111011001001111010010111111110101001101010011011111101101000111000001111100001101000111000011111011101101001111001010011000011100111111010011011100101100011111010001110100101101001001011110010100111111001001001100101000100101010101010010010011010111000111010011110110011101001101010001110000111111001110001101011000010101000101001111111100001101000001010010111100011101001101011011011000011101110011110011110100110101011101110001110110011011001111000001101001111101001111010,,,487,157,439,21.95,1375,386,28,625,53,8
10,46,19,400,2000,10010000010000000000010000101010000000010101100000100000001010001000010010000000000000000000100110010000110000000100000110001000000000001001000000000001010000000000001000011000101100100000011000000000010001000000101000100000010000011000000000000010100000100000000000001001010000010000000100000110000100100000100110000000001001100001100010100000001000110000011000101101000000000000000000000000100100010100011010000001000101000000000101000000000010101000101100110000000000010010010010000000001100101000001001000000000010100110010000000001100010011001000000100000100010000001100100010000010000001101000000001000100000000010001000110000100001010000001010000100000000110001000001000000000000000010000101100000000000100010011001010010000010100000000000000000000010000001101010100010000010000000100100000000100001000001101000000001000001010000000010010000101000000010000000000000100001010000100001000101001000110010000001100000100101010000000000000001000000100001110000010000010000000000011000000001010000001100000110010000000001000010000100001110000000000111000001000110000100011001010100000100000101000101001000000000001000100011100001000000000001101000101001000100101000001000000000101100000000100000110000001000001000001000000011100000000000000001010000000001000000001000000000111011000010100000100100011000000000000101000000000100000010000100010000101010010000111110000000010000000010000001000000000000000000000010000110000101000000000000000000000000000000100010010000000000000100010010100010010000000000010000010100001100010000000000101000000000000000000100100000000000000000000100000000000101001000100100010000000000000000001000000101001000000000000000000000000100101001010110000001000000000000000010000101000100000010010010001000100000000001010000001000001000010010000100000110100000000000101000100000010011010000010000000000010000000000000000100010000000100000110000010101001011000010000001000001000100000000010000010010110000001100010000000010000000000000000001000010000101000000000010010010000100,10010000010000000000010001001010010000010100100001000000010000001000010001000000010000000000100111010000110000000100000111001000010000001001000001000001010000000100001001001000101100100100011001000000010001000100101001000000010000011100000001000010100000100100000001001001010000010100000101000110000100100100100110000000010001100100100010000000010000110100011000001101010000000100000000000000110100010100011010000001010001000100000101000000010010101100101100110000010000010000010011000000010000101000001001000000010010100100010001000001110010011000000000000000110010000001100001000000010000001100000001001000100000000100001001000000100001010100001011000100000000110100000001000000000000000100000101000000000000000100010001000010000010100100000001000000000010000101101011000010000000000100100100000000110001000101101000000001010001010100000010000000110000000100000000000000010000010100100001000101010000110100000000100000110001010100000000000001010000100100110000010000010000000000011001000001010000001100000111000000010001000000000101001110010000000000000001000110010000011001010101000100010101000100001001000000010000100000100001000000010001101000100001000100110000001000000001001100010000100000110001000000010000001000000011000000010000000000000001000001010000001000000001011011010010100000100101011000010000000100000001000100010010000100010001001010010000111110000001000000010010000001000001000000000000000100000011000101000000000100000001000000000000100100010001000000000000010100100011000000000000010100010101001100010000000100101000000000000000000100100001000000000000000100000001000101000000100100010001000000000000001100000101001000000000000100000001000100100001010100000001000000000000000100000101000100000010010100001001000000000001010100001001001000010010000100000111000000000000101100100001000011010000010100000001010000000000000100100011000000000000110100010101000011000010000100000001000100000000000100000011010000000000010100000011000000000000000101000010000101000000000100010010000100,,,96,164,225,11.25,404,90,22,1596,135,8
11,71,55,400,2000,10111101111111111010110111111111111111111110110111110101011111101101111111111101011110111111111011110111111111111110011110111001111101111000101111111010111110111101111111111111011110111111101111011010111111110101111111101011101011110111111011111101111011101101011011110111111111111110111011111111100111011100111011111111111101110001101111110111111111111111111100110111111100101010111011101111111110111111111111111111111011100111011111011111011111111011111111101111111011101111110011110011101001111111101111111111100001111111111011110011011100111111110010111000111111110110111111100111111010111010101111110111011101111111100010011111110001111011111010110110110111100001111111101111011001110101111011011110111101101101111111110101101110101111111111011111101111111111111110001111110111111111111011101111110101111111111111111110110101011111111111011101111100111101111111111111111111111111111111111110011111010111111001111111111111110111010010111101111110011110111111001111111111111111110010111111010110101110110111111011011111111111110101111101111111111110011101101111011111010111001111111110110111010111101111111111100111110111111111111111010101011111111101101111101111111100101111011101111111111111111111011101111101011101110110101111010111101111111110111111111111110101111011111111111010111111001111101101111111111101111011101101111001111111111111111111111011101001111111101111110011110111101111011011111001111010111101111111011111111111110111101111111011111111101111111101110011111111111111101100111101111111111011001110011111101111111111111011111011111111111111111000111111111111111011010101101011011111111111011111110110111111111111101111111111111110111101101111111101110111011110111111111111010111100110111111101111111111110101111111111111010101100101010001101111111111111011111111100100111111111111111111111011111101111001101011011111111101111111110001111111111111101101011101111111111100111101101110111111101011110111111101011111111110010111010011011111111111101111111111111111111110111101111101,11111100111111001010110111001100110111101110110011110100010111101101110011111100011110010111111011110100110111001100011111111000001101111100100001101010111110000101100011111111011110001111100011011010111111000101110010101011111011000111111011111000110011101101010011110100110111111110110011111100010111011100110011111111111101010001100001110111111111001111110001010111111100001110110011101111111110001111110011111111111011000100010011011111011111001101110011101111110011000111110011010011110001001111100011111111110001001111110001110011010100001111110011111000111111000110111111000100111010000100101111110100011101000101100010011100110001001111111010110100110111100101110011101011010001000101110001011110111101001101110011110101111110001111110011011111111111001111111111001100110111000111111011101000110101001101111111111100010101011101110011011100111100111101110011111100101111111111110011111110011111000111110001011100011111110101010010111101111110000110111111001100110100111111110001111111010110001110110111111011011111000111110001111100110111111110010001001111011111000101001111111100110110000100000001111011100110000101111111111101010101011111110001101111111111001100100011011101111111001111110001011101111101001101110011001111010111001111111111111100111111000101111011111100111010111111000011101100111111111101110011101101111001001111110011111110111011001101111111101100110011000111101111011000110001111010110001111110011111001111110011101111111011001111001111111100110011011111111111101100111101001111111011001100011111001111111111111000111011110111100011011000111111001111110011010101101011001111111111011100110110110111110011101111011111001110111001001100111101110101010011111100010111010111100011111111111111001111110001111111110010000101100101010000101111000101111011111100110100001111111111111110111011001101111001001000011111001101111101100000111110111111100000000101111111000100111101101100111111001011110001111100011111110110010011010000011001111111100001111100111111100010101100111101,,,522,21,369,18.45,1619,343,21,381,26,6
