Mean,Median,50tile,80tile,90tile
9836.851239669422,9366,9366.0,9522.0,10172.0
18977.953846153847,19030,19030.0,19104.2,19153.8
17672.725490196077,19131,19131.0,19415.0,23164.0
9621.741935483871,9347.0,9347.0,9378.0,10257.600000000002
10384.08510638298,9426,9426.0,10056.0,12473.599999999999
10747.392857142857,9347.5,9347.5,9931.0,18089.0
29789.243902439026,19064,19064.0,19143.0,19184.0
9512.182539682539,9336.5,9336.5,9368.0,9395.5
21701.528301886792,19075,19075.0,19168.2,19188.0
95654.53846153847,9326,9326.0,15506.400000000012,19082.8
18348.636363636364,19192.5,19192.5,19379.0,19710.5
16865.25,19061.0,19061.0,19139.4,19247.199999999997
14885.898734177215,14496,14496.0,19158.8,19582.6
23462.849056603773,19077,19077.0,19194.6,19611.0
9497.380952380952,9343.5,9343.5,9390.0,9484.5
11469.516483516483,9439,9439.0,9641.0,17554.0
9751.181818181818,9351.5,9351.5,9447.0,9636.5
18664.85714285714,19082.5,19082.5,19104.8,19187.199999999997
9382.734375,9333.0,9333.0,9393.0,9454.3
9672.106557377048,9371.5,9371.5,9469.4,9620.0
14100.82558139535,11379.0,11379.0,19089.0,19095.0
15065.7125,9390.0,9390.0,19080.6,19262.0
9900.363636363636,9343,9343.0,9413.0,11611.0
10519.91304347826,9351,9351.0,12051.0,13342.400000000005
9456.972972972973,9336,9336.0,9383.0,9450.0
32102.13157894737,19090.5,19090.5,19112.6,19537.9
19647.532258064515,19665.0,19665.0,19793.4,19938.7
22741.01851851852,19092.0,19092.0,19096.0,19102.6
17957.41176470588,19079.5,19079.5,19126.0,19168.6
