Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,RErasures,SErasures,Errors,Error %,Ones,Ones %,Confidence
11,86,19,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1101110101111101111101111100110110011101111111001111111111011101110100011111011111001111110111111101101111100000110110111111110110111001101111111101111101001111110111111111101111011101111111111101001111011111111110011011110110111101110101101101101011011111110100010101111101110101111101110111111100011001011111011111111101011111111011011111100111111101110111110110010111011001110111111011110110110001001111111101111111011111110010111101111111011111100100111001000100110111111111011111101111111101011111011111110111110101111011110101110111010011001111011011110110010101100111010001111111011011110111011111011101011001111110111011001010011110000101010010110110111010110111111101011111011111100111011111110110010101001011011101111110011111000111111101110111011111100111011010110101111101101101010101010101011000011111011101011111111101111110010001110111110101110111010101110101001110011111111100010111101101110111110001000111011001101111011101100101001101000110110111010111011011011110011101110111111100,,,3,129,123,12.3,764,76.4,83
12,82,70,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1011111101111111111101111100100110111101110111001111110010011101110010111111101111101000110111111101101111110000111011111111100110011011100110101101111111001000110010011111100111111101110011111110001111111111111110011001110110111111110101001111100011011001111100010111100101111011111111011101110100101001011111111100111110001110100011011111100110011111110111111100101011001001100101111001110110110001101111111111110111011111110010111111110111001101100100111001000110111001111110100111100110111111011111011111100111110111111011110111111111010001101111011001111110000111100111011001111111111000111111011110010111011001111110001010100010011000110110010010100110011010100111111001011111011111100111111000110110000111100011001111110110011101101111101111110111101111100110011010110010101101101111110101100101011010011111111100111111011100110110111001110111110111110111110101111110001110011111101010011111011101111111001011000111111001101110001100100110111101101110110101111111111011011010011001110111111100,,,10,104,138,13.8,764,76.4,81
13,46,38,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1111111101111011111101111110110110111101111110111111111111111001111000111111001111101011111111111111100111110001110110111111111110111011101111011101100111111110110111111011101111111001110111111110001111111011111110011001110110011111110101111111101011011111111100010101110101110111111111110111111100110011001111111110111101110110011011111101000101011111001111111100010111101001101001110011100110110011101101111110110111010111110110111011111010001111100100011101000100110111001111101111100000111000100111111101011110110111110111110011111100010011001111111011111110000001100111010001011110011011111111011110011101111001011110101010001110011111110100110011110110110011110011110001011100010101100111100110010110010111001100001101111110011001110110011111110110111111100110011010110101101101101101010101011001011110011100111010110111111101111110111001110010000000000101110001101101011100001011101111011010100101110111110111001111111010001111101101100110100001001000110111001100111011011011011101100101111111,,,38,209,176,17.6,764,76.4,76
14,77,66,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1111111111110111111111111110110110111101111101101111111011111101111010111111011111101110011111110111101111110000110110111111011110111010101111101101111111101110010011111111101111111100111010111110101111111111111110011011110110111111110101101111101010010111111110011111111111110111100011110111111110111001111111111110111111101110111001101111100101111111111111111110111001001001111111111011010110111001101111111111111111111111010000111111101111001001100110111001100110110111111111101111111101111111011111011111111001010111111001111111111111011011001111110011111110000111100111010001111110110010111101011110010111010000111010111010101010011111110101111010110110111010011111111111111101011111000111111110110110001111101011001111111110011111110111000111100100101111100111010010110011101101101111110101101111011010111111011110111111110100111100111000011010000110110111111101111111001110111111101110011110100101111111111011100111111001101111001000000111110001101110110111111111111011110100111101111111011010,,,21,116,105,10.5,764,76.4,86
15,79,59,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1111111101111111111101111110110110111101011101101111111111110101111000111111011111101111111101111111001111110001110110111111111100111011101111111101111101100111110011111111101111111100011111110110001111111111111100010011010110111111010101101111101111011111011100010111111101110111111111110111111100110001011111110110111101101111111001111111000111110111011111110110011011001001111111111011110100110001101101110111011111111111010110111111111111011111100100111001001100110111111111111111001111110111011101011111011111110111111011110111111101010011001111111011111110001111100101010001111111110011111101011110011101010001111110111011001110011111010101110010110100110010011111110111011111011111100111110110010110000111001011011111111110011111010111100111110111111111000101011011010101101101101101110101000001011010011101111111111111111101001100111001011111110111110111110101111101001111011101110111011111111101111111110011000101110001001111010101100101111101001100110111011111110011011010110101111100111111,,,5,84,96,9.6,764,76.4,87
16,99,90,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1101111111011111111101011010110110111101110111101101111010111101100001111101101111001000111111011111101111111000010110011011111110111001101110101101101011101010110010111101101111011100101011111110001110111111111110111110110110111110110101101111100011001111111110010111110110110111111110100111111110101001101111111100111110101110101011101011100110111111101111001110010011001001110011111001110110010001101111011111111010111111110010101111101111001011000110111001100100110101011011101111101110011111101111001011111110010111110011111011111110010011100011111011101110001011100110010001101111111010110111011010111010011001101110111000101110011011110110110010100110111000111111111011001110000001100111111010110110000101101011001001111110011111110111001111100111101011100111011001000001101001101101011101011110011010101101111110111011111100111110111001111111111001110110010101110101001010011010101110111000011101110010110011100111111001101101001000100110111101100110110101101111011011011010011101111111111000,,,63,183,168,16.8,764,76.4,78
17,65,28,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1111111101111111111101111110110111111101111111101111111011111101110001111111111111101110111111111111111111110100010110111111111111111011111111101101111111101110110011111111101111111100111011111110011111011111111010011111110111111111111101101111101011011111111101000011111101111111111111110111111001111101011111111110111101101111111011101111100111111111111111111110011011001001111111111011110000110001111111111111111111111111110010111111111111001100000101111101000100110111111111101111111111111111011111011101111111110111111011110111111111010011011111111111111111000111110111010001111111111110111111011110011101011001111110111010011010011111110101110110110110111010111111111111011111011111100111111110110111000111001011001101111110011111110111101111110111101111110000011110110001101101111101110101011101011010011111111110111111111100111111111001111111110111110111110101111101001110011111101110011111111101111111110111000111111101101111001100110101111101001110110111011111111011011010111101111111111110,,,0,75,52,5.2,764,76.4,93
18,81,56,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1111111110011111111101111110100100111101111110001111111011111101110010101111011111101110111111011111101111101000110110111000111110011011101111101101111111101110110011111111101111111100110011111010001111111101111110011011110110111111110101101111101010011111111100011111111101111111111111110111111100111001110000011110111101001110110011101100100110111111101111001110010011001001111111111011110110110001101111111111111111111111100010111011110111001101100100111001000110110111111111101001101111111100001111011111110111110111110011111111111111011011101111111011111110000111101111010001111111111010111111011110001101011001110110111000001010011111100001101010110110111010110111111111011111011111100111111110110110001111001011001111111110011111110110101111110111001111100111011010110011111101101111110101111101011000011111111010111011111110111100111011111111011111110111110001110001001110110111101110011111111101111110110011000111111001101111001100100101111101001110110111111111111011101010111101011111111100,,,5,140,88,8.8,764,76.4,88
19,55,53,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1101111111111111111101111110110110110101111111101111111011101101111000111111011111101110110111111111101011111000110110100111110010111111101111101101010111100100000010111111111111011100111011111100001110111111111110011011000110011111110111001111100011011111111100010111110111110101111111110111111011111001111111111110111101101110110011101111100111111111111001111000011011001001111111111011110110110001111111101111111111110111110010111111111111001111100100011001000110001111111111111110001111111111011010011111110111110111111011000111111111010110111111111011111110001010101111011001111100111011111010011110011101000001111111111010001010011111110101110010100010111010100111001111011011001111100111111110110110001111011011000101111110011110100111100111110011101111100111011110110011001101001101111101010111011100011111101110111111111100111111111001100111111101110111010101110110001110111000001110010111111101111111111011010111111001101110001100100101011101011110110111011011011101011010111101111001111110,,,16,135,126,12.6,764,76.4,83
20,64,22,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1111110101110111011101110110111100111111011101101111111001110111111000111111011101101110011111110111101101110010010110110111111110110011101111101101111101101110111001111111101111110110101011110110001101111111101110010011111110011111011101101111101001010111111100010011111100100111111101110011111100110001011110111110111101101110011011101111100111111111011111110110011011001011011111110011110110110001101101111111111101111111011010111111011111101111101100111001001100110111101111100111101001111111011101011111111111110111011011110111011111010011001101111011011110100111100111110011111111110010111101111110011101110001111110111010001000111111011101110010111100111010011111110111011111011111000111111110010110100111001001101111111100111111010111101111010111101111100101111010110001101111001101110101011101111010011101111110011111110100111110110011111111110111111111110111111100000010011111101110011111110111111111110011001101111011001101001110101101111111001110110111011101111011011010110111111101111110,,,1,170,120,12.0,764,76.4,84
21,42,11,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1111111101111111111101111110111110111101111111101111111011111101111000111111011111101110111111111111101011110010001110111111111110111011101111101111111111101110111011111111101111111110111011111110001111111111111010100011110110111111111101101111101011011111111100010111111101110111111111110111111100111011011111111110111101101110111011101111101111111111111111111110011011001011111111111011111110110011101111111111111111111111111010111111111111001111101100111001001000110111111111101111101000011011011011111111111111110111111011110111111111010011001110111011111110000110100111010001111111111010111111011110001101111001111110111010001010011111111101110010111110111010111111111111011111011111101000001110111110000111001011101111111110111111110111101111110011101111100111111010111001101101101101110101011101011010011111111110111111111100111110111011111111110111111111110111111101001110011111101110011111111101111111110011000111111011101111101100101101111111001110110111011011111011011010111101111111111110,,,0,41,56,5.6,764,76.4,92
22,100,4,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1011111101111111111101111110110110111101111111101111111010111101111000111111001111101010111111111111101111110100100111111111101110111011111111101001111111101010110011111011101110111100111011111010011110111111111110011111110111111111110101101111101011011111101100010111101101110011111111110011111100111101011110111110111000101110101011101111100111111011111111111110011011001100111111110011110111110001111111111011111110001111110010111111111111001111100101111101000101110011111110001111101111111011011110011111011110110111100011110011111100010111001111111111101101000111100111010101111111111000111111011110011101011101101111111110001011011111100101110010110110111110111110111101001111111011110111111110100111000111011010001111101110011111100111101011110111101011110110011110110001101101101100110111000101011110001111111010111110111100111110111101111110110110010111110100111101001010011111101010011111111001111111110011010111111001111111001000110101111001011110110111011111111111001011111101101011001110,,,4,81,112,11.2,764,76.4,85
23,73,67,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1111111101011111111101111110110111111101111111101101111011111101111001111111011111101110111111111111111111110000110111111100111110011111110001000101110111101100110011111111101111011100111011111110001111111111111110011111110111111111110101101111101011011111111100010111111101110101111111110111111100111101010010111100111101101110110011101111110111111111111111111110010011001001111111111011110111010001110111011111110111111111110001111001111111001111000101111001010110110110110111101111111111111111011111011111111111110101110001110111111111010111001111111011111111000111110111010101111111111100111111011110010101011001111111011010001001011111110101110110110110111100111101111101011111011111100101001100010110000111010000001111110111011111110111101111110111101111110111011010110001101101110000010101011101011110010110111110111110111100101111111001111111110111110111110101111101001110011111101100011111011001110111110011010111111001111111001100110101011101011110110111011111110001011010111101111111111110,,,12,96,100,10.0,764,76.4,86
24,83,32,200,1000,1111111101111111111101111110110110111101111111101111111011111101111000111111011111101110111111111111101111110000110110111111111110111011101111101101111111101110110011111111101111111100111011111110001111111111111110011011110110111111110101101111101011011111111100010111111101110111111111110111111100111001011111111110111101101110111011101111100111111111111111111110011011001001111111111011110110110001101111111111111111111111110010111111111111001111100100111001000100110111111111101111101111111111011111011111111111110111111011110111111111010011001111111011111110000111100111010001111111111010111111011110011101011001111110111010001010011111110101110010110110111010111111111111011111011111100111111110110110000111001011001111111110011111110111101111110111101111100111011010110001101101101101110101011101011010011111111110111111111100111110111001111111110111110111110101111101001110011111101110011111111101111111110011000111111001101111001100100101111101001110110111011111111011011010111101111111111110,1111111111111111111111111110110110111101111111101111111011111101111001111111011111101010101001001111101100110010111110111111111100111011101111101001111111101110100011111111001011110100111011110110001010111001111110011011110110111111110101101111101010011111111100011111111101111111011111111111111100111001011111111110111101100110101011101011100111111111111111111110011011001001111111111011100110101001101111111111001110111100110010111011111111001100100100111001000101000011111111101111101100011110011111011111111110110111011011111111111110010011111111111011111110001111100111010001111111111010111110011010011101011101111110111000001100011111110101111010100110111010111110111011011111011111100111111110110110001111001011001111111110011111100111101111000111101011100111011110110001101101101101110101011111010010111111111010111111111100111110111001111110010100111111010111111101001110011111101101010001111101111111010010000001111001101001001000110101111101101110101111011111011111010010111001111111111110,,,23,142,105,10.5,764,76.4,86
