Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,RErasures,SErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
1,57,28,400,2000,11111011111111111111111111111100010110011111011101001101110010011101111011111101101011110111111111010111101101111011110111011101101111111101110111111101101111101111101111101111110110110011110111111101111110101101111110111111110110111001111011111100111101011111111110001111111111110011111111111111111111100111111111111111111111011101110111111111011111101111111011111111111111111101111111010111111111111111101111111111111101111111111001011101111111011111111111111100101111101011001111111111011111111111100111101011011110111111111111111111101111101010011111100110111101101111111110111010011001111111111111011100111111111111101110111111101110101100111111111011101101101111111101111110111011101111111111011111111111111111111111101111111111110111011111111111111111111011111111010111001111101111011110111011111011111101111101110101011110111111100010111011111101111111111111101100111111011111111111011111111111111111110111111100011001101110111111111001100110100010011111111111111110110011001111111111011011000011111100111111111111101011111111111111111111111111111111110111010111101111011111111110101111111001111000111111011111111111101111111111111110101111011101011011101111011111111111011111011110110111111010011110111111111011011011110111111111110111111111110011101111100111111110111111010001111011111101110111011111011011101101111110111110111111111111111111100110001111101111110011111111111111111111011011111110111101111111111111111110011111111011001111010111111111111111101111101111011101011111111111011111111011111010100110011111111101111110111111111111111111110111111111011111011111011111110101100011111001101101111100111111101100111011011111011111111101111110111111011111110101110111111101111111010111010010111111111111111011111111111110110001111010111111011100111111101110101101111101111100111001111111111101111111101111110110111101111111111001111111111111110111111111101101111111111111101011111111111101110111100011111111111101101111111111111011111111111111001010101111110011111111111011111111111111,11011011000111110111111110011101000110010111011100001101010010010000011011111101000001110111111110010111000100110011110110011101001111010101110110011101001111110001100000101111010110110001110100011101011110101001111100111111000110111001111100011100100001010010000100001100011111110001111111111111000111000111111100010111010111011101010100011111011100101111111100010101011110001101111100010111100001110111101100011100111101110001111101011101100011010111111100001100101111110001001101111100011111110001100101101011011110110001011111111111001111000010011101100111011101001000000100111011000001111001111101001101011111111000101100011111001110101000110101111011100101110111111101111110100010110111111110011111000111110111111110001111001111110001011101111111000111111011111100010111000111101110011100000011011011111001111100010101001110111001100100111011100101110110100101101100100111010111111110001111011111111000110101111101000001101110111100011001100110100000011101111111000110110011001100000111011001000001111100111111000100101011111100000111011111111001111101110111000101110011001101111110100011110001000100111101011111110001001100011111111110110001011101000011101101010001100100011111011110110001111010000111011111111001011100010111011111110000000101110011100110010111111110010111010001111001111101110111000011010011101100011110111110111001111100011001100110010001001101100010000000010111110000011011111010110101111110010111011100010111111010000011010111111101111101101111100001010100000100001111011111110011111100000110000111110101010100111111001101010111100001111111000101010111010011110101000001010001101100011101011111101000111101011111000111111001011100111111000111110101110100010101011101010111010100011111000011111011111100001111010001111000111100011101011111101000101101111101000100111001111101111101000111101000000100111101000111111001100101110111110000110111101100000001111111110001100011110101010111110001111011111101000111110111111010011111000011001010101100010011100111110011110101111110,,,158,454,498,24.9,1638,470,28,362,28,7
2,4,2,400,2000,00000001000000000001000000000000000000000000000010001000001000000000000100000000110000000000000000001100001000001000000000000000000000000000011000000000000000000001100010000010000000000001000000000011000010000000000000000011000000000000100010000001110100100100000000101001000001001000000000100000000000000001000001010010000010000000001001000100000000000000001010000000000000001000000000010000000000000000000001010000100000000000001000000000000010000000001011000000000000001001010000000000010000000000010000010000000100000000000000000000000000010000010100001100000000000001001100010010000000000100000000000010000000000100000000000000000000000000000000000000010000000000000001000000010000000000000000010000000000010000000000010000000000000000000000001010000000000001000000000000000000000000010000000000000000000000000000000010101000000000000100000000000001000000000000000100000000000001000000000011000000000000000001000100000000000000000000000000010000000000000000010000000000001010000000000000000000001100100000010000000000010000000000100100000000000000100000000000000000000001000000000010000000100100000010000000010000000000000101001000100000000100010101000000000000010000010010001000001000000000000000000100000000000010000000000000000000000000000001000000000010010000000000000000000100000000000000000100000000000000000000001000000100010000000100100000000000000000000001001000000000010000000010000000000000000000000000000011010000000000000000100010000000011000000000000000000000000000000000100000101010010000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000100010000000000000000000000010010000000000000000000000010010000010100100000000000100010000010000000000000000100000010000010100000000100000000100000000000000010000000000100000000000000000000000001011001000001000000000000001000000000011001000000000100000000000000100000000000010000011000000000000000001100000000010000100000100000000000000000000000000001100100000100000000000,00000001000100000001000000000000000100000001000010001000000100000000000100010000110100000000000000010100000000001001000000010000000000000001011000000000000000000001000010000010000100000001000000000011000100000000000000010011000100000000100010010001110000100101000000010001000001001001000000010000000000000001000001010010000010000001001001000100000100000001001010000000000100001001000000001000000010000000000001010000100100000001001000000000000100000000001011010000000100001000010000010000010000000001010000010000000000000001000000010000000000010001010100010100000000000001001100000010000100000101000000000010000100000101000000000000000100000000000000010000010100000000000001010000010100000000000000010000000000010001000000010000000000000001000000010010000000000001000000010000000000000001010000010000000000000001000000000010100100000001000100000000000101000001000000000100000100000000000000010011000100000000100001000100000000000001000000010000010000000001000000010000000000001011000000010000000000001101000000000000000100010001000000000100000100001000100000010000000000000001000000010010000000100101000010010000010000000001000101000000100000000101010101000000000100010001010010001000001100000000000000010100000100000000000000010000000100000000000001010000000100010000000000010000000000000000000000010100000000000001000000010000000000000001000100010000000000000001000001001000000100010001000010000000000100000001000000000011010100000000000000110010000100001000000000010000000100000000000000010000100100010000000000010000000000000001000000010000000000000001000000010000000000000001000000010000000000000000000001000000000100000001000010000000000100000000000010010000000100000000000000010010000010100101000000010100010000010001000000000000100100010001010100000000100100000100000000010000010100000000100000010000000100000000001011010000000000000001000001010000000011001001000000000000000100000100000000010010000101000000000000010001100100000000000100010100000000000001000000010000001100100001000000010000,,,155,47,181,9.05,204,42,20,1796,139,7
3,61,40,400,2000,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,00111011111110010011111111111011001110110111111111111011001111111111101100111011001111111111101100111011001111111111101100111111001110111111111101111011011111111111101100101011111111110011101111111000001111111111101100111111001110111111101100111111001110111111101100110111111110110011101100111111111110110011101100111111111110110011101100111111111110110011101100111111111110110011101100111111111110110011111100111011111110110011111111111011001110111111111100111011001110111111111100111011111110110011111100111011011111110011101100111111111110110011101111111111001110110011101111111111001110111111101100111111111110110011101100111111011110011111111100111011111110110011111100111011111111110011101100111011011111110011100111111111001110110011101111111110011110111111111100011011111110110010111110011111000110111111101100111111001110111111111100111011001111111111101100111011001111111111111100111011111111110011101101111011001010011111101100111111111110110011111100111011111110110011111111111011000010111111111100011011001110111111111100111001001111110110011111111011001111110011101111001011111111110011101111111111001110110011100111111111001110111111111100111011001111111111101101111111001110111111101100111111111110111111101100111111001110000111111100111001001111111111101100011111111110110011111111111011001111111111100000111111111111110011101100111111111110110001111111101011001110111011111100111011111111110011101111111011001111110011101111111011000111111111101101111011111111110011101100111011111111110011101100111011111111110011101100111011111111110011101111111011001111110011101111111111011110110111101111111111001110111110111100111001111111110010101111111111001110010010111101111011000110111111110111111011001111111111101111111111001110111111111100111011001111111111111100111011111111110011100111111111001110111111111100101011111111110011101100110111111110110111111100111011111111110001101100111011111111110001101111111011001110110011111111111011001111110011101111111110111010111111111100111001,,,160,529,485,24.25,2000,485,24,0,0,-
6,67,47,400,2000,11111111011101101111010101001010101110111101111000111011110111001110001111011111101111111111111110100011110011111100111110111101110111111111001111101011111111110100101010010111101100111011111011000101111111111010101110111001111111111100111101111101011111111001011011100000111111111001111111110111011001010111110110100111101011111011111101111110110111011011101111100100011111101010011111011011111001011010100011101011001100110111011110111111111101001011001010011111000111101111011111111101101110000011011111111100100010001111111110011001110011011100000011111100001101111110011100100001101011111101110011011101001001111111110110010111011110011111110011111101101111011011011111100111110001100111111011011101110010111110100100111100011110100111100101111111101111110111110111011011111100010111111111110111110111000110111111111101111101001110001011111011111110111001110011011111001101111001010101111110011111111111110110110110011101100111111111101111010111110110100111111011001101101111111111011001111111011111011100111111101001110001011110101001111101011111000111011111110110011101000111111111011111111110001111011011011111010111111110110111110101011111011011011111110111111101101110111001101010100001111111101000001011111101101111111011111011011111110111101010111011111010111110111101011011101100011111011111101111010101101101101110110111101101001111001011101000011111011111111000101100110100101111011110000100011001011001011110111111111111100011111011101111010111101011111011100001111111111010101000101101111111111000101001111011011111111000111111101111100111010111100110111001011101001111101111001010111011011101111111010101011111110111111111101110111110011101101110101110110101010001011101111100110100111111110110011101010010011101110101010111101111110110111111011101011110100101110101111101011111111001100101010100010000111010011010000010111111111111110111110111111100111000111111011001101011101011101110111111011111111111100111110111111001111101111010110111110101010011101111111011101100111011111110,11111111010101101011010101001010101110111100111010111011110111011000001111011111100111111000111110100011110011111000111110111101110011111111001110001011110011111100101010010111100100111011111010000101111111111000101110111001110111111000111110111101000011110001011010000000101111111001111100010111011001010001110110000111101011011001111111111110110111011011101110000100010111101010011100011011111001011000000011101011000000111011001110111111100001001011001010011111100111101101011101111101100010001011011110001100100010000111111110011001110011011000000011111100000001111110011110000001100011111101110010011101000001111111110110000111011110011001110011001101101111011000011111100111100001100111111010011101110010111110100110001100011110101001100101011111101111111001110111000011101100010101111110010111110111000100110110111101100001001010001010000000011110111000110010011111000101111001010110011110010111111011110110000110101100100100111110001111000011111010100111001011001101101100111110011001110011011111011100011111100001110001011100001001100100001110000110001111110110011001000111111111010011111000001111011011010111011111111110000111110101011000011011011111100011011101101110001001101010101001111110001000101011111001101110101011110010011011110111001000101011111000111110111101100011101100011110001111100111011001101101000000110111101001001011001011100000011111000011111000100000110100101110011110000100011000011011011110110111111000000100000011100001011111101010011011100001110011111010101000100101011000111010101001100011011101111010111111100111101000010110100110110000011101001110000111001010111000011110010111010101011000110110111011101110111000101101101110100010111101010001001100101100110100110110000110011101011000011111110101010011101011110110001111111101011000100101110101000101011111111000000101100100011000111010001000100010111000111111110111000011011100111010001111111001101000101010101110110011011001111111100111100111011001111101001010110111110100010010101111110011101100011011111110,,,44,375,318,15.9,1398,281,20,602,37,6
7,39,18,400,2000,01111111111110101111111110111111011111110101111011011101111100101111111100111011111011111011011111011111111011011110110110011111111111101100001111110111101111011111111111111000111011100111111011111011110001001101111111111111111000111011111111101111111111111111111010100011111011101101101110111010111111101111111011111111011111101110110010111111111110111111011111100111111110101111111111111101111111111010100011111111111111111111111011001110111101101101111111101101111011100111100111111111111111101101101111111111000111011111001011111111011101111111110001111101111111111111011101110100110101111111111011110110101111111111001111110011101111111111011101111111101101111100111111111111011111011111111101110111111010111001011010001111110110111111101111011111101111011101111110111011111111101011111101110110001111111111111011111111101011001111011111011011111111101101110101101111111111111101010100110110011000011111011111111100111111111110111111010111010111111101111111111011111111110111101110011010111010111100111111111111111011110111111111111111111111111011111110111111111111001111111111101010111111111101110011111011111111010111111111111100111110111111010011111011111111111111001110111011111111111111111111101111111111111111011011011110110101111110111111111111111111111101110111111110111111011101110110111111101110011111101111011111111111111010001110111111110011110111111011011101111100110111111101011111110011011111101110111011111011101101111111101111111101011111111101111111111111001111110010111111000111011111111111111111111111110110111111111110111111100111100111111101101110001111110111001011111111111111111111111111111111101111111011110111001111101111110111101111111011111110111011111110111101100101111111111110011101011011111111101111101111111111111011111111111111011011111111011111111101011001111010101011110011111111101001111011110110111111111111011110111011111111111111111111110101110011111011011111111111110111101111110111111011111111111111111111101111110010101111111111011101111111101111111011,00111111111110101011111110111111101101111001111011011101100100101001111100111011100011101011011110011111100011011010110110011111100111101000001110010111100111011001111110111000100011100011111010111011100011001001111110110001100000111001111010001110111101111011111010100011100011101001101110011010101111101011011010011110101111001010110010111111101110111011011110100111100110101011111100011100101111111010100010111111100111111011111010001110101101101001101110101110011011100001100110011111101111101001101110111111000111011011001010011111000101111001110000011101111111111001011100110100100101111011111010010100100111111001001110110011100111011010011110111111101101111000111110011111001111001011101100010001100010111001011010001111000100101001101110011111101111011001111110111011101111101011111110110110001111111001111010111111101011001011011110011011101111101001100110101111100111111001010100010110100000011111011110111100101111111010111110010111100110111001111110111010111111111010101110011010101010111000111110011111100011110011111110111111101111111000011110111111101111001001101110101010101111111101110010111000100111010011110110111100100010111011010010001011101111110001001010001011100111111011111111101101101111111111011010011110100101111000011110011111100000001001110110011110100111011001110110011111100110011000101010010101101111111000001110111111100011111011111010011101100100110111111100011111100011010000001110111011000000110101111110101111101101011011111110111111101111001010110010111101000111011001111110111011101110110010111110111110111111100001100110111101101100001111110110001011101111111011111110011101111111101001111011110111101111101111110110101111111011111010011010111110111101101001111110011110011101011011111110001111101111111001111011111111100111011011111110010111001101011001111010001011100011111011101000011011100110111011111110001110111011111011111110111111100101101001111010011111101111110111101110110111111011111011101111111110100111111010101110011111001101111001101100010011,,,167,400,348,17.4,1624,330,20,376,18,4
9,64,42,400,2000,01000000111001010111100110001011011010111010101011110111101000000010101101001001100010110000101001000010101000000000001010110010010010100001101101110101100010111001010000110011011001000001011011100001001011000101001110001101011100100000100000100101101001001100100011010010101101110000001100010110100110001101111101100100001001010000001101111000001001110100010001100100000000011101011000110000000001001100000100010000010011001101000010110100111111010000000100010001110101100100000010111000011000001000010000001010010010000001001100100010011001010100001010010001000001111110000000000000001010000001000010011001001100100010110000001100110100001010000010101101001100101010101000011110010000101011111010101011110000011011000111000110001110001110101101000010010001110001010000100010001000000111100001001000000100000111000011011010000111101011000011011101010000100101000001001010010010000110001100110100001000010100001000001001101110000100010010010010000101111100110101111100010111100100011000000010110100101100110000010010001000101111010110000100000010101000000000100000011000111110011110100001100100000000010011110100100001100111010000011000010100000001000101001001111101011010010101101000000011111001001000000000111101110010011111001011110100111010000001000000100010000010000011111000001111100001010011010001101111000111010011010011010000001111010110101100011011101001101011001000010101100100010010111000001001100100100000100000001001001110001101111001010110100101011000011101000000110101001001100111011111000000011000101101100001101010001001110111110001110110000110011111010100000011110000011010110001011110001101000101101110010000000101111000001100010000100100001000000010011101111011100101001111110011011111010110101000000011011010110000001110111011001101000000100101000100010101110100001011000000101011010111000010101000001001001000110001100000010100001010100001111100011010011010000101111001000000010001000010010001001100100110001000100011010101111010000000000110111111000101000010000000100100111110,01000000110001010100000110001011010010111100101011110111110000000010101101001001100010110100001001000010101000000100001011010010010010100000001101110101110000111001010001100011011001000100011011000001001011000100001110001101010100100000000001000101101001001100100011010010101001110100001100000110110010001101111101100100011001010100001101101000011001110110010001100100010000011101011000100000010001001100000101000000010011001100000011010100111001010100000101010001110001100100000010101000010000001100010000001010010010000100001100100010010001010100001010010001010001111110000000000000010000000000000011011001010000100010110001001100110000001100000011000101001000101110101001001100010000101100111010101011110000011100000111000110010110001110001101000010010001110001010001000010010000000111100001001000010000000100000011000010010001101011000011001101010000100101000001000010010010000100001101000100001000010100001000001001110110000110000000000010010101111100010101111100010011100100011001000010110000101100110001000010010000101111010110000100010010101100000000100000010000111100011110100001110000000000010011000100110001100111010001001000010000000101000101001001111001011100010101100000010011111101011000000000110001110010011111001011110100111010000001000000100010000100000011000000001111100100010011010001110011000100010011010011010000001100010110101100010001101101101011001000010101100100010011000000010001100100000000000000001001001100001101011001010000100101011000000101010000110100001001100111010111000000011001101101110001101010001001010111110001110100000110001111010100000100110000001010110001011100001101000101110110010000000101000000001100010100100101101000000010011100111011000101001111110010011111010110110000000011011011000000001000111101001101000000110001000100010101100100010011000100101011000111010010101110001001001000110001100110010100001010100001111100011011011010010001111001000001100001011010010001001101000110001000100101010101101010010000000100111111000101011000000000100101001110,,,27,199,240,12.0,818,147,17,1182,93,7
10,35,6,400,2000,10110110000011000001110011000011000111000001110010101010000000000010010010111110101001000111111000000110111000101101001110010110001010000000000011101101010010100001111110010001011100101010000011100100100010011110000100001110011000000001011000001100000100011110110000100011111010010100100111100010000110011000000000100000011000001100100111010100000100010100011101100101100100000100011010101000101011100100001111010111000110000111000110000110000110110000001100100101100000111100100000110000011100100111100001111001010100100000011100011100001100111101000000010010000001011010001000100001010001101110010011000010010111001011000010000101011001100010000100110111101110000010000100101000001011010000010000000010001110100110111111101011001100101001110111101000010110010010010000010000010100001011001100111001111100000100100100000110000000000100100110110001001001100101001011000011100111110010011001101001000011000010001011000101010000001000100010011011111100011010010111010100111010000000011101101110110100100011110110110100000011000111011000010000111110010101100000101111010000000011111110111111110001001011001011000110001000110100101000001100010000010001000110110111011100111010001100000100100110110000000000011001010001001100011000011110001010000001001101000000011000010000000011110100011110001100011011000110000011000010110001100010000011100101110011110001111001000101110110000011000000001001110000000001110101000000110010000001000011001010000001000000110110101010000110100010111000001001011100000001010111001101101011010111010001100000100011000001001000001111010111101010101100101011110010000110000100001111101001000000000100100011111001001010010100001001001100100101000001010001000010100100011001010010011000101011011000100011100000001011010000011010100010011010000111100110001111100010111100100110000000111100101000100111001001100111000101000100010011010010110001110000110110111000000001001100001100100101101101000001001100100100001011111101100100001011100000000000101111001011100001000000011011101010,10110110100011000001110010000011000111001001110010101010000000001010010010111110001001001011111000000110100000100001001110010110101010000000000010101101000010101001111110010001001100101010000010100100000010011010000100001110101000000001011010001100100100010010110010100011001010011000100110100010000110011000000000100000101000001100100110010100100100010100011110100101000100001000011010101000101011101000001110010111000110001011000100000110100110111000001100100101100000111000100000110000101100100011100010111001100100100000011110011100001100111001000000010010100001011010001000100000100001001010010000000010100111001111000010000101101001100010000110110101101110001010000100101000101011010000010010000010101110100010111110101011001100101001110110101000000110011010010010010000000100001011001100111001101100000000100110000110100000000100100110110001101001100111001010000011000111111010011010101001000011001010001010000101000000001000100000011011101100011010010100010100101010000010000000001110100100100011110110110100100011000011011010010000101110010001100010101111000000001011111100111111100001001011001000000110101000111000101000001100100000010001000110110111101100110010001110000100100110111000000010011001000001001000011000011110001010001001001100000000101000010000000000110100101110000000011010000110000011001010110010100010000011101001110010110001011001001001110100000011100000000001110010000000100101000000110010000001000011001010000010000000110110101010000100100010101000000001011110000001100111000001101010010111000001101000100010000001001000001011010100101010101100100011100010000110000100000011101010000000100100100011110010001010000100001001001110100101000001011001000000100100101001011010011000101011101000100011100010001011000000011010000000011010100111101010001100100010101100101010000000110000101000100011001010100111001101001000110111010010000001111000110100111000100001001000001100100101101101000000001110100100001011111001100110001011000000001000101110001011000001001000011000101010,,,156,199,236,11.8,819,146,17,1181,90,7
12,93,30,400,2000,00110100110001110000000000010000000000000010000000000000000001010000000000000000000000000000010000000000001010000000000000000100010000000000000000000000000000000000000100000000001010000000000001000000011000000000010000100001000010000000010101011000000111000000000000000000000000000000000001000000001000000010000100000110000100000000000000000000101000001000100001000000000000000000001000000000000000000000000100000000000000000001000000110000000000000100000000000000000000000000100000000000000000000000000010000010000000000000000010100000000000010000000000000000000100000000000000000000000001100000000000000001000000110000101010000000000000000000000100001001000100000000100001000000000100000001010000000000000010110010000000010000000000000100000100000000000000010110000000101000100000000001000100000011010000000000000000000000000000000001011000001100000000000001000000000000000000000000000001001000010000000000000000000000000100000010000000000000000100000000001001000000001000010011000010000100010000000000000000101010010000000000000000001010010010000000001000000000000000001000000000100000000000101100010000000010001001000001000000000001000010000000001000001000000000000000001000001000000000000110100000010010000000000000000000000000000000000000000010000000000000100000000100000000100000000000000000000000000000000000100000000000000000000000000010000000000000000000000010101000000000000000001000000000010000100000000100000010000000010000000100000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000001000000000000100000000000010000001000000000000000100001000010100000000000000000000000000010000001000001000001000000000100000000000000000000000000000000010000000000000100000001100011001000000000000000000100100000000001000000000100000000000000100001000010001000000000000101001100000010000000000000000000000000100000000000001000000000010000000000000000000000000000000000000100100000001000000000000000001000000000000000000000101000100000000000000100000000000000000011000,01010100100001110100000001010000000000000100000001000000000001010100000001000000000000000100010001000000000010000100000001000100000000000100000001000000000000000100000101000000000010000100000001000000001000000100010001100001000010000100010101011000000111000100000001000000000000000000000001000000001000000000000100000110010100000100000000000000110000000000100001000000010000000000001001000000010000000000000100000000010000000001000001010000000000000100000001000000000000000100100001000000000000000100000011000010000000000100000011100000000000010100000001000000000100000100000001000000000001100100000001000001000000110100101001000000000000000100000101001001000100000100100001000000000100000101010001000000000010110110000001010000000000000100000101000000000000010110000001101000100000000101000101000011000000000100000001000000000000000101011001001100000000000101000001000000000000000100000001001000000000000100000000000000000100000100000001000000000100000100001001000000001000010111000010000100010000000100000000101010010000000100000000001010010010000100001000000000010000000100000000100000010000101100010000000010011001000101000000000001010010000100001000001000010000000100001000001000010000000100100000010010010000000100000000000000010000000100000010000000010000100100000100000000110000000100000000000000010000000100100001000000010000000100000010000000010000000100000000101000010000000100001000000000010000100100000100000010010000010100000100000000010000000100000000000000010000000100000010000000010000100100000000000000010000000100001000000000010100000100000000000001010000000100000100001000010100000100000000000000010000010100001000001000011000000100100000000000010000000100000000000010010000000100100000001100010001000000000001000000100100000110001001000000100000000100000101001000000001000100000001101001000000010100000001000000000000000100000001000001000000000110000001000000000000000100000001000000100100000101000001000000000001000100000001000000000101000100000001000000100000000100000001011000,,,8,53,165,8.25,210,22,10,1790,143,7
13,41,21,400,2000,00010100001001110000011111001111110010010001100111111100001001100001011110101110001111100100101001100001111110011110010011111110101110010110111000001111000101010101110000011110110100010101010111001101011000100010001111011000101110000001001000100011111101110000110110010010001111101011110011010001010110011110100000111101001000011000100001001111101011100111110001011010000111101011011000101111010000000101011011110010001100011100100010001101011110011111111101001101101111000101101111001011100110001110111001100001011111001010100001011011111111011001110011000100010111101000000101000001100010001000011111000001100101001101101101010100100110000110001101010001100011001101101101010100111110100100011001110001110100110011001010111001101001100001110100000010001111100001101101000111111011000001111111001100110100001000111110001101001000111110100111110001101011100100111010000010111111000011011000010101110001110110010010110111110100000010010000100101001110101011011001101111011010010101100001011001110000100110110000010000101001010010101000000000001000000110011011100000100110111110000111100111000000000111100010000011100111101101110101111111001001011011101011010100011011101101111110001001100100110111011100111010110001011000101111000100010101111001100100111101001111111111001101000000110000110010100001000111001011100110010111110110010000111000011010111100011111101000000100101000000110011000001000010001101000101001000001101001011011101011000000010110001101110011100101000101110000000011110111001011101011010110100010111001110010110001100011011111110011000100001100000100010011000111010001010101011000100110011001011010111010011011011000101011000110100111010110011100011011111010100111100001011011110011101010001111001100101110001101111001100010100011010101101110001011100001001011000010010100110010010110111010110100101011011111110111000100111011111011000110011011111001010101111110000110111111100010110000001111001011000010110111010001000001001001111011110000001111000000001100011010111010011100110110,00010100101001111000010011001100100010011001100011111100001001001011010010101110001111000100100010000001111110001000010011111100101110000110111000001100100101010101110010011100110100011001010010001101001000001010001111011000101110001001001000100000111101001000110110010000101111001011110010010000100110011110100010111100001000011000100001001100101011100111110010011000000111101011010010101111010000000001011011110000101100001100100010001100011110011011110001001101101111000101101110001000100110001110111010100000101111001000100010011000101111001001110010000100100111101000000010000001100010001000010010000001100101001101101110010100100110000110001110010000100011001001101110010100111110001000111001110000100100001011001010111000101001101001110000000000101111101001100001000100101011001001110111001100100100001000110010001101101000001000100011110001101011001000110010000010100111000011011010010100110001001010010010110100110100001000010000100100001110001011011001101100001010010001100010011001110000001010110000010000101001001010101000000000101000000110011010100000100110001010000111100100100000001011100010000000100111101101110010111111001001001001100011010100101011001101111110001000100100011011011110111000110001011000100010000100010101111001100000111101101111111110000000001000110000000010100001000100101011100110010111110100100000111000010010111100101111001000000110101000000110001000001010010000101000101001000001101001101011001011000010010100001101000011100110000100100000000011110110001011101011000110100010111000100010111001100011011100100011000100000010000100100011000111010010010101011000001000010001111010101010011011010010101011000110001011010110011100011011001000100111100000011011110011100010001100001100101000000000110001100010000011010110101110001011001001000011000010100100001010010110111000100100001011011111110100000100011011111010000100011011001001010101111100100110111111100010110000101111001011000010110111010001000001000010111011110000001011000000001100101010001010011110110100,,,150,266,296,14.8,1003,221,22,997,75,7
14,91,38,400,2000,11111111010111101011111111011011111111110110111111111111110111101111111111111110111111111101111111111101111111111111111111111111100110101111111111011111011111111111101011111101111111111111111111101111111111111110111111111111111111111110101111111111111111111111111111001111111110111101111111111111111011111110111111111011111111111111111111111111111011011111110111111010011010111100111111111111111111011111111111111111111111111111111111111001111111111111111111111111110111111111111101111001111111011111111111101111110111111101111111111111111111111111111111011011111111111010111111111011111110111111100110111111111111111111111011111111111111111110111111111111101111010110111111011111111111111111110110111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111110111011111111110111111111110011011101111101111011110111111111101111011111011111111111101111111111110111011111111111111111111111111011111111111111110111111111111110111111111110111111111111111111111111011111111111111111110111111111111001111111111011111111011101011111111111110111111111010011110111111111111111011111100111111111111111111111111111111101111011110111110111111111111111111110110111101101111111110111111111111111110111111111111111111110111111111111010011111111101111111111111111111111111111111111111111111111111111111111111111110101111111111001111111111111111111011111111101111111111111110111011101101011111111111111011110111111111011111111111111111111110011101111111111111111101110111110111111111111111111111111111111011011011111111110111111101101011111111111111111111111110111111111111111111111111100111111111111101111111111110101111111111111111111111011111110111111111111111111011111111110111111111111111111111111011111110111111111111111110110111111101111101111111111111111111111110111111111111111111111111101111111111011011011111110101101111111101101111111111111011110111111111111101111111101111101111111101111110111011101111111111111111101110011101110111011111111111111111111111111110,11111111010111001011111111011000111110110110110011111111010110101111110001111110011110001101111101111101011110001111111101111011000100100111101101011111001110100111101001111101011111110111111101101110011111111110110001111111111111111110101100010011111111110111111111001000111110110101100011011111010011111110100001111011011111111011101111111100011011010111110101111000011010110100111101111000111111011111100111111100011110011111110001111001111111001111111111111000110111111111110001111001001011011111101111101111010111001101101111101111111111110011101100011011111111110000100011111011011110110111100100111111111111111111100011111111101111111110111100011111101111010110101101011100011111110000010110111111111111001111111101111011011111110011101100111111111111110000101111111000001011011111110011111111110111001111111100111111110110000011101101101111011110110111101101111000001011111111110001111111111110110001111111111100111111110111011101101000111110111111110001110111011110110111111111111000111111110001111111111111111110001111111101001111011111000000111011101011011110110100011111111010011110110111100011111011111110111110110011110111111111000111101111011100111110110111110001011111110110110101101111111110111111110111100000111111010110000111110101111011001010011100101001101111111110010111101101111000111111111111100000101111111111110110101111111110001111111111000110111011111110101110111001011110111011001001111111111111111011100111111111011100101110001111000000011100111110111111110001110111110110110001111111111011010111101011011001111011110111110101101011111111111110000100000100111011000111111111101101100111011111111101110010111110001111111111111100111011111111110011111111111100111011111011100111111111010011111111101001111110011110111111110000111111111101110101111100111111011111000110101100011100001111111111101111111101010010010111110101101110111101101111110010111011110111001111111101111100101111101111111100111010111011101111111001111111101110000001110101011111111110011111110011111110,,,72,491,374,18.7,1807,370,20,193,4,2
