GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
10-07-23-53-631,1,631,eeb65328-18c3-47f3-93ae-0cb09d125a24,2020-10-08 06:55:33,711ebd11-c23c-4784-a786-12a78f94dbf1,2020-10-08 06:53:39,3,897,897,897,out/10-07-23-53/log,out/10-07-23-53/base_samples631,,out/10-07-23-53/bit1_samples631,out/10-07-23-53/bit0_samples631,6.17160763691942,,0.542555819330354,92:B8:63:1B:A9:57,No
10-07-23-53-674,1,674,c72860b8-8db5-42cf-916c-ee6a2d1a64ec,2020-10-08 06:55:33,ce07003d-fff6-4a79-85cf-a9525c58ef28,2020-10-08 06:53:54,3,961,961,961,out/10-07-23-53/log,out/10-07-23-53/base_samples674,,out/10-07-23-53/bit1_samples674,out/10-07-23-53/bit0_samples674,8.03416387080861,,0.727817895946648,AA:18:E6:BB:62:00,No
10-07-23-53-292,1,292,a22c4b55-ca38-44fd-a4c2-79dfe6590dda,2020-10-08 06:55:33,fbdcd66b-e18d-4143-bb65-5591ae894db9,2020-10-08 06:53:35,3,958,958,958,out/10-07-23-53/log,out/10-07-23-53/base_samples292,,out/10-07-23-53/bit1_samples292,out/10-07-23-53/bit0_samples292,8.07191327129301,,0.68378581373109,7A:E1:C6:10:9B:F3,No
10-07-23-53-703,1,703,9365426c-60b9-4a6f-88e6-f3e74f614070,2020-10-08 06:55:33,619c0a9e-fac1-4cc3-8fa1-4da45e9c5981,2020-10-08 06:53:54,3,843,843,843,out/10-07-23-53/log,out/10-07-23-53/base_samples703,,out/10-07-23-53/bit1_samples703,out/10-07-23-53/bit0_samples703,5.57164519742634,,0.166665255785909,72:D4:47:C9:CB:B1,No
10-07-23-53-398,1,398,5b7c51bc-7913-4b52-b8ef-7bf79cdeec11,2020-10-08 06:55:33,ff74fe20-7e13-4d9a-bf5c-311a1964313b,2020-10-08 06:53:43,3,767,767,767,out/10-07-23-53/log,out/10-07-23-53/base_samples398,,out/10-07-23-53/bit1_samples398,out/10-07-23-53/bit0_samples398,8.81819981961777,,0.268396260940588,EE:CB:2D:B2:5A:F7,No
10-07-23-53-17,1,17,7a2029c9-b052-4383-a624-b6e9538471a3,2020-10-08 06:55:33,89cddcf7-7294-41fc-bb40-75c08ca4c36f,2020-10-08 06:53:35,3,888,888,888,out/10-07-23-53/log,out/10-07-23-53/base_samples17,,out/10-07-23-53/bit1_samples17,out/10-07-23-53/bit0_samples17,7.41483240459586,,0.268914720594156,32:50:A0:AD:5F:D2,No
10-07-23-53-584,1,584,9a71a8be-79ad-43dd-8031-d8ea1d5d5e23,2020-10-08 06:55:33,15f671d3-e964-4e93-8150-6be388246f0f,2020-10-08 06:53:51,3,887,887,887,out/10-07-23-53/log,out/10-07-23-53/base_samples584,,out/10-07-23-53/bit1_samples584,out/10-07-23-53/bit0_samples584,6.10977047897567,,0.187667298803507,CE:FE:02:A6:B0:5B,No
10-07-23-53-784,1,784,ecc4e307-4b61-4952-9ba0-3d3788b43bfa,2020-10-08 06:55:33,1c3d1011-1116-4e53-b840-7cd46203625c,2020-10-08 06:53:48,3,998,998,998,out/10-07-23-53/log,out/10-07-23-53/base_samples784,,out/10-07-23-53/bit1_samples784,out/10-07-23-53/bit0_samples784,7.71035256075084,,0.565777986777941,32:BF:CC:88:D4:21,No
10-07-23-53-480,1,480,242c83c2-2182-4047-8aa9-9bb1be444d84,2020-10-08 06:55:33,72b11482-7b25-47cb-8e4f-d047d16e7475,2020-10-08 06:53:42,3,881,881,881,out/10-07-23-53/log,out/10-07-23-53/base_samples480,,out/10-07-23-53/bit1_samples480,out/10-07-23-53/bit0_samples480,7.08392112654083,,0.230313027909626,BA:0D:2A:2B:38:71,No
10-07-23-53-999,1,999,a77fb099-068a-4bb9-a515-82696489b3c7,2020-10-08 06:55:33,d30a9115-b5e3-4dae-a52b-bb211e3ee0f7,2020-10-08 06:53:47,3,999,999,999,out/10-07-23-53/log,out/10-07-23-53/base_samples999,,out/10-07-23-53/bit1_samples999,out/10-07-23-53/bit0_samples999,0,,0.230439710383465,CE:6F:3B:7B:53:33,No
