Logs,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/09-09-01-49/log,5e9d20ed-b6a2-40f3-8154-4d67d341c367,FA:2B:5A:4F:5B:AF,802,1,2020-09-09 08:49:43,2020-09-09 08:50:36,796,856af107-4fac-48cb-a0c5-044e0826d1d2,1,,-,-
out/09-09-01-49/log,21efe7f9-55b4-4363-b9ea-357316a28655,5A:E6:15:08:1B:D8,1014,1,2020-09-09 08:49:41,2020-09-09 08:50:37,921,a0095fd7-ddcd-4a3e-9da8-cef08261fdcd,1,,-,-
out/09-09-01-49/log,1a6c44b1-b1c1-40fe-bce1-a3b7ac97793e,9A:9A:E7:12:F0:F7,1023,1,2020-09-09 08:49:28,2020-09-09 08:50:37,145,aefe93da-d2e8-4c77-89d2-cc8005584629,1,,-,-
out/09-09-01-49/log,ecba7e3b-d3d9-4778-9d43-5e612a42e0a8,CA:29:0B:D0:BD:96,1018,1,2020-09-09 08:49:53,2020-09-09 08:50:36,974,8d06017d-d95d-4045-b014-c167401ab5e8,1,,-,-
out/09-09-01-49/log,79bdbd71-dd8f-4f95-8b38-71dd40818df5,26:EF:DF:42:A0:75,1005,1,2020-09-09 08:49:47,2020-09-09 08:50:37,993,9a6d9e7b-908e-4a46-ae9e-3dbcafd32d68,1,,-,-
out/09-09-01-49/log,fa628778-c8d0-4b50-9766-8f75b7abb68e,6A:15:06:1B:EB:FC,409,1,2020-09-09 08:49:28,2020-09-09 08:50:36,408,3e4c450f-2c0a-485d-a1f3-0c9e0147fb0e,1,,-,-
out/09-09-01-49/log,94fb9639-97fe-4740-b958-aefddf4cd7db,56:C4:0C:25:1C:CF,366,1,2020-09-09 08:49:28,2020-09-09 08:50:36,244,c308e61c-7115-4aaf-a907-a6bf9d24a1f0,1,,-,-
out/09-09-01-49/log,62d2e4c2-249d-4cef-87d0-ce119f915812,CA:8C:D7:A4:0E:24,612,1,2020-09-09 08:49:28,2020-09-09 08:50:36,398,7e885f7c-9b54-4c1f-b8f4-31991d92bbe6,1,,-,-
out/09-09-01-49/log,d64e8825-4ef9-4711-a5f7-34097a1ff98c,E6:E6:C6:47:B9:8A,1011,1,2020-09-09 08:49:40,2020-09-09 08:50:36,800,d1554ff9-11bb-4bdb-81e5-929cd5ced153,1,,-,-
out/09-09-01-49/log,dd37840a-89f5-4445-8a77-3088fffa4cb2,2A:34:2F:B4:53:8E,1022,1,2020-09-09 08:49:28,2020-09-09 08:50:37,167,0eed3417-8577-464c-b24f-42f11653b6b5,1,,-,-
out/09-09-01-49/log,3fc61df3-5d29-48f3-9542-aa8ec884518f,22:40:48:DE:51:87,879,1,2020-09-09 08:49:28,2020-09-09 08:50:36,462,930e14f0-93a9-4967-b9e8-8300149527e0,1,,-,-
out/09-09-01-49/log,df2b3ac4-4b11-47dc-9218-31d9a35d7190,66:28:C5:2C:39:AC,863,1,2020-09-09 08:49:28,2020-09-09 08:50:36,336,20262cee-9334-48c1-918d-99c8a90fafc7,1,,-,-
out/09-09-01-49/log,01a222c2-aeb7-4d06-ab2d-90d954e28b06,62:C0:6E:38:00:87,835,1,2020-09-09 08:49:28,2020-09-09 08:50:36,465,89b3b143-a705-499d-bc41-c5e292afa22f,1,,-,-
out/09-09-01-49/log,ddc6db33-51b8-4de0-a1d5-ce4e2375ee45,EA:78:6E:44:BA:41,832,1,2020-09-09 08:49:35,2020-09-09 08:50:37,555,52468dfe-bb78-4ab1-a2fb-18c201e50009,1,,-,-
out/09-09-01-49/log,24053540-57e1-49c5-b753-7100f4f721d0,5E:5A:12:FF:66:4A,1005,1,2020-09-09 08:49:47,2020-09-09 08:50:36,598,1d0cafed-5efd-4928-b232-b25eb921c0a2,1,,-,-
out/09-09-01-49/log,e58f7737-6fc3-4886-a39a-bda634f71942,42:2C:E1:2C:A4:28,642,1,2020-09-09 08:49:27,2020-09-09 08:50:36,110,0b83c0dc-bac1-4ea4-926f-776e46f5e7c6,1,,-,-
out/09-09-01-49/log,b85fe726-f92a-4f62-9460-faa133bf88d7,3E:0D:29:37:42:62,1023,1,2020-09-09 08:49:28,2020-09-09 08:50:36,394,fbd7c683-b4b1-4879-a0dd-74f97d7579a5,1,,-,-
out/09-09-01-49/log,ab0a55b0-cea4-4048-b77b-8a31cd58fc97,92:BA:E6:C1:06:45,960,1,2020-09-09 08:49:54,2020-09-09 08:50:36,432,2c4ab7c3-d2f2-4d28-adc1-965d72aee936,1,,-,-
out/09-09-01-49/log,8f65f149-fe12-4ddc-8461-1e1b4bd70445,7A:A1:EC:42:87:08,416,1,2020-09-09 08:49:27,2020-09-09 08:50:37,3,9f0420ef-4fe8-4ba8-9e08-f7f774e3ce3e,1,,-,-
out/09-09-01-49/log,a3f0e45a-8a58-4c2e-8c26-977d9f779eb9,A6:08:E7:63:55:39,997,1,2020-09-09 08:49:28,2020-09-09 08:50:36,198,6607e8e5-dd9d-488a-904b-4ef2f6c5c99d,1,,-,-
out/09-09-01-49/log,8d26cda8-f77e-4046-ba3c-f89ad3574929,B2:B9:7E:EC:41:D0,1021,1,2020-09-09 08:49:28,2020-09-09 08:50:37,205,4fd205f6-f219-4256-b314-c89f1d217e98,1,,-,-
out/09-09-01-49/log,0cf200f0-771e-420a-bd07-6a6ac057be5f,F6:EA:20:C1:6A:37,1008,1,2020-09-09 08:49:28,2020-09-09 08:50:36,190,639dfca7-43b3-4b9c-8513-dbb24d0c1983,1,,-,-
