Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 5,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-13-13-54/log,219b7283-de7d-488b-ae1c-895ba2d4ebac,A6:E1:EA:6D:D7:88,26,26,26,26,5,2020-08-13 20:53:38,26,2020-08-13 20:54:22,26,67ca9a05-9a48-4d3c-9294-f9ec4aeb0345,1,,-,-
out/08-13-13-54/log,c22eebb2-7b03-4ea5-9a69-5142622ba458,EA:74:0C:E4:85:C2,31,31,31,31,5,2020-08-13 20:53:38,31,2020-08-13 20:54:23,31,05fe34b1-6805-43b9-8812-3e41e473451c,1,,-,-
out/08-13-13-54/log,5c9696aa-3ef9-4cf4-982d-54ce9b877c01,06:ED:8E:EB:EA:49,36,36,36,36,5,2020-08-13 20:53:38,36,2020-08-13 20:54:22,36,46c79b66-8fb1-4240-b59a-9950c62db33c,1,,-,-
out/08-13-13-54/log,4e4d7464-edc4-4016-a6ee-ed69a71423f5,EE:5A:6C:D7:1C:FC,1,1,1,1,5,2020-08-13 20:53:38,1,2020-08-13 20:54:23,1,75218f4f-cefe-48e3-bd14-eaa8bc59221a,1,,-,-
out/08-13-13-54/log,21367b59-f569-4b9f-9993-6798b1039ebd,56:F0:59:4B:5A:06,73,73,73,73,5,2020-08-13 20:53:38,73,2020-08-13 20:54:23,73,f5aa676d-e61a-46da-b28b-2cb36e9b4bf8,1,,-,-
out/08-13-13-54/log,dbefc3be-40d1-4a3c-8c53-7461b54d034e,F2:14:5F:E7:BA:29,64,64,64,64,5,2020-08-13 20:53:38,64,2020-08-13 20:54:22,64,eeada1bc-ce7e-4677-ace0-9d505264ab00,1,,-,-
out/08-13-13-54/log,69f6aa8a-9dd8-4331-adc2-464d7ce7d7b1,F2:C2:96:47:9F:AC,23,23,23,23,5,2020-08-13 20:53:38,23,2020-08-13 20:54:23,23,886a73a5-2438-4938-96ea-9621660093e3,1,,-,-
out/08-13-13-54/log,e1a8335d-ed8c-4f9f-b6e5-25960a44fcb1,A2:E9:D7:47:8A:BA,6,6,6,6,5,2020-08-13 20:53:38,6,2020-08-13 20:54:23,6,b1fe8772-c08f-4316-911c-7db8a8404e45,1,,-,-
out/08-13-13-54/log,2ee78bb6-b2aa-4d1d-8c90-bbec555c4d1c,AA:E5:CC:ED:08:04,74,74,74,74,5,2020-08-13 20:53:38,74,2020-08-13 20:54:22,74,7dd1dc17-27ce-4c11-9da7-424ad7f7ce65,1,,-,-
out/08-13-13-54/log,16ddcd33-dae7-48ef-8c8b-e501021aa60b,AA:F1:06:FB:AC:5B,62,62,62,62,5,2020-08-13 20:53:38,62,2020-08-13 20:54:23,62,7669c8b3-90a8-4c28-9857-9a5039db4e6d,1,,-,-
out/08-13-13-54/log,0ef04cc6-b8ec-4855-9fb3-46642e1b58fe,82:2F:88:63:6C:B2,97,97,97,97,5,2020-08-13 20:53:38,97,2020-08-13 20:54:23,97,246eccf4-774a-4c3c-aa51-6ca7fabf3a64,1,,-,-
out/08-13-13-54/log,08c1f9f2-7a43-42e8-bb73-48395f6c1d3a,62:B5:41:BE:87:7D,54,54,54,54,5,2020-08-13 20:53:38,54,2020-08-13 20:54:23,54,06976a08-18b0-4147-980c-c3f333f93ea3,1,,-,-
out/08-13-13-54/log,8b2a49e4-ab24-4463-85ca-e61fa07df19b,46:B0:DC:6C:9F:15,7,7,7,7,5,2020-08-13 20:53:38,7,2020-08-13 20:54:23,7,602fcbcd-d783-48fc-9966-e6129d1046d0,1,,-,-
out/08-13-13-54/log,6d8abd47-1d30-46e6-8141-b860ca406ab0,82:56:BE:C8:16:76,15,15,15,15,5,2020-08-13 20:53:38,15,2020-08-13 20:54:23,15,123f94b2-8656-4acf-b626-a986a60356c8,1,,-,-
out/08-13-13-54/log,d8915194-93f2-4fe3-ae8f-a3770a157d49,D2:6B:C0:D3:C7:4F,25,25,25,25,5,2020-08-13 20:53:38,25,2020-08-13 20:54:23,25,4fe416ad-0976-41ad-9a25-146fde5a48e2,1,,-,-
out/08-13-13-54/log,710e8c9e-f4fe-46f9-8566-6f01927e0cde,E2:50:9A:03:18:97,9,9,9,9,5,2020-08-13 20:53:38,9,2020-08-13 20:54:23,9,30da3ff4-4a14-4f6c-a8a0-3d659c37de07,1,,-,-
out/08-13-13-54/log,b8ef0da0-0e53-462b-b2f7-e8afd0f43e8f,D2:61:CF:79:D6:89,90,90,90,90,5,2020-08-13 20:53:38,90,2020-08-13 20:54:22,90,213bfca3-2501-458f-b7cf-2f736e003322,1,,-,-
out/08-13-13-54/log,5ac9715d-9d66-4ce0-ab50-5a511d01e37c,9A:2D:D2:66:F8:D0,2,2,2,2,5,2020-08-13 20:53:38,2,2020-08-13 20:54:22,2,c9df7008-6cb0-44e8-ad9f-8eeb10becdaf,1,,-,-
out/08-13-13-54/log,dd20ddfe-2d85-432f-a124-5bfca6c6f4bf,C2:B2:DD:FA:19:2E,19,19,19,19,5,2020-08-13 20:53:38,19,2020-08-13 20:54:23,19,2a1ee63f-dea5-462d-b2bf-2cb340523c65,1,,-,-
out/08-13-13-54/log,5ab70708-bccd-4929-abb2-41e3b3d0fa5d,26:8B:4E:2B:4C:46,61,61,61,61,5,2020-08-13 20:53:38,61,2020-08-13 20:54:23,61,0a03a1d6-8955-42a4-8b8a-e46e57eb6678,1,,-,-
