GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start,Account
10-08-23-03-736,1,736,a2070e10-3644-4307-aa2a-8730521011cc,2020-10-09 06:05:32,101a88d3-9514-4c23-9c0e-45fad56be92e,2020-10-09 06:03:46,3,860,860,860,out/10-08-23-03/log,out/10-08-23-03/base_samples736,,out/10-08-23-03/bit1_samples736,out/10-08-23-03/bit0_samples736,7.18570166859628,,0.469925478998031,CE:01:C7:97:C9:5E,No,017371402075
10-08-23-03-34,1,34,db950ab4-fe38-4b54-93a6-17e183954f70,2020-10-09 06:05:32,4cf524d7-d34c-4a15-bb4c-f6c71522f373,2020-10-09 06:04:03,3,948,948,948,out/10-08-23-03/log,out/10-08-23-03/base_samples34,,out/10-08-23-03/bit1_samples34,out/10-08-23-03/bit0_samples34,8.69306022434229,,0.309076423139396,86:DC:5E:10:77:12,No,017371402075
10-08-23-03-46,1,46,8574d4b7-ace5-46f4-8eb9-889a550799dc,2020-10-09 06:05:32,b1de30fe-d2f6-4ce4-9431-28507bdad79d,2020-10-09 06:03:34,3,992,992,992,out/10-08-23-03/log,out/10-08-23-03/base_samples46,,out/10-08-23-03/bit1_samples46,out/10-08-23-03/bit0_samples46,8.38839902954705,,0.396933140365512,6E:23:9D:55:B3:70,No,017371402075
10-08-23-03-868,1,868,bc5517bd-7ff0-46c3-a07a-40114d170cd7,2020-10-09 06:05:32,e10b9e08-42aa-49d1-93b9-bc2fe2ac0955,2020-10-09 06:03:39,3,991,991,991,out/10-08-23-03/log,out/10-08-23-03/base_samples868,,out/10-08-23-03/bit1_samples868,out/10-08-23-03/bit0_samples868,8.00075330036696,,0.353221323529933,5A:E3:B1:59:6E:78,No,017371402075
10-08-23-03-426,1,426,5b8508c9-128e-4eca-bd43-bd749aba26ea,2020-10-09 06:05:32,72f608d0-386d-422e-bc38-9fa04faf588e,2020-10-09 06:03:36,3,944,944,944,out/10-08-23-03/log,out/10-08-23-03/base_samples426,,out/10-08-23-03/bit1_samples426,out/10-08-23-03/bit0_samples426,8.95409047610678,,0.395940499024008,6E:51:E2:7B:11:87,No,017371402075
10-08-23-03-566,1,566,f01c64da-c186-4d2f-ab14-1f98df52a4eb,2020-10-09 06:05:32,0b8a1889-d7be-42c3-ad70-09e3f3bf3fa9,2020-10-09 06:03:44,3,917,917,917,out/10-08-23-03/log,out/10-08-23-03/base_samples566,,out/10-08-23-03/bit1_samples566,out/10-08-23-03/bit0_samples566,7.5113448565249,,0.327439530039473,1A:72:69:48:3A:84,No,017371402075
10-08-23-03-617,1,617,718435bd-5e3a-495e-b44b-ea0a2f28bc93,2020-10-09 06:05:32,6b033dac-2244-48ec-9724-21e78067b6c3,2020-10-09 06:03:57,3,908,908,908,out/10-08-23-03/log,out/10-08-23-03/base_samples617,,out/10-08-23-03/bit1_samples617,out/10-08-23-03/bit0_samples617,5.02359284892122,,0.0918368739151756,2A:D8:19:A0:53:9B,No,017371402075
10-08-23-03-402,1,402,2a65a732-2dcb-4426-aeac-f6f274518626,2020-10-09 06:05:32,baa8fa4f-fbc9-46b8-a07c-1467ded1989c,2020-10-09 06:03:49,3,978,978,978,out/10-08-23-03/log,out/10-08-23-03/base_samples402,,out/10-08-23-03/bit1_samples402,out/10-08-23-03/bit0_samples402,8.56871417221124,,0.25602503829616,DE:03:C8:16:CC:9C,No,017371402075
10-08-23-03-893,1,893,a1631fad-c543-4d7f-b785-09bae05d3083,2020-10-09 06:05:32,a4bdc36c-6725-4740-9414-0b87a308213f,2020-10-09 06:03:54,3,893,893,893,out/10-08-23-03/log,out/10-08-23-03/base_samples893,,out/10-08-23-03/bit1_samples893,out/10-08-23-03/bit0_samples893,0,,0.729817000852946,96:C5:45:06:E5:88,No,017371402075
10-08-23-03-99,1,99,2d88977c-2366-4e8c-8882-bafc7ee84f96,2020-10-09 06:05:32,5af6ac52-72c4-4d8d-9a5a-419f0a81a08b,2020-10-09 06:03:34,3,965,965,965,out/10-08-23-03/log,out/10-08-23-03/base_samples99,,out/10-08-23-03/bit1_samples99,out/10-08-23-03/bit0_samples99,6.7668217408194,,0.707982029838698,86:C9:75:D3:AF:B9,No,017371402075
10-08-23-03-940,1,940,2c1471fc-acb8-4b3b-95fc-4581be4ae013,2020-10-09 06:05:32,c5078fcd-f73e-41eb-817a-019bf7f76b95,2020-10-09 06:03:46,3,940,940,940,out/10-08-23-03/log,out/10-08-23-03/base_samples940,,out/10-08-23-03/bit1_samples940,out/10-08-23-03/bit0_samples940,0,,0.118434084474572,5A:10:4F:61:B6:C5,No,017371402075
10-08-23-03-470,1,470,86f6f603-fca4-43d6-a79d-b6ef888ea672,2020-10-09 06:05:32,e4dadd29-754c-4d5a-a6bd-a9b147d9a27c,2020-10-09 06:03:43,3,890,890,890,out/10-08-23-03/log,out/10-08-23-03/base_samples470,,out/10-08-23-03/bit1_samples470,out/10-08-23-03/bit0_samples470,8.27058934973802,,0.182423382616679,CE:8D:4F:34:29:B9,No,017371402075
10-08-23-03-68,1,68,1be44422-7795-493c-b71c-8743151a881b,2020-10-09 06:05:32,461df9bf-37c7-48bd-909d-a0e4cacb020a,2020-10-09 06:03:34,3,992,992,992,out/10-08-23-03/log,out/10-08-23-03/base_samples68,,out/10-08-23-03/bit1_samples68,out/10-08-23-03/bit0_samples68,8.52085249972423,,0.114538204499441,4A:05:4D:7D:52:56,No,017371402075
10-08-23-03-127,1,127,3f11503d-6ddf-4456-9cd6-2e986828b5b7,2020-10-09 06:05:32,9d8c4a12-b7ef-4182-8b49-31f333c86812,2020-10-09 06:03:34,3,260,260,260,out/10-08-23-03/log,out/10-08-23-03/base_samples127,,out/10-08-23-03/bit1_samples127,out/10-08-23-03/bit0_samples127,6.24565091067376,,0.170869134500646,52:BB:15:97:F8:2A,No,017371402075
10-08-23-03-674,1,674,89df8ab7-16b8-4c4d-91f9-28bc82cc6784,2020-10-09 06:05:32,7c5415b2-f73f-45ff-b45c-67348b7d759f,2020-10-09 06:03:57,3,903,903,903,out/10-08-23-03/log,out/10-08-23-03/base_samples674,,out/10-08-23-03/bit1_samples674,out/10-08-23-03/bit0_samples674,6.60110095704157,,0.341057708692526,8A:10:28:78:1A:69,No,017371402075
10-08-23-03-739,1,739,dbe20f71-3371-42a1-ada7-0ec3d87ba0b3,2020-10-09 06:05:32,20f00f91-9990-4372-90df-5fcd69503dd1,2020-10-09 06:03:56,3,908,908,908,out/10-08-23-03/log,out/10-08-23-03/base_samples739,,out/10-08-23-03/bit1_samples739,out/10-08-23-03/bit0_samples739,5.37188160700141,,0.20484085053874,2A:8B:2C:2A:53:28,No,017371402075
10-08-23-03-895,1,895,773cc3a7-0e1a-4c48-a0cf-bb351848a6ba,2020-10-09 06:05:32,dbff4121-34aa-46b9-8f2c-e79fe18359c3,2020-10-09 06:03:40,3,895,895,895,out/10-08-23-03/log,out/10-08-23-03/base_samples895,,out/10-08-23-03/bit1_samples895,out/10-08-23-03/bit0_samples895,0,,0.255869286443357,5A:F3:15:BF:4C:D6,No,017371402075
10-08-23-03-641,1,641,8f04f38d-b52f-4e92-b511-439d04032d0c,2020-10-09 06:05:32,ca2b890f-172e-4175-9d07-9a3c2320501a,2020-10-09 06:03:54,3,952,952,952,out/10-08-23-03/log,out/10-08-23-03/base_samples641,,out/10-08-23-03/bit1_samples641,out/10-08-23-03/bit0_samples641,7.83887915986309,,0.520735371168721,0E:9F:48:B0:4F:BE,No,017371402075
10-08-23-03-102,1,102,64e6d4ae-818a-42f1-a532-c0dac8465ee2,2020-10-09 06:05:32,59136305-0e66-4bdd-bd5b-f46ce6320c9b,2020-10-09 06:03:34,3,819,819,819,out/10-08-23-03/log,out/10-08-23-03/base_samples102,,out/10-08-23-03/bit1_samples102,out/10-08-23-03/bit0_samples102,6.60122839829193,,0.18084233302021,9A:32:96:52:8E:8D,No,017371402075
10-08-23-03-950,1,950,7d94240c-be43-44b1-8858-f75e65fa4896,2020-10-09 06:05:32,f0df3ebf-756b-490f-8c61-701e9f624174,2020-10-09 06:03:56,3,950,950,950,out/10-08-23-03/log,out/10-08-23-03/base_samples950,,out/10-08-23-03/bit1_samples950,out/10-08-23-03/bit0_samples950,0,,0.505874648035599,52:26:C3:C1:7C:AF,No,017371402075
10-08-23-03-992,1,992,6b02ea78-bcf4-415e-88b7-8b76c7bf7570,2020-10-09 06:05:32,e4773748-2da7-4536-b40e-49ad39d691fc,2020-10-09 06:03:52,3,992,992,992,out/10-08-23-03/log,out/10-08-23-03/base_samples992,,out/10-08-23-03/bit1_samples992,out/10-08-23-03/bit0_samples992,0,,0.512002657367676,DE:2F:C9:37:C6:9F,No,017371402075
10-08-23-03-815,1,815,aba98e39-42f7-41ca-9d6f-fd2efbb8e52b,2020-10-09 06:05:32,07cef151-203d-488d-86d3-82f256e45bcf,2020-10-09 06:03:48,3,981,981,981,out/10-08-23-03/log,out/10-08-23-03/base_samples815,,out/10-08-23-03/bit1_samples815,out/10-08-23-03/bit0_samples815,5.48849550240734,,0.400922793746259,F6:DC:2D:95:3E:EC,No,017371402075
10-08-23-03-986,1,986,f67d9725-32ad-41a9-b522-88082847b050,2020-10-09 06:05:32,04c5b57c-49e7-4dcd-b83d-d99952afb42c,2020-10-09 06:03:43,3,986,986,986,out/10-08-23-03/log,out/10-08-23-03/base_samples986,,out/10-08-23-03/bit1_samples986,out/10-08-23-03/bit0_samples986,0,,0.352822709839318,FA:70:5F:2C:5F:69,No,017371402075
10-08-23-03-364,1,364,68e145f7-1e03-4b19-9aec-816d30040224,2020-10-09 06:05:32,ba3ba95e-4222-4f92-b81a-5425f5164672,2020-10-09 06:03:37,3,973,973,973,out/10-08-23-03/log,out/10-08-23-03/base_samples364,,out/10-08-23-03/bit1_samples364,out/10-08-23-03/bit0_samples364,8.44877538356074,,0.690553180076856,DE:61:B6:C9:F0:9B,No,017371402075
10-08-23-03-876,1,876,97b15c7a-42ee-4d35-a5b2-ea9c8b94759b,2020-10-09 06:05:32,806bc1d5-2798-4453-b54c-c1c749752401,2020-10-09 06:03:45,3,994,994,994,out/10-08-23-03/log,out/10-08-23-03/base_samples876,,out/10-08-23-03/bit1_samples876,out/10-08-23-03/bit0_samples876,7.88300050901643,,0.171257145337983,02:84:12:5F:F6:48,No,017371402075
10-08-23-03-312,1,312,18751f6b-6dd0-42aa-bc32-aaaf777b83b0,2020-10-09 06:05:32,7e6b0b15-e8d1-4a2a-841a-b2eed1ae7be4,2020-10-09 06:03:40,3,644,644,644,out/10-08-23-03/log,out/10-08-23-03/base_samples312,,out/10-08-23-03/bit1_samples312,out/10-08-23-03/bit0_samples312,6.13966096040352,,0.173747439366516,D2:46:E6:1F:D9:AF,No,017371402075
10-08-23-03-598,1,598,6586679c-484d-4081-9ab9-00f6851f3397,2020-10-09 06:05:32,aa703956-cb07-4db2-a567-75f44e954801,2020-10-09 06:03:41,3,875,875,875,out/10-08-23-03/log,out/10-08-23-03/base_samples598,,out/10-08-23-03/bit1_samples598,out/10-08-23-03/bit0_samples598,6.85301169472226,,0.189414978204203,5E:E6:90:AF:49:A5,No,017371402075
10-08-23-03-483,1,483,0c0b37ef-2251-4ad3-9bab-4faaf102f9bf,2020-10-09 06:05:32,95a120c5-a99d-4a8a-833a-53809d03b133,2020-10-09 06:04:01,3,935,935,935,out/10-08-23-03/log,out/10-08-23-03/base_samples483,,out/10-08-23-03/bit1_samples483,out/10-08-23-03/bit0_samples483,8.11557168621182,,0.183325217342871,96:27:B0:17:C3:05,No,017371402075
10-08-23-03-353,1,353,27fd3f66-89ac-46ef-b5cb-672ee5ccd614,2020-10-09 06:05:32,84578690-4b2d-4d2e-8ea6-e4e9692d812d,2020-10-09 06:03:39,3,940,940,940,out/10-08-23-03/log,out/10-08-23-03/base_samples353,,out/10-08-23-03/bit1_samples353,out/10-08-23-03/bit0_samples353,5.9925168352809,,0.188086857927395,8E:F2:AD:8D:CB:84,No,017371402075
10-08-23-03-507,1,507,c1bc091a-818c-4bb0-8fc0-f1b66f5e2f31,2020-10-09 06:05:32,f321bb4d-587d-4557-84e4-a63b8b930725,2020-10-09 06:03:44,3,959,959,959,out/10-08-23-03/log,out/10-08-23-03/base_samples507,,out/10-08-23-03/bit1_samples507,out/10-08-23-03/bit0_samples507,7.56263046154732,,0.340211436254165,6A:12:74:10:02:02,No,017371402075
10-08-23-03-888,1,888,13c378b7-f0f6-4065-ac77-27e7919b0e2c,2020-10-09 06:05:32,01395870-8dbf-4245-a7c2-8a506221e1a3,2020-10-09 06:03:44,3,981,981,981,out/10-08-23-03/log,out/10-08-23-03/base_samples888,,out/10-08-23-03/bit1_samples888,out/10-08-23-03/bit0_samples888,5.68001515508542,,0.140166796840029,1E:7D:68:E9:C1:6F,No,017371402075
10-08-23-03-108,1,108,a2f34d29-1510-4398-92d8-a08e61202a6b,2020-10-09 06:05:32,3a5971af-6115-422c-8f33-bad4507c93c5,2020-10-09 06:03:34,3,944,944,944,out/10-08-23-03/log,out/10-08-23-03/base_samples108,,out/10-08-23-03/bit1_samples108,out/10-08-23-03/bit0_samples108,8.91045501002589,,0.223949461957203,CA:80:C6:41:C2:B6,No,017371402075
10-08-23-03-79,1,79,a1c8edb0-207d-4c4a-959b-119c4b57987d,2020-10-09 06:05:32,fd206299-ae98-4536-980a-87e4686ae64a,2020-10-09 06:03:34,3,330,330,330,out/10-08-23-03/log,out/10-08-23-03/base_samples79,,out/10-08-23-03/bit1_samples79,out/10-08-23-03/bit0_samples79,7.50702766641116,,0.301131274529897,52:D1:2D:EA:44:02,No,017371402075
10-08-23-03-632,1,632,7b393b94-79cb-44ff-982a-f10c072f1dc0,2020-10-09 06:05:32,325d7cd5-42a8-4e4b-a3d9-17559ab17ed1,2020-10-09 06:03:39,3,632,632,632,out/10-08-23-03/log,out/10-08-23-03/base_samples632,,out/10-08-23-03/bit1_samples632,out/10-08-23-03/bit0_samples632,0,,0.128191828055445,AA:9A:4C:6A:0F:2B,No,017371402075
10-08-23-03-715,1,715,66c98458-9ceb-486a-a2a4-310e06962eb3,2020-10-09 06:05:32,7d176f0f-e9b8-444e-8aa4-c7af8bb530bf,2020-10-09 06:03:41,3,979,979,979,out/10-08-23-03/log,out/10-08-23-03/base_samples715,,out/10-08-23-03/bit1_samples715,out/10-08-23-03/bit0_samples715,7.78830302801098,,0.273002871523037,9E:3D:DE:DA:94:8E,No,017371402075
10-08-23-03-454,1,454,c8e71d52-2886-44e0-a3c3-c2d57fd31d83,2020-10-09 06:05:32,a31929b7-3d14-4d30-b38e-3a1a56d0f67d,2020-10-09 06:03:39,3,958,958,958,out/10-08-23-03/log,out/10-08-23-03/base_samples454,,out/10-08-23-03/bit1_samples454,out/10-08-23-03/bit0_samples454,6.18390548965308,,0.226905760876556,8E:BC:4A:8D:D1:23,No,017371402075
10-08-23-03-541,1,541,e72ce29d-0653-45d8-b149-a6c83534e569,2020-10-09 06:05:32,8af60448-77f3-4ba0-8801-7f5922236660,2020-10-09 06:03:43,3,916,916,916,out/10-08-23-03/log,out/10-08-23-03/base_samples541,,out/10-08-23-03/bit1_samples541,out/10-08-23-03/bit0_samples541,5.72420014045988,,0.57643520505329,3E:07:03:F3:45:0C,No,017371402075
10-08-23-03-273,1,273,c1fa05ec-a737-48e8-b03a-e7e77d36e9e4,2020-10-09 06:05:32,8d3304f2-18ff-4aa8-9895-9c837932ef35,2020-10-09 06:03:36,3,859,859,859,out/10-08-23-03/log,out/10-08-23-03/base_samples273,,out/10-08-23-03/bit1_samples273,out/10-08-23-03/bit0_samples273,7.47309494996902,,0.151768753425278,C2:11:B0:3D:A5:BC,No,017371402075
10-08-23-03-677,1,677,5b625d6b-9d32-45d1-992b-9eafd86e90a6,2020-10-09 06:05:32,b5644752-4e5c-4b21-91dd-1e04e5b9b9c2,2020-10-09 06:03:44,3,966,966,966,out/10-08-23-03/log,out/10-08-23-03/base_samples677,,out/10-08-23-03/bit1_samples677,out/10-08-23-03/bit0_samples677,6.44336255086263,,0.322799739892665,9E:64:99:5C:5C:5C,No,017371402075
10-08-23-03-867,1,867,9e64735e-0bf6-4dac-b708-8aa037962d25,2020-10-09 06:05:32,819ee553-4738-49ba-b43f-ffdd8041fb01,2020-10-09 06:03:41,3,867,867,867,out/10-08-23-03/log,out/10-08-23-03/base_samples867,,out/10-08-23-03/bit1_samples867,out/10-08-23-03/bit0_samples867,0,,0.609535895558103,3A:CE:DB:F3:E7:FF,No,017371402075
10-08-23-03-233,1,233,63e805fe-ca08-4ce7-80d0-9d6df98ab131,2020-10-09 06:05:32,4470fbcc-7766-459d-a1d7-874e35fb8441,2020-10-09 06:03:34,3,750,750,750,out/10-08-23-03/log,out/10-08-23-03/base_samples233,,out/10-08-23-03/bit1_samples233,out/10-08-23-03/bit0_samples233,7.8399702046051,,0.593013364488308,16:AD:FE:88:25:7C,No,017371402075
10-08-23-03-462,1,462,4561f754-e325-4263-840f-96888d589101,2020-10-09 06:05:32,0ad48b5f-4ddc-4da1-8ffc-af515b5c1e41,2020-10-09 06:03:43,3,993,993,993,out/10-08-23-03/log,out/10-08-23-03/base_samples462,,out/10-08-23-03/bit1_samples462,out/10-08-23-03/bit0_samples462,8.48938860133638,,0.44523767968391,B6:4F:75:C7:66:FA,No,017371402075
10-08-23-03-939,1,939,cf9ad27b-7af1-494f-bb88-91aa25021e9d,2020-10-09 06:05:32,98619761-c2e3-4890-a650-d63d6008db67,2020-10-09 06:03:46,3,971,971,971,out/10-08-23-03/log,out/10-08-23-03/base_samples939,,out/10-08-23-03/bit1_samples939,out/10-08-23-03/bit0_samples939,5.88554500601237,,0.227594742887473,56:6B:C0:99:E1:2A,No,017371402075
10-08-23-03-732,1,732,c59cabc9-5a9f-4531-9076-7a3b2fea061e,2020-10-09 06:05:32,fd2904a8-a815-45f7-ad8c-e19bc14a0c5c,2020-10-09 06:03:55,3,732,732,732,out/10-08-23-03/log,out/10-08-23-03/base_samples732,,out/10-08-23-03/bit1_samples732,out/10-08-23-03/bit0_samples732,0,,0.251470002360679,42:07:A6:F5:66:97,No,017371402075
10-08-23-03-720,1,720,5fa92977-6a74-42c1-bd49-375687679778,2020-10-09 06:05:32,fb03dc04-c30e-4eb2-9d3f-a9b438240d1c,2020-10-09 06:03:40,3,838,838,838,out/10-08-23-03/log,out/10-08-23-03/base_samples720,,out/10-08-23-03/bit1_samples720,out/10-08-23-03/bit0_samples720,6.91119313267212,,0.398219470379595,BE:A8:AD:EC:39:9F,No,017371402075
10-08-23-03-260,1,260,8f6bc2a7-f3fe-41c4-b32c-81e78b89a7ab,2020-10-09 06:05:32,ce23c21e-b490-45e5-be91-1dedc767720c,2020-10-09 06:03:34,3,260,260,260,out/10-08-23-03/log,out/10-08-23-03/base_samples260,,out/10-08-23-03/bit1_samples260,out/10-08-23-03/bit0_samples260,0,,0.51511936606664,12:B9:0F:DA:9D:57,No,017371402075
10-08-23-03-218,1,218,65a571ea-9d10-4c7f-a6ae-7107c034f121,2020-10-09 06:05:32,8cd281e3-2a63-4981-bc2a-09165fa6a332,2020-10-09 06:03:34,3,867,867,867,out/10-08-23-03/log,out/10-08-23-03/base_samples218,,out/10-08-23-03/bit1_samples218,out/10-08-23-03/bit0_samples218,8.36275278109068,,0.305410701975178,C2:BB:F7:B0:56:95,No,017371402075
10-08-23-03-673,1,673,24a7879c-f285-4431-9019-0faf7c337630,2020-10-09 06:05:32,cd859a91-9f29-40bc-a97f-4550873ed826,2020-10-09 06:03:49,3,907,907,907,out/10-08-23-03/log,out/10-08-23-03/base_samples673,,out/10-08-23-03/bit1_samples673,out/10-08-23-03/bit0_samples673,7.14511741155444,,0.641528992540253,7A:1C:03:D8:D1:16,No,017371402075
10-08-23-03-85,1,85,94e696ef-b7d3-48a3-bb1f-0327c772d669,2020-10-09 06:05:32,758662d6-5ca3-4be0-b717-38bce7b334eb,2020-10-09 06:03:34,3,943,943,943,out/10-08-23-03/log,out/10-08-23-03/base_samples85,,out/10-08-23-03/bit1_samples85,out/10-08-23-03/bit0_samples85,5.6431150892569,,0.309899067258917,EA:36:4A:F2:57:14,No,017371402075
10-08-23-03-801,1,801,e7d1e6a0-c8c0-4c1f-b2f9-3a9d8338be81,2020-10-09 06:05:32,de9f023c-cfc7-4555-a61a-fb948a7ae49c,2020-10-09 06:03:37,3,889,889,889,out/10-08-23-03/log,out/10-08-23-03/base_samples801,,out/10-08-23-03/bit1_samples801,out/10-08-23-03/bit0_samples801,8.33188575199571,,0.501954367230833,B2:64:03:68:44:F8,No,017371402075
10-08-23-03-359,1,359,18794f46-37b9-459a-a79a-0e32c63dd4d6,2020-10-09 06:05:32,3665563f-f3eb-47d4-a804-b66221d99953,2020-10-09 06:03:36,3,867,867,867,out/10-08-23-03/log,out/10-08-23-03/base_samples359,,out/10-08-23-03/bit1_samples359,out/10-08-23-03/bit0_samples359,8.32624484717621,,0.3017441145082,46:9F:D0:46:86:6C,No,017371402075
10-08-23-03-819,1,819,70edd42a-8575-4787-8d63-27fd592459ee,2020-10-09 06:05:32,92c645c4-5188-4001-96a1-d6bb9354c6bd,2020-10-09 06:03:43,3,819,819,819,out/10-08-23-03/log,out/10-08-23-03/base_samples819,,out/10-08-23-03/bit1_samples819,out/10-08-23-03/bit0_samples819,0,,0.363584765191937,8A:DA:A1:06:05:D9,No,017371402075
10-08-23-03-858,1,858,da816c2f-8776-45d1-9dbb-3def08b6f65e,2020-10-09 06:05:32,d23f46f1-b6ed-40af-bfc4-c866513621a5,2020-10-09 06:03:58,3,990,990,990,out/10-08-23-03/log,out/10-08-23-03/base_samples858,,out/10-08-23-03/bit1_samples858,out/10-08-23-03/bit0_samples858,8.18628882939874,,0.701247539143442,22:3A:63:16:F0:84,No,017371402075
10-08-23-03-999,1,999,104fa022-d008-490c-b6aa-2ca5ab967e2d,2020-10-09 06:05:32,bc3b1c00-d9c1-46d1-9290-ffae32ccd249,2020-10-09 06:03:58,3,999,999,999,out/10-08-23-03/log,out/10-08-23-03/base_samples999,,out/10-08-23-03/bit1_samples999,out/10-08-23-03/bit0_samples999,0,,0.582145639295847,12:F2:39:49:9D:26,No,017371402075
10-08-23-03-731,1,731,3dccb356-fd7b-412e-a3e6-023e5bdb428b,2020-10-09 06:05:32,2aa1db3b-0225-4c01-bfc1-6d1a78035646,2020-10-09 06:03:39,3,750,750,750,out/10-08-23-03/log,out/10-08-23-03/base_samples731,,out/10-08-23-03/bit1_samples731,out/10-08-23-03/bit0_samples731,6.18260497404816,,0.446335816324234,A2:BB:C9:37:9C:8D,No,017371402075
10-08-23-03-327,1,327,2da10808-8bea-4230-a950-1f1ecf81d9f5,2020-10-09 06:05:32,706d9401-ab00-4dac-99d7-d6747c9332a4,2020-10-09 06:03:34,3,977,977,977,out/10-08-23-03/log,out/10-08-23-03/base_samples327,,out/10-08-23-03/bit1_samples327,out/10-08-23-03/bit0_samples327,8.48933464253765,,0.316008222910281,96:10:0A:3F:EF:63,No,017371402075
