Logs,GUID,Error,IP Address,Success,Id,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Predecessors,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Channel,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-18-20/log,02-03-18-20-15,,169.254.76.1,1,15,7.983854,5E:D3:A2:19:8A:07,4438fc7b-3500-423b-9814-bbefb3ad4dfb,2021-02-04 02:20:33,30,3,56,53,42,2021-02-04 02:21:16,a8411fe5-3e67-4aa0-b247-7d14c1037ce6,"02-03-17-39-90,02-03-17-43-70,02-03-17-46-84,02-03-17-50-72,02-03-17-53-23,02-03-17-56-41,02-03-18-00-36,02-03-18-03-64,02-03-18-06-82,02-03-18-10-37,02-03-18-13-4,02-03-18-17-1",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-20/log,02-03-18-20-20,,169.254.76.1,1,20,7.868573,D2:7C:0E:2E:9F:0C,eef321e7-8437-4845-ad98-30c0a73a7031,2021-02-04 02:20:32,30,2,20,4,-1,2021-02-04 02:21:25,8588fa09-8cd8-49c5-9f99-dc3f2842306c,"02-03-18-10-33,02-03-18-13-72,02-03-18-17-31",-,-,-,Yes,DEFAULT,1,-,-
out/02-03-18-20/log,02-03-18-20-21,,169.254.76.1,1,21,7.788549,2A:C7:13:86:EA:A4,c29e9c39-cfbc-4d61-a1dc-0683ba6fe957,2021-02-04 02:20:33,30,3,85,43,21,2021-02-04 02:21:16,1a316d51-89a0-4fd1-a40f-8b7333f3cd87,"02-03-18-10-18,02-03-18-13-55,02-03-18-17-2",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-20/log,02-03-18-20-34,,169.254.76.1,1,34,7.872183,76:A8:24:45:F8:22,9c10382d-95e6-46cc-8405-e69fbb23de49,2021-02-04 02:20:33,30,3,100,78,34,2021-02-04 02:21:16,cad0a345-bd93-405f-8262-b36cff57108b,"02-03-17-53-41,02-03-17-56-22,02-03-18-00-27,02-03-18-03-40,02-03-18-06-29,02-03-18-10-55,02-03-18-13-57,02-03-18-17-8",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-20/log,02-03-18-20-9,,169.254.76.1,1,9,7.790109,F2:14:D0:32:11:20,050849ee-a071-4afe-8f30-31c02ce6b4d2,2021-02-04 02:20:33,30,3,72,62,24,2021-02-04 02:21:16,059b61cb-b6cb-48aa-b08f-d84a3b4e8133,,-,-,-,No,DEFAULT,-,-,-
out/02-03-18-20/log,02-03-18-20-5,,169.254.76.1,1,5,7.891846,6A:17:9E:DB:19:B4,16d6c010-29f1-4349-b7a3-494a92981bda,2021-02-04 02:20:32,30,3,81,66,54,2021-02-04 02:21:16,3eefa26f-0cd5-404b-8ea0-4322804c0b3c,"02-03-17-50-2,02-03-17-53-94,02-03-17-56-11,02-03-18-00-29,02-03-18-03-63,02-03-18-06-2,02-03-18-10-36,02-03-18-13-84,02-03-18-17-44",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-20/log,02-03-18-20-30,,169.254.76.1,1,30,7.847032,66:AF:26:3A:2C:B3,b7d2bf41-b831-4e9c-bbfd-9fe39af79e98,2021-02-04 02:20:32,30,2,30,6,-1,2021-02-04 02:21:25,3d6a7bb5-72f5-40dd-8076-7f2ab2307068,02-03-18-17-96,-,-,-,Yes,DEFAULT,2,-,-
out/02-03-18-20/log,02-03-18-20-7,,169.254.76.1,1,7,7.975548,6A:20:D5:6A:F2:6D,06470a4c-a754-4271-880a-89a60575de66,2021-02-04 02:20:32,30,2,39,7,-1,2021-02-04 02:21:25,18acbfb9-6400-4be3-805e-24744abdf3ae,"02-03-18-10-90,02-03-18-13-87,02-03-18-17-10",-,out/02-03-18-20/bit1_samples7,-,Yes,DEFAULT,3,-,-
out/02-03-18-20/log,02-03-18-20-73,,169.254.76.1,1,73,7.853958,32:C5:11:D6:E6:A7,3c04b013-b343-4943-bc5f-8c3479b4f171,2021-02-04 02:20:33,20,1,73,-1,-1,2021-02-04 02:21:06,a65ea602-9ca1-4c24-b21d-6228a1ca45c5,"02-03-17-06-32,02-03-17-08-50,02-03-17-09-95,02-03-17-12-99,02-03-17-16-75,02-03-17-19-95,02-03-17-22-49,02-03-17-26-55,02-03-17-29-61,02-03-17-33-75,02-03-17-36-12,02-03-17-39-80,02-03-17-43-45,02-03-17-46-10,02-03-17-50-48,02-03-17-53-48,02-03-17-56-66,02-03-18-00-52,02-03-18-03-3,02-03-18-06-73,02-03-18-10-26,02-03-18-13-18,02-03-18-17-65",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-20/log,02-03-18-20-1,,169.254.76.1,1,1,7.787997,6A:21:BF:4A:4E:16,1c0e4cec-9178-4d50-b7eb-9a53aadc0d3a,2021-02-04 02:20:33,20,1,1,-1,-1,2021-02-04 02:21:06,9a207de9-30d8-46ca-b49f-35011cd0e275,"02-03-17-06-36,02-03-17-08-46,02-03-17-09-54,02-03-17-12-40,02-03-17-16-99,02-03-17-19-67,02-03-17-22-29,02-03-17-26-98,02-03-17-29-89,02-03-17-33-19,02-03-17-36-63,02-03-17-39-85,02-03-17-43-61,02-03-17-46-58,02-03-17-50-37,02-03-17-53-47,02-03-17-56-85,02-03-18-00-58,02-03-18-03-43,02-03-18-06-98,02-03-18-10-38,02-03-18-13-27,02-03-18-17-60",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-20/log,02-03-18-20-40,,169.254.76.1,1,40,7.964417,E6:2D:7A:7E:83:DA,d6566ecb-7009-4f42-aa46-b7ae066c4918,2021-02-04 02:20:33,20,1,40,-1,-1,2021-02-04 02:21:06,65c0d59c-e31a-4fac-8897-55883eff3f7a,"02-03-17-06-78,02-03-17-08-76,02-03-17-09-45,02-03-17-12-36,02-03-17-16-83,02-03-17-19-80,02-03-17-22-47,02-03-17-26-43,02-03-17-29-90,02-03-17-33-23,02-03-17-36-87,02-03-17-39-98,02-03-17-43-10,02-03-17-46-54,02-03-17-50-34,02-03-17-53-90,02-03-17-56-56,02-03-18-00-88,02-03-18-03-7,02-03-18-06-70,02-03-18-10-93,02-03-18-13-10,02-03-18-17-95",-,-,-,Yes,DEFAULT,-,-,-
