Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,First Iteration Latency,Rdrand Latency,Contention Rdrand Latency,Total Latency
1575670514574,2300.014,fe:0f:fa:a2:4d:2f,90.00B,90.00B,5.628733158111572,6.340742111206054e-06,7.114601135253907e-06,7.738590240478522e-07
1575670514629,2300.016,c2:8c:74:93:e9:35,90.00B,90.00B,5.622586488723755,6.257772445678711e-06,7.100248336791992e-06,8.424758911132812e-07
1575670514560,2300.016,be:03:b6:1d:2a:40,90.00B,90.00B,5.6652350425720215,6.174516677856445e-06,7.15484619140625e-06,9.803295135498044e-07
1575670514612,2300.014,0a:4a:25:9b:42:63,90.00B,90.00B,5.651559114456177,5.973005294799805e-06,6.898212432861328e-06,9.252071380615229e-07
1575670514638,2300.014,4a:18:2d:7b:f6:9d,176.00B,90.00B,5.610520601272583,6.508016586303711e-06,7.342433929443359e-06,8.344173431396477e-07
1575670514568,2300.014,0e:db:ed:52:63:f4,90.00B,90.00B,5.635419607162476,6.246471405029297e-06,9.097576141357422e-06,2.8511047363281252e-06
1575670514730,2300.014,3a:24:98:69:aa:ce,90.00B,90.00B,5.606931447982788,6.15224838256836e-06,6.887769699096679e-06,7.355213165283197e-07
1575670514738,2300.016,ea:45:57:d4:72:31,176.00B,90.00B,5.609912395477295,6.192636489868164e-06,6.851911544799805e-06,6.592750549316406e-07
1575670514659,2300.014,ce:ac:cd:4e:d0:7e,90.00B,90.00B,5.6484034061431885,6.427431106567383e-06,7.427406311035156e-06,9.99975204467773e-07
1575670514784,2300.016,7e:7d:bc:4e:57:94,90.00B,90.00B,5.610457181930542,6.1563968658447265e-06,6.954860687255859e-06,7.984638214111329e-07
1575670514784,2300.016,56:21:fb:ff:45:f1,90.00B,90.00B,5.619887351989746,5.931949615478516e-06,6.699752807617187e-06,7.678031921386714e-07
1575670514784,2300.016,46:e1:fc:bd:4a:0f,90.00B,90.00B,5.608495235443115,6.2530517578125e-06,7.238578796386719e-06,9.85527038574219e-07
1575670514771,2300.016,0e:fc:05:e2:6f:7a,90.00B,90.00B,5.611568927764893,6.118392944335938e-06,7.14421272277832e-06,1.0258197784423824e-06
1575670514748,2300.016,5a:1b:49:03:48:95,90.00B,90.00B,5.625893831253052,6.237602233886719e-06,7.277917861938477e-06,1.0403156280517575e-06
1575670514796,2300.016,be:64:bf:f7:f7:27,90.00B,90.00B,5.612319469451904,6.150531768798828e-06,7.324457168579102e-06,1.1739253997802734e-06
1575670514810,2300.016,ba:bb:51:4d:ec:ca,90.00B,90.00B,5.5920188426971436,6.2632083892822266e-06,7.313776016235352e-06,1.0505676269531253e-06
1575670514797,2300.014,7e:d1:f2:cc:35:de,90.00B,90.00B,5.639341354370117,6.239604949951172e-06,7.201719284057617e-06,9.621143341064451e-07
1575670514831,2300.014,56:ba:51:a9:b7:06,90.00B,90.00B,5.608242511749268,6.162405014038086e-06,7.3246955871582034e-06,1.1622905731201172e-06
1575670514811,2300.014,ce:96:65:b7:9b:4b,90.00B,176.00B,5.590641260147095,6.007194519042969e-06,7.194900512695313e-06,1.1877059936523438e-06
