Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,First Iteration Latency,Rdrand Latency,Contention Rdrand Latency,Total Latency
1575671294965,2300.014,3a:26:21:b1:27:c1,90.00B,90.00B,5.613570928573608,6.063270568847656e-06,7.419776916503906e-06,1.3565063476562497e-06
1575671294971,2300.014,66:2f:b1:8b:d7:c4,90.00B,90.00B,5.601145505905151,6.036806106567383e-06,6.199359893798828e-06,1.625537872314451e-07
1575671294973,2300.014,ce:e3:52:84:dc:b9,90.00B,90.00B,5.600076675415039,6.166887283325195e-06,6.3347339630126955e-06,1.6784667968750015e-07
1575671294957,2300.016,5a:1b:49:03:48:95,90.00B,90.00B,5.661816596984863,6.176996231079102e-06,6.682586669921875e-06,5.055904388427733e-07
1575671294971,2300.014,4e:8a:5b:39:4b:f9,90.00B,90.00B,5.621692180633545,5.795907974243164e-06,5.96466064453125e-06,1.6875267028808652e-07
1575671294956,2300.016,be:64:bf:f7:f7:27,90.00B,90.00B,5.596786737442017,6.0796260833740235e-06,6.566905975341797e-06,4.872798919677737e-07
1575671294957,2300.016,56:21:fb:ff:45:f1,90.00B,90.00B,5.6272923946380615,5.940532684326172e-06,5.932760238647461e-06,-7.772445678710611e-09
1575671294958,2300.014,4e:21:a1:b7:1e:47,90.00B,90.00B,5.640981435775757,6.403160095214844e-06,7.365036010742188e-06,9.618759155273441e-07
1575671294959,2300.016,be:03:b6:1d:2a:40,90.00B,90.00B,5.601440668106079,5.8997154235839845e-06,6.583881378173828e-06,6.841659545898434e-07
1575671294970,2300.014,ee:e2:f9:97:47:85,90.00B,90.00B,5.639821290969849,6.116914749145507e-06,6.174325942993164e-06,5.741119384765628e-08
1575671294974,2300.014,b6:1a:67:89:c5:44,90.00B,90.00B,5.604742765426636,6.212568283081055e-06,6.296968460083008e-06,8.440017700195294e-08
1575671294962,2300.014,3a:82:e1:04:85:81,90.00B,176.00B,5.633824348449707,6.303501129150391e-06,7.227325439453125e-06,9.238243103027345e-07
1575671294956,2300.014,26:44:a6:e5:d5:15,90.00B,90.00B,5.602281332015991,5.925607681274414e-06,8.9752197265625e-06,3.049612045288085e-06
1575671295384,2300.014,36:15:40:27:93:77,90.00B,90.00B,5.583341598510742,6.031084060668945e-06,7.032251358032227e-06,1.0011672973632815e-06
1575671294957,2300.014,4a:18:2d:7b:f6:9d,176.00B,90.00B,5.616010904312134,6.095695495605469e-06,1.0100221633911132e-05,4.004526138305664e-06
1575671294958,2300.014,ce:96:65:b7:9b:4b,90.00B,176.00B,5.61171555519104,5.938053131103515e-06,1.0526466369628907e-05,4.588413238525392e-06
1575671294959,2300.014,5a:a3:41:78:c3:c8,90.00B,90.00B,5.674079418182373,6.435871124267578e-06,1.2831735610961914e-05,6.395864486694336e-06
1575671294958,2300.014,3a:24:98:69:aa:ce,90.00B,90.00B,5.700271129608154,6.178140640258789e-06,1.038813591003418e-05,4.20999526977539e-06
1575671294959,2300.014,c2:4d:61:de:94:9d,90.00B,90.00B,5.681650161743164,9.186744689941405e-06,8.01243782043457e-06,-1.174306869506835e-06
1575671295437,2300.014,de:79:20:86:8c:8e,90.00B,90.00B,5.611328840255737,6.2818527221679685e-06,7.780838012695312e-06,1.4989852905273434e-06
1575671294957,2300.014,ce:ac:cd:4e:d0:7e,90.00B,90.00B,5.597910165786743,6.277322769165039e-06,1.0654401779174805e-05,4.377079010009766e-06
1575671294961,2300.014,82:4a:2d:53:26:bd,90.00B,90.00B,5.716925144195557,6.615304946899414e-06,1.1112880706787109e-05,4.4975757598876945e-06
1575671294958,2300.014,fe:0f:fa:a2:4d:2f,90.00B,90.00B,5.682538986206055,6.342029571533203e-06,1.1215639114379883e-05,4.87360954284668e-06
1575671294961,2300.014,ce:c2:35:20:ca:e1,180.00B,180.00B,5.703917741775513,6.256771087646484e-06,1.1500644683837891e-05,5.243873596191407e-06
1575671295376,2300.014,5e:94:4e:37:06:af,90.00B,90.00B,5.603466272354126,6.027984619140625e-06,1.0244083404541015e-05,4.21609878540039e-06
1575671295368,2300.014,06:6a:79:42:ff:f0,90.00B,90.00B,5.6633501052856445,6.2540054321289065e-06,1.2932109832763672e-05,6.678104400634765e-06
1575671294960,2300.014,12:d1:7e:c8:22:bf,90.00B,90.00B,5.726205348968506,6.3197135925292965e-06,1.1403846740722657e-05,5.08413314819336e-06
1575671294971,2300.014,d2:74:bd:c1:32:59,90.00B,90.00B,5.707907676696777,6.824970245361328e-06,1.4911890029907227e-05,8.086919784545898e-06
1575671294959,2300.014,7a:51:b9:a4:54:3a,90.00B,90.00B,5.674245595932007,6.133270263671875e-06,1.2470817565917968e-05,6.337547302246093e-06
1575671295374,2300.014,5a:bd:d2:e7:28:c6,90.00B,90.00B,5.688688516616821,6.477642059326172e-06,9.01193618774414e-06,2.5342941284179687e-06
1575671295367,2300.014,06:72:57:37:d7:45,90.00B,90.00B,5.641654968261719,6.3868045806884765e-06,1.1075592041015625e-05,4.688787460327148e-06
1575671295364,2300.014,42:e7:f6:58:85:e0,90.00B,90.00B,5.642089366912842,6.262588500976562e-06,1.127924919128418e-05,5.016660690307617e-06
1575671295348,2300.014,ce:9a:fd:ca:77:ba,90.00B,90.00B,5.597984075546265,5.979728698730469e-06,1.1811161041259766e-05,5.831432342529297e-06
1575671294956,2300.014,8e:f0:b5:94:08:0d,90.00B,90.00B,5.6178834438323975,5.913257598876953e-06,1.2711429595947266e-05,6.798171997070313e-06
1575671295328,2300.014,1e:c3:f3:98:3e:28,90.00B,90.00B,5.605960369110107,5.947017669677734e-06,1.0945558547973633e-05,4.998540878295898e-06
1575671295331,2300.014,f2:8b:73:a5:c0:d6,90.00B,90.00B,5.61612606048584,5.991411209106445e-06,1.3755655288696289e-05,7.764244079589845e-06
