Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,First Iteration Latency,Rdrand Latency,Contention Rdrand Latency,Total Latency
1575671294970,2300.014,0a:03:a0:65:81:5b,90.00B,90.00B,5.613291263580322,6.0512065887451175e-06,6.178092956542969e-06,1.2688636779785146e-07
1575671294956,2300.016,7e:7d:bc:4e:57:94,90.00B,90.00B,5.609273195266724,5.898094177246093e-06,6.021928787231445e-06,1.238346099853518e-07
1575671294964,2300.016,da:e9:b9:e7:ca:95,90.00B,90.00B,5.614123344421387,6.227016448974609e-06,6.264209747314453e-06,3.719329833984431e-08
1575671294956,2300.016,46:e1:fc:bd:4a:0f,90.00B,90.00B,5.609843492507935,6.069564819335937e-06,6.604194641113281e-06,5.346298217773437e-07
1575671294973,2300.014,4a:b3:32:fe:da:21,90.00B,90.00B,5.630143880844116,6.183719635009765e-06,6.401586532592774e-06,2.1786689758300828e-07
1575671294972,2300.014,16:b8:9d:64:d7:6e,180.00B,90.00B,5.63101863861084,5.988454818725586e-06,6.1075210571289066e-06,1.1906623840332065e-07
1575671294957,2300.016,9a:ca:73:a6:4e:be,90.00B,90.00B,5.601536989212036,5.9849262237548826e-06,6.557130813598633e-06,5.722045898437505e-07
1575671294959,2300.014,ae:40:18:a3:82:7a,90.00B,90.00B,5.635288238525391,6.070613861083984e-06,6.347990036010742e-06,2.7737617492675765e-07
1575671294957,2300.014,62:a8:34:b4:de:2f,90.00B,90.00B,5.589622259140015,6.15086555480957e-06,6.215238571166992e-06,6.437301635742177e-08
1575671294972,2300.014,52:c5:6f:96:cb:b9,90.00B,90.00B,5.61388373374939,5.896091461181641e-06,6.137418746948242e-06,2.4132728576660156e-07
1575671294973,2300.014,86:20:42:61:e4:17,90.00B,90.00B,5.6417763233184814,6.255483627319336e-06,6.400632858276367e-06,1.4514923095703093e-07
1575671294954,2300.016,82:fd:2b:50:2e:31,90.00B,90.00B,5.613454818725586,5.960416793823242e-06,6.528806686401367e-06,5.683898925781251e-07
1575671294957,2300.014,56:74:bf:ea:85:25,176.00B,90.00B,5.591394662857056,6.0417652130126956e-06,7.018184661865234e-06,9.764194488525386e-07
