Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,First Iteration Latency,Rdrand Latency,Contention Rdrand Latency,Total Latency
1575670664322,2300.014,4e:a0:8a:b3:6e:29,90.00B,90.00B,5.624770164489746,6.259441375732422e-06,1.1008691787719727e-05,4.749250411987304e-06
1575670664323,2300.014,16:0e:27:ce:6e:2d,90.00B,90.00B,5.600699424743652,5.7816028594970704e-06,9.826087951660156e-06,4.044485092163086e-06
1575670664322,2300.014,66:2f:b1:8b:d7:c4,90.00B,90.00B,5.60276460647583,6.167030334472656e-06,1.0846996307373048e-05,4.679965972900392e-06
1575670664328,2300.016,5a:1b:49:03:48:95,90.00B,90.00B,5.596647500991821,5.910587310791016e-06,9.799909591674805e-06,3.889322280883789e-06
1575670664324,2300.014,4e:17:67:c0:bb:78,90.00B,180.00B,5.610426425933838,6.4666748046875e-06,9.102010726928711e-06,2.635335922241211e-06
1575670664326,2300.014,ea:1e:d0:25:16:87,90.00B,90.00B,5.596907377243042,6.491899490356445e-06,9.677553176879883e-06,3.185653686523438e-06
1575670664324,2300.014,56:37:38:03:b3:f3,90.00B,90.00B,5.60667085647583,6.304073333740234e-06,1.0234355926513672e-05,3.930282592773438e-06
1575670664323,2300.014,72:a5:f6:35:e3:ae,90.00B,90.00B,5.609040021896362,6.230545043945312e-06,1.2509965896606445e-05,6.279420852661132e-06
1575670664323,2300.014,c2:9c:31:13:0d:24,90.00B,90.00B,5.623605489730835,6.297159194946289e-06,9.573984146118164e-06,3.276824951171875e-06
1575670664321,2300.014,22:3d:59:94:65:d1,90.00B,90.00B,5.629264831542969,5.929088592529297e-06,1.1637735366821288e-05,5.708646774291991e-06
1575670664325,2300.014,e2:56:c8:cf:ed:e6,90.00B,90.00B,5.599703311920166,6.074666976928711e-06,9.89532470703125e-06,3.820657730102539e-06
1575670664325,2300.014,56:74:bf:ea:85:25,176.00B,90.00B,5.599601745605469,5.948257446289062e-06,1.0949134826660156e-05,5.000877380371094e-06
1575670664329,2300.016,be:64:bf:f7:f7:27,90.00B,90.00B,5.614147186279297,5.990171432495117e-06,9.665727615356445e-06,3.675556182861327e-06
1575670664323,2300.014,1a:a1:e9:a8:0f:26,90.00B,90.00B,5.610150098800659,6.2855243682861325e-06,1.2074756622314454e-05,5.789232254028321e-06
1575670664324,2300.014,3a:82:e1:04:85:81,90.00B,176.00B,5.617002248764038,6.3728809356689455e-06,9.394073486328125e-06,3.02119255065918e-06
1575670664323,2300.014,82:09:37:f5:19:3c,90.00B,90.00B,5.615647077560425,6.03947639465332e-06,1.1488533020019531e-05,5.449056625366211e-06
1575670664216,2300.014,ce:c2:35:20:ca:e1,180.00B,180.00B,5.6251866817474365,5.899858474731445e-06,1.2098789215087891e-05,6.198930740356446e-06
1575670664329,2300.016,ba:bb:51:4d:ec:ca,90.00B,90.00B,5.623329401016235,6.059837341308593e-06,8.75697135925293e-06,2.697134017944336e-06
1575670664330,2300.016,46:e1:fc:bd:4a:0f,90.00B,90.00B,5.625237941741943,5.939006805419922e-06,9.299421310424806e-06,3.3604145050048836e-06
1575670664323,2300.014,52:c5:6f:96:cb:b9,90.00B,90.00B,5.638839244842529,5.928945541381836e-06,1.3531160354614257e-05,7.602214813232422e-06
1575670664325,2300.016,82:fd:2b:50:2e:31,90.00B,90.00B,5.618391036987305,5.999088287353515e-06,1.1275005340576171e-05,5.275917053222656e-06
1575670664322,2300.014,8a:25:90:9e:a5:cd,90.00B,90.00B,5.598475933074951,6.142520904541016e-06,1.1577033996582031e-05,5.434513092041016e-06
1575670664321,2300.014,7a:50:d2:bb:ca:38,90.00B,90.00B,5.633478403091431,5.8929443359375e-06,1.416611671447754e-05,8.27317237854004e-06
1575670664323,2300.014,ee:e2:f9:97:47:85,90.00B,90.00B,5.601274251937866,6.071043014526367e-06,1.1806869506835937e-05,5.73582649230957e-06
1575670664321,2300.014,c2:4d:61:de:94:9d,90.00B,90.00B,5.6279566287994385,6.002998352050781e-06,1.5247392654418945e-05,9.244394302368163e-06
1575670664325,2300.014,42:4e:1b:f8:6c:61,90.00B,90.00B,5.6205785274505615,6.179237365722656e-06,1.038031578063965e-05,4.201078414916993e-06
1575670664322,2300.014,86:20:42:61:e4:17,90.00B,90.00B,5.624788045883179,6.071043014526367e-06,1.332240104675293e-05,7.251358032226563e-06
1575670664322,2300.014,a2:6d:76:24:aa:4b,90.00B,90.00B,5.613396406173706,6.245231628417969e-06,1.0205316543579102e-05,3.960084915161133e-06
1575670664322,2300.014,4a:b3:32:fe:da:21,90.00B,90.00B,5.620332479476929,6.1708927154541016e-06,1.245861053466797e-05,6.287717819213868e-06
1575670664219,2300.014,16:b8:9d:64:d7:6e,180.00B,90.00B,5.625593423843384,5.877828598022461e-06,1.389150619506836e-05,8.013677597045899e-06
1575670664323,2300.014,b6:1a:67:89:c5:44,90.00B,90.00B,5.61778998374939,6.130695343017578e-06,1.553316116333008e-05,9.402465820312501e-06
1575670664322,2300.014,0a:03:a0:65:81:5b,90.00B,90.00B,5.611565589904785,6.021547317504883e-06,1.299881935119629e-05,6.9772720336914065e-06
1575670664215,2300.014,7a:51:b9:a4:54:3a,90.00B,90.00B,5.614434480667114,5.8147430419921875e-06,1.0622501373291016e-05,4.807758331298829e-06
1575670664323,2300.014,ae:40:18:a3:82:7a,90.00B,90.00B,5.613245248794556,6.021833419799805e-06,1.2643814086914062e-05,6.621980667114257e-06
