Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,First Iteration Latency,Rdrand Latency,Contention Rdrand Latency,Total Latency
1575670664332,2300.014,fe:0f:fa:a2:4d:2f,90.00B,90.00B,5.619399309158325,6.1095714569091795e-06,7.262754440307617e-06,1.1531829833984376e-06
1575670664327,2300.014,ce:96:65:b7:9b:4b,90.00B,176.00B,5.620388507843018,5.863237380981445e-06,7.559442520141602e-06,1.696205139160157e-06
1575670664328,2300.014,56:ba:51:a9:b7:06,90.00B,90.00B,5.59734320640564,5.942916870117188e-06,7.325792312622071e-06,1.3828754425048829e-06
1575670664327,2300.014,e6:1f:e7:dc:96:9b,90.00B,90.00B,5.608933210372925,5.880641937255859e-06,9.079313278198243e-06,3.1986713409423836e-06
1575670664332,2300.014,0a:4a:25:9b:42:63,90.00B,90.00B,5.590844392776489,5.896997451782226e-06,7.002210617065429e-06,1.1052131652832032e-06
1575670664329,2300.014,7e:d1:f2:cc:35:de,90.00B,90.00B,5.604046106338501,5.990934371948242e-06,7.42030143737793e-06,1.4293670654296876e-06
1575670664331,2300.014,0e:db:ed:52:63:f4,90.00B,90.00B,5.612236499786377,5.8868408203125e-06,1.0246992111206054e-05,4.360151290893555e-06
1575670664332,2300.014,4a:18:2d:7b:f6:9d,176.00B,90.00B,5.59461522102356,6.0577392578125e-06,7.491922378540039e-06,1.434183120727539e-06
1575670664331,2300.014,3a:24:98:69:aa:ce,90.00B,90.00B,5.607792854309082,6.061220169067383e-06,7.088565826416016e-06,1.027345657348633e-06
1575670664330,2300.014,ce:ac:cd:4e:d0:7e,90.00B,90.00B,5.609145879745483,6.202888488769531e-06,7.629203796386718e-06,1.4263153076171871e-06
1575670664329,2300.016,0e:fc:05:e2:6f:7a,90.00B,90.00B,5.606216669082642,5.98607063293457e-06,8.296585083007813e-06,2.3105144500732428e-06
1575670664330,2300.016,ea:45:57:d4:72:31,176.00B,90.00B,5.591496467590332,6.074953079223633e-06,8.954572677612305e-06,2.8796195983886717e-06
1575670664330,2300.016,c2:8c:74:93:e9:35,90.00B,90.00B,5.605388164520264,6.228923797607422e-06,8.6181640625e-06,2.3892402648925774e-06
1575670664329,2300.016,7e:7d:bc:4e:57:94,90.00B,90.00B,5.60107421875,5.9428215026855465e-06,7.805681228637696e-06,1.8628597259521496e-06
1575670664329,2300.016,56:21:fb:ff:45:f1,90.00B,90.00B,5.595243215560913,6.368780136108398e-06,7.6076984405517576e-06,1.2389183044433595e-06
1575670664326,2300.014,56:36:b6:0d:91:97,90.00B,90.00B,5.589370250701904,5.926942825317383e-06,9.598302841186524e-06,3.671360015869141e-06
1575670664323,2300.014,62:a8:34:b4:de:2f,90.00B,90.00B,5.614995002746582,6.0132980346679684e-06,1.130828857421875e-05,5.294990539550781e-06
1575670664321,2300.014,82:4a:2d:53:26:bd,90.00B,90.00B,5.632873058319092,6.25152587890625e-06,1.013622283935547e-05,3.884696960449219e-06
1575670664322,2300.014,da:f6:27:36:0a:7e,90.00B,90.00B,5.629722595214844,5.992841720581055e-06,9.889888763427735e-06,3.89704704284668e-06
1575670664331,2300.016,be:03:b6:1d:2a:40,90.00B,90.00B,5.600298643112183,5.862712860107422e-06,8.913516998291016e-06,3.0508041381835944e-06
1575670664325,2300.014,8e:a6:23:da:00:4a,90.00B,90.00B,5.605663299560547,6.1095714569091795e-06,1.0853147506713867e-05,4.743576049804688e-06
1575670664322,2300.014,4e:8a:5b:39:4b:f9,90.00B,90.00B,5.6064207553863525,5.8891773223876954e-06,1.3948869705200195e-05,8.0596923828125e-06
